字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	事情发生在大约一周前……	事情發生在大約一週前……	一週間ほど前……	일주일 전쯤에 일어난 일이었다…	About a week ago...						0	3.0爆爆菜园开场剧情
2	分析员！！！	分析員！！！	分析員！！	분석가님!!!	Adjutant!!!						0	3.0爆爆菜园开场剧情
3	卡罗琳急冲冲地闯进我的房间，看得出是有要事找我，仿生义体的胸腔似乎也因为太着急而大幅起伏着。	卡羅琳急衝衝地闖進我的房間，看得出是有要事找我，仿生義體的胸腔似乎也因為太著急而大幅起伏著。	カロリンが切羽詰まった様子で、勢いよく私の部屋へ飛び込んでくる。義体の胸部を激しく上下させていた。	캐롤린이 급하게 내 방으로 쳐들어왔다. 중요한 일이 있어 보였고, 바이오닉 신체의 가슴팍도 너무 급한 나머지 크게 오르내리고 있었다.	Caroline burst into my room in a flurry, clearly urgent about something. Even her synthetic chest was heaving with anxiety.						0	3.0爆爆菜园开场剧情
4	非常抱歉打扰你休息了，不过能捕捉到你独处的时间可不容易，女孩儿几乎占用了你所有空闲时间。	非常抱歉打擾你休息了，不過能捕捉到你獨處的時間可不容易，女孩幾乎佔用了你所有空閒時間。	お休みのところすみません、あなたにはいつも女の子たちが付きっきりだから、一人になる時間がほとんどなくて。	쉬는 데 방해해서 정말 죄송하지만, 분석가님과 단둘이 있을 시간이 좀처럼 나지 않네요. 소녀들이 당신의 모든 자유 시간을 차지하고 있으니까요.	I'm so sorry to disturb you, but it's nearly impossible to catch you alone. The other girls take up almost every spare moment you have.						0	3.0爆爆菜园开场剧情
5	她以极快的语速抱怨着，眼睛还不停观察着周围，仿佛在被什么猛兽追杀中。	她以極快的語速抱怨著，眼睛還不停觀察著周圍，彷彿在被什麼猛獸追殺中。	彼女は早口で不満をまくしたてながら、まるで獣にでも追われているかのように、そわそわと周囲を見回していた。	그녀는 엄청나게 빠른 속도로 불평하면서 주변을 계속 살폈다. 마치 무서운 짐승에게 쫓기고 있는 것 같았다.	She rattled off, eyes darting nervously as if something dangerous was on her tail.						0	3.0爆爆菜园开场剧情
6	有什么事吗？	有什麼事嗎？	どうかしたのか。	무슨 일이야?	Is something wrong?						0	3.0爆爆菜园开场剧情
7	应该没跟来这里，快把门关上，只有拥有最高权限的分析员房间能阻止那孩子了……	應該沒跟來這裡，快把門關上，只有擁有最高權限的分析員房間能阻止那孩子了……	たぶんここなら安全ですよね。早くドアを閉めないと。分析員の部屋なら、あの子も絶対に入ってこられないから……	여기까지는 따라오지 않은 것 같으니 빨리 문 닫아주세요. 최고 권한을 가진 분석가님의 방에 있어야만 그 아이를 막을 수 있거든요…	I don't think she followed me. Quick, close the door! Your room's the only place with clearance high enough to keep her out...						0	3.0爆爆菜园开场剧情
8	那孩子？	那孩子？	あの子？	그 아이라니?	Keep who out?						0	3.0爆爆菜园开场剧情
9	说出来或许有点荒唐，但我正在被伊切尔追捕。	說出來或許有點荒唐，但我正在被伊切爾追捕。	信じてもらえるかわかりませんけど、私、イチェルに追われてるんです。	좀 황당한 말이지만, 저는 지금 이첼에게 쫓기고 있어요.	This might sound ridiculous, but... Eatchel is after me.						0	3.0爆爆菜园开场剧情
