字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	迈出电梯门的瞬间，伴随着一声清脆的开关声响，视野陷入一片昏暗。	邁出電梯門的瞬間，伴隨著一聲清脆的開關聲響，視野陷入一片昏暗。	エレベーターを出た途端に、ガチャッと小さなスイッチを切るような音がした。ほぼ同時に、視界が真っ暗になった。	엘리베이터 문을 나서는 순간, 찰칵하는 스위치 소리와 함께 시야가 어둠에 잠겼다.	As I stepped out of the elevator, a sharp click echoed — the lights snapped off, and darkness swallowed the room.						0	3.0二周年庆典剧情
2	……然而，在这一片昏暗中，一缕水果与蛋糕交融的香甜芬芳，却在悄然跃动。	……然而，在這一片昏暗中，一縷水果與蛋糕交融的香甜芬芳，卻在悄然躍動。	……暗闇の中には、果物とケーキの甘い匂いが微かに漂っていた。	… 하지만 이 어둠 속에서 과일과 케이크가 어우러진 달콤한 향기가 살며시 피어올랐다.	...Yet in this darkness, a sweet scent of fruit and cream quietly drifted through the air.						0	3.0二周年庆典剧情
3	回想起日期，瞬间反应了过来。	回想起日期，瞬間反應了過來。	そういえば、今日の日付は……	날짜를 떠올리자, 순간 깨달았다.	I realized instantly what day it was.						0	3.0二周年庆典剧情
4	啊，一定又是“那个”吧，和去年一样的——	啊，一定又是「那個」吧，跟去年一樣的——	ああ、思い出した。きっとアレだろう。去年と同じように――	아, '그거'겠구나. 작년처럼…	It must be "that" day again, just like last year—						0	3.0二周年庆典剧情
5	喂，伊切尔的肚子暴露了喵。	喂，伊切爾的肚子暴露了喵。	もう、イチェルのお腹の声でバレちゃうニャン。	저기, 이첼 배가 보인다냥.	Eatchel, your rumbling stomach is giving us away, nya.						0	3.0二周年庆典剧情
6	唔……不是我啦……	唔……不是我啦……	うう、ボク違うもん……	으음… 저 아니에요…	Uh, it's not me...						0	3.0二周年庆典剧情
7	嘘，小声点，要被发现了。	噓，小聲點，要被發現了。	しー！静かに、本当にバレちゃうから。	쉿, 조용히 해요, 들키겠어요.	Shh, keep your voice down or he'll hear us.						0	3.0二周年庆典剧情
8	已经发现了哦，苔丝。	已經發現了喔，黛斯。	もうバレてるぞ、テス。	이미 들켰는데, 테스.	I heard that, Tess.						0	3.0二周年庆典剧情
9	唔咿！	唔咿！	きゃっ！	으앗!	Ahh!						0	3.0二周年庆典剧情
10	呵，我看啊，这次就没必要走倒计时流程了吧？	呵，我看啊，這次就沒必要走倒數計時流程了吧？	ふっ。それじゃあ、今回はカウントダウンを飛ばしていいわよね？	흥, 이번엔 카운트다운 같은 거 할 필요 없겠는데?	Heh, no need for the whole countdown routine this time, right?						0	3.0二周年庆典剧情
11	直接按planB来，快进到把亲爱的扑倒好了。	直接按照Plan B來，快進到把親愛的撲倒好了。	プランB通りに、分析員をこのまま押し倒すわ。	바로 플랜B로 가자. 우리 자기를 덮치는 걸로 빨리 넘어가자고.	Let's just skip to plan B and go straight to tackling my darling.						0	3.0二周年庆典剧情
12	嗯？	嗯？	ん？	응?	Huh?						0	3.0二周年庆典剧情
13	等，等等，我们什么时候有planB了？！	等、等等，我們什麼時候有Plan B了？！	ま、待って！プランBってなに？いつできたの！？	잠, 잠깐, 우리한테 플랜B도 있었어요?!	W—Wait, since when did we have a plan B?!						0	3.0二周年庆典剧情
14	啊，这是我刚刚想出来的主意。总而言之事不宜迟，亲爱的，准备好——	啊，這是我剛剛想出來的主意。總而言之事不宜遲，親愛的，準備好——	いま思いついたのよ。それじゃ早速……アナタ、しっかりと受け止めて――	아, 방금 내가 생각해 낸 아이디어야. 아무튼 시간 낭비하면 안 되니까, 자기야, 준비해~	Oh, it's something I just came up with. Anyway, there's no time to waste. Darling, get ready—						0	3.0二周年庆典剧情
auto_6											0	
b-1-1	张开双臂	張開雙臂	両腕を広げる	양팔을 벌린다	Open arms						0	
16	不许抢跑！	不准搶跑！	ストップ！	앞서가지 마!\n앞서가지 마세요!	No jumping the gun!						0	3.0二周年庆典剧情
16_1	说罢，女孩们便一拥而上，将我扑倒在地。	語畢，女孩們便一擁而上，將我撲倒在地。	声が止むと同時に、隊員たちがどっと詰め寄ってくる。多勢に無勢なため抗うすべもなく、私はあっさりと押し倒されていく。	말이 끝나자마자 소녀들이 한꺼번에 달려들어 나를 바닥에 쓰러뜨렸다.	In a flash, the girls lunged and tackled me to the floor						0	
17	分析员大人，请看我这边~	分析員大人，請看我這邊~	分析員さん、こっちですよ～	분석가님, 이쪽을 봐주세요~	Adjutant, look over here~						0	3.0二周年庆典剧情
18	啊~就是这样，就是这样，请站在画面正中央。	啊~就是這樣，就是這樣，請站在畫面正中央。	ん～！そうそう！そのまま、画面中心に来てくださいね。	아~ 좋아요, 딱 좋아요. 그렇게 화면 정중앙에 서주세요.	Yes, just like that! Right in the center of the frame.						0	3.0二周年庆典剧情
19	薇蒂雅是在拍照和录像吗？	薇蒂雅是在拍照和錄影嗎？	カメラを回してるのか？	비디야가 사진이랑 동영상을 찍고 있는 거야?	Vidya, are you recording this?						0	3.0二周年庆典剧情
20	没错，今天是个特别的日子，我想要亲自记录下和分析员有关的每一个瞬间。	沒錯，今天是個特別的日子，我想要親自記錄下和分析員有關的每一個瞬間。	はい。今日は特別な日ですからね。自分の手で分析員さんと過ごした時間を記録したいんです。	네. 오늘은 특별한 날이니까 분석가님과 관련된 모든 순간을 직접 기록하고 싶어요.	That's right, today's a special day. I want to capture your every moment myself.						0	3.0二周年庆典剧情
21	对了对了，可以先采访一下嘛，作为今天的主角，分析员大人现在的心情如何呢？	對了對了，可以先採訪一下嘛，作為今天的主角，分析員大人現在的心情如何呢？	それと、インタビューしてもいいですか？今日の主役である分析員さんのご心境をお聞かせください！	아, 맞다. 먼저 인터뷰 좀 할게요. 오늘의 주인공인 분석가님, 지금 기분이 어떠신가요?	Oh, oh! Can I do a quick interview? As today's star of the show, how do you feel right now?						0	3.0二周年庆典剧情
22	我的心情嘛……	我的心情嘛……	心境、か……	내 기분이라…	How do I feel...?						0	3.0二周年庆典剧情
b-2											0	3.0二周年庆典剧情
23	将薇蒂雅拉向身边	將薇蒂雅往身邊拉	ヴィディアをそばに引き寄せる	비디야를 곁으로 끌어당긴다	Pull Vidya close						0	3.0二周年庆典剧情
24	调转相机镜头	調轉相機鏡頭	カメラを動かす	카메라 렌즈를 돌린다	Turn the camera around						0	3.0二周年庆典剧情
25	分析员大人？！	分析員大人？！	分析員さん！？	분석가님?!	Adjutant!?						0	3.0二周年庆典剧情
26	我现在的心情，和薇蒂雅是一样的哦。	我現在的心情，跟薇蒂雅是一樣的喔。	そうだな。今の心境は、ヴィディアと同じかもしれない。	지금 내 기분은 비디야랑 똑같아.	Right now, I feel just like you do, Vidya.						0	3.0二周年庆典剧情
27	哎？！	欸？！	え！？	네?!	Eh!?						0	3.0二周年庆典剧情
28	别忘了，你也是我们的故事中，不可或缺的女主角。	別忘了，你也是我們的故事中，不可或缺的女主角。	ヴィディアも欠かせないヒロインのひとりだ。それを忘れないでくれ。	잊지 마, 너도 우리 이야기의 빼놓을 수 없는 여주인공이야.	Don't forget, you're also an irreplaceable star in our story.						0	3.0二周年庆典剧情
29	女主角……	女主角……	ヒロイン……	여주인공…	Star...						0	3.0二周年庆典剧情
30	唔嗯！我当然记得！那么第二个问题，今晚我会是女一……	嗯！我當然記得！那麼第二個問題，今晚我會是女一……	はい！もちろん忘れません！それじゃあ、今夜の私もヒロイン――	으음! 당연히 알고 있죠! 그럼 두 번째 질문, 오늘 밤 저는 메인 여주인공이 될…	Of course I haven't forgotten! Then, for the second question, will I be your leading...						0	3.0二周年庆典剧情
31	好啦好啦~奇奇怪怪的采访到此为止！	好啦好啦~奇奇怪怪的採訪到此為止！	はいはい、変なインタビューはそのへんにして！	자, 자~ 이상한 인터뷰는 여기까지!	Alright! That's enough with the weird interview!						0	3.0二周年庆典剧情
32	至于谁才是今晚的女一号，还是交由本天师的抽签来决定吧！	至於誰才是今晚的第一女主角，還是交由本天師的抽籤來決定吧！	今夜のヒロインが誰なのかは、この天師ブブのくじで決めよう！	오늘 밤의 메인 여주인공이 누가 될지는, 이 점술사의 제비뽑기로 결정하자고!	As for who will be tonight's leading actress, let me read everyone's fortune!						0	3.0二周年庆典剧情
33	那卜卜这一波简直是稳赚不赔？	那卜卜這樣簡直是穩賺不賠？	それは、ブブの一人勝ちにならないか？	그럼 보보는 이번에 무조건 이득이네?	Then I think I already know who it'll be, Bubu.						0	3.0二周年庆典剧情
