字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	对了，分析员是怎么这么快来到我这边的呢？	對了，分析員是怎麼這麼快來到我這邊的呢？	それにしても、分析員はどうやって駆けつけてくれたの？	그러고 보니 분석가님, 어떻게 이렇게 빨리 제 곁으로 오신 거예요?	Oh, I forgot to ask — how did you find me so quickly?						0	3.0主线剧情
2	走出异空间时，苔丝方才想起了这个问题。	走出異空間時，黛斯想起了這個問題。	異空間を出てから、テスはやっと気づいたみたいに質問してきた。	이공간에서 빠져나오자, 테스는 그제야 이 의문이 떠올랐다.	She asked just after we stepped out of that warped pocket and back onto solid ground.						0	3.0主线剧情
3	此时，我们总算站在了坚实的地面上。眼前的这个通道，才是真正的通往书库的道路。	此時，我們總算站在了堅實的地面上。眼前的這個通道，才是真正通往書庫​​的道路。	そのとき、久しぶりに地面の感触が足に伝わってきた。目の前にある通路こそが、書庫への真の道だ。	그때 우리는 드디어 단단한 지면 위에 서게 되었다. 눈앞의 이 통로가 바로 서고로 향하는 진짜 길이었다.	Ahead stretched the real corridor leading to the Archives.						0	3.0主线剧情
4	我们之前进入的那个密道，实际上并没有分出岔路，那只是埃达人间体利用泰坦物质创造的特殊空间，目的就是让我们兵分两路。	我們之前進入的那個密道，實際上並沒有分出岔路，那只是埃達人間體利用泰坦物質創造的特殊空間，目的就是讓我們兵分兩路。	私たちが入ったあの分かれ道、実は分かれていなかったんだ。あれは人間体がタイタン物質で作り出した特殊空間で、私たちを引き離すためのものだ。	우리가 아까 들어갔던 비밀 통로는 사실 갈림길이 없었어. 그건 에다 휴머노이드가 타이탄 물질을 이용해 만든 특수 공간이었고, 우리를 둘로 나누려는 목적이었지.	That fork we saw earlier didn't really exist — it was an illusion built by Edda's human form using Titagen to split us up.						0	3.0主线剧情
5	在萨菲尔……噢，就是之前那个意识体埃达的帮助下，我们打开了通往你那边的通道。	在薩菲爾……噢，就是之前那個意識體埃達的幫助下，我們打開了通往你那邊的通道。	サフィール……あの意識体エッダが協力してくれて、君がいる場所へ向かう通路を開いてくれたんだ。	사파이어… 아, 아까 그 의식체 에다의 도움으로 네가 있는 쪽으로 가는 통로를 열 수 있었어.	With Sapphire's help — I mean Edda's digital form, that's her new name — we forced a path straight to you.						0	3.0主线剧情
6	那凯茜娅小姐和萨菲尔她们……	那凱茜婭小姐和薩菲爾她們……	じゃあ、カーシアさんとサフィールは……	그럼 캐시아 씨랑 사파이어는…	What about Miss Katya and Sapphire?						0	3.0主线剧情
7	萨菲尔获得身体后想起了另一个人间体的存在，所以她们先前往书库了。	薩菲爾獲得身體後想起了另一個人間體的存在，所以她們先前往書庫了。	サフィールが実体を得たあと、もうひとりの人間体のことを思い出したから、ふたりには先に書庫に行ってもらっている。	사파이어가 몸을 얻고 나서 다른 휴머노이드의 존재를 기억해 냈어. 그래서 그들은 먼저 서고로 향했지.	Once Sapphire reclaimed control of the body, she remembered there was another avatar. She and Katya rushed ahead to intercept her at the Archives.						0	3.0主线剧情
8	在刚才的路上，我已经从苔丝那里得知了完美人间体能够使用天启者的力量。按照苔丝的描述，对方的确要比我和凯茜娅遇到的那个人间体强上许多。	在剛才的路上，我已經從黛斯那裡得知了完美人間體能夠使用天啟者的力量。按照黛斯的描述，對方的確比我和凱茜婭遇到的那個人間體強多了。	道中、完璧人間体のほうは覚醒者の力が使えるとテスから聞いた。テスの言葉通りなら、その人間体は私とカーシアが会ったほうより確実に強そうだ。	오던 길엔 테스와의 대화를 통해, 퍼펙트 휴머노이드가 계시자의 힘을 활용할 수 있다는 사실을 알았다. 테스의 설명에 따르면, 상대는 분명 나와 캐시아가 마주했던 그 휴머노이드보다 훨씬 더 강했다.	As we ran, Tess filled me in: Edda's perfect human form can channel Manifestation powers — and by her account, it's far more powerful than the version Katya and I fought earlier.						0	3.0主线剧情
9	没事的，这里离书库已经很近了，我们……	沒事的，這裡離書庫已經很近了，我們……	大丈夫だ、もうすぐ書庫に着くよ。まずは……	괜찮아. 여기서 서고까지 얼마 안 남았으니까, 우리…	Doesn't matter. The Archives are just up ah—						0	3.0主线剧情
