字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H里芙		……		2.3版本随机事件
page1.2			虽然我一直装作没看到，但里芙确实已经盯着我看了很久。		2.3版本随机事件
page1.3			而且相当少见的，她似乎没有意识到自己的行为已经完全暴露了。		2.3版本随机事件
page1.4	H主角		里芙？		2.3版本随机事件
page1.5	H里芙		……啊，分析员，有什么事吗？		2.3版本随机事件
page1.6	H主角		你一直在盯着我看，是我今天哪里不太对吗？		2.3版本随机事件
page1.7	H里芙		并没有，只是……		2.3版本随机事件
page1.8	H里芙		我记得，前几天的任务里，分析员的衣服被划出了一个破洞。		2.3版本随机事件
page1.9	H里芙		我准备了针线，想要帮你缝补，但我似乎没有找到破损的地方……		2.3版本随机事件
page1.10	H主角		那件衣服啊，我已经交给家务机器人修补了。		2.3版本随机事件
page1.11	H里芙		……这样，吗……		2.3版本随机事件
page1.12	H主角		有什么在意的事情吗？		2.3版本随机事件
page1.13	H里芙		不只是战斗，我希望在日常生活中，也能成为分析员你的贤内助。		2.3版本随机事件
page1.14	H里芙		所以我查找了很多普通人的家庭中，夫妇会如何相处，又各自应该履行什么义务的信息。		2.3版本随机事件
page1.16	H里芙		在朔州地区，还有妻子亲手为丈夫缝制衣服的习俗，而丈夫也以身穿这样的服装自豪。		2.3版本随机事件
page1.17	H主角		原来如此。但直接从缝制整套衣服开始难度太高了，所以你才突然提到要帮我缝补衣服？		2.3版本随机事件
page1.18	H里芙		是的，不过既然已经交给家务机器人了，那就……		2.3版本随机事件
page1.19			里芙有些不自在地把双手往背后藏了藏，却反而让我注意到了她手上新增的细小伤口。		2.3版本随机事件
page1.20	H主角		如果你想试试的话，我现在去把那件衣服取回来吧。		2.3版本随机事件
page1.21	H里芙		咦？		2.3版本随机事件
page1.22	H主角		我从没见过你拿起针线的样子，就当是满足我的好奇心，怎么样？		2.3版本随机事件
page1.23	H里芙		嗯。分析员……谢谢。		2.3版本随机事件
