字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H恩雅		姐姐大人调查时间到！分析员感觉今天的身体状况如何呢？		2.3版本随机事件
page1.2	H主角		呃，今天也都挺好的。		2.3版本随机事件
page1.3	H恩雅		嗯嗯，今日分析员的身体状态整体良好，接下来是单项询问……		2.3版本随机事件
page1.4	H恩雅		分析员的手臂和大腿是否有酸痛的感觉呢？		2.3版本随机事件
page1.5	H主角		都没有，硬要说的话，今天右肩和颈侧感觉有些酸痛。		2.3版本随机事件
page1.6	H主角		度假期间积压了一些文件，今天一口气看完，一不留神低头太久了。		2.3版本随机事件
page1.7	H恩雅		嗯~嗯~接下来姐姐去为分析员安排按摩护理，毕竟肩颈酸痛可就没法尽情地享受罗曼蒂克了呢~		2.3版本随机事件
page1.8	H主角		原来重点是这个吗。		2.3版本随机事件
page1.9	H主角		还有为什么恩雅姐最近每天都会来询问我的身体状况啊？！		2.3版本随机事件
page1.10	H恩雅		呵呵~这可是姐姐专门为分析员制定的“身体棒棒！特别调养计划”哦~		2.3版本随机事件
page1.11	H恩雅		分析员平常公务繁重，在奥丽拉度假期间更是一人当作两人用，分别参与了蓝紫两组的所有赛事。		2.3版本随机事件
page1.12	H恩雅		白天忙碌就算了，晚上还有满满十七份的罗曼蒂克之夜……		2.3版本随机事件
page1.13	H主角		……		2.3版本随机事件
page1.14	H恩雅		分析员尽情享受就好了，姐姐会保障好大家幸福的前提的~抱抱~		2.3版本随机事件
