字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		接下来的这段时间，也要辛苦你了。		2.3版本随机事件
page1.2	H晴		能守护分析员的背后，是我的荣耀。		2.3版本随机事件
page1.3	H晴		但一想到未来分析员也可能随时出远门，遇到各种硬仗……		2.3版本随机事件
page1.4	H晴		我为你准备了一样东西……		2.3版本随机事件
page1.5			（晴红着脸把一个小小的东西塞到我的衣服里）		2.3版本随机事件
page1.6	H主角		这个是？		2.3版本随机事件
page1.7	H晴		是护身符。		2.3版本随机事件
page1.8	H主角		有点像朔州那边古老的习俗。		2.3版本随机事件
page1.9	H晴		我搬来米德加尔特之前的家乡，也有这样的习俗。		2.3版本随机事件
page1.10	H晴		为远行的……唔……亲人……		2.3版本随机事件
page1.11	H晴		为远行的亲人准备行囊，把自己亲手做的护身符让他贴身携带，保佑他一路平安。		2.3版本随机事件
page1.12	H晴		分析员的行囊有专门的部门准备，所以我能做的只有这个了。		2.3版本随机事件
page1.13	H晴		你会……一直带在身边的吧？		2.3版本随机事件
page1.14	H主角		会的。		2.3版本随机事件
page1.15	H主角		无论去哪里，我都会随身携带。		2.3版本随机事件
