字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		和瑟瑞斯碰头的地方确实是这里……		2.3版本随机事件
page1.2			环顾四周，附近虽然有不少人，但是却并没有瑟瑞斯的身影。		2.3版本随机事件
page1.3	H主角		难道是忘记了约好的时间或者地方吗？		2.3版本随机事件
page1.4	H主角		这不太像她的风格……		2.3版本随机事件
page1.5	H瑟瑞斯		哇啊啊，抱歉，我、我赶时间！		2.3版本随机事件
page1.6	H瑟瑞斯		对不起对不起，明明定了闹钟，写了便签，还设置了备忘录，但还是迟到了……		2.3版本随机事件
page1.7	H主角		也太多了吧……		2.3版本随机事件
page1.8	H主角		不如说，有这么多备忘措施，反而让人好奇是什么害你迟到了。		2.3版本随机事件
page1.9	H瑟瑞斯		嘿嘿，是在试衣服啦，明天要穿的衣服。		2.3版本随机事件
page1.10	H主角		明天？明天你有什么安排吗？		2.3版本随机事件
page1.11	H瑟瑞斯		诶，分析员不记得了吗？我们约好明天要去水族馆的。		2.3版本随机事件
page1.12	H主角		呃……等一下，好像是有这件事……		2.3版本随机事件
page1.13	H主角		难怪我日程里空了一天没有安排工作。		2.3版本随机事件
page1.14	H瑟瑞斯		嘿嘿，一直都是我忘东忘西，没想到分析员也会忘记事情呀。		2.3版本随机事件
page1.15	H瑟瑞斯		嗯，这么特别的事情，我要好好记下来~		2.3版本随机事件
page1.16	H主角		……这种事忘掉也可以的！		2.3版本随机事件
