字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		这段时间你好像去了不少景点啊。		2.3版本随机事件
page1.2	H凯茜娅		哟，你终于忙完回来啦。		2.3版本随机事件
page1.3	H凯茜娅		看样子，你已经看到我发你的那些照片了。		2.3版本随机事件
page1.4	H凯茜娅		怎么样，风景还不错吧？		2.3版本随机事件
page1.5	H主角		嗯，很不错，而且还都是些距离地面很高的景点，是特意挑选的吗？		2.3版本随机事件
page1.6	H凯茜娅		没错，我特意挑了些以前想去但是却又不敢去的地方。		2.3版本随机事件
page1.7	H凯茜娅		自从克服了恐惧后我才发现，自己好像已经渐渐迷恋上了这种从高处俯瞰这片大地的感觉了。		2.3版本随机事件
page1.8	H凯茜娅		只要一闭上眼，就能马上回想起你和我一同进行无伞跳伞时的场景……		2.3版本随机事件
page1.9	H凯茜娅		美中不足的是，一睁开眼就会发现，你并不是次次都陪在我身边。		2.3版本随机事件
page1.10	H主角		……		2.3版本随机事件
page1.11	H凯茜娅		呵，你看，真是奇怪，像我这种习惯了独来独往的女人，一旦有了那种念想，也开始变得害怕寂寞了……		2.3版本随机事件
page1.12	H主角		是吗……我大概明白你的意思了。		2.3版本随机事件
page1.13	H凯茜娅		我的意思？		2.3版本随机事件
page1.14	H主角		放心，趁我还在这儿的这段时间，我会好好补偿补偿你的。		2.3版本随机事件
page1.15	H凯茜娅		哦~你的反应什么时候变得这么快了？		2.3版本随机事件
page1.16	H主角		一向如此。		2.3版本随机事件
page1.17	H凯茜娅		呵呵呵呵，又在那儿油嘴滑舌。		2.3版本随机事件
page1.18	H凯茜娅		不过既然你都承诺了，那我是不是也可以稍微期待一下，你到底要怎么补偿我呢~		2.3版本随机事件
