字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		猫汐尔这么急着把我叫来，就只是为了跟我一起坐在这里吗？		2.3版本随机事件
page1.2	H猫汐尔		没错的喵！		2.3版本随机事件
page1.3	H猫汐尔		分析员出远门执行任务的时候，就没机会贴贴了。		2.3版本随机事件
page1.4	H主角		……原来这就算贴贴了啊。		2.3版本随机事件
page1.5	H猫汐尔		……就到这里吧。		2.3版本随机事件
page1.6	H主角		不继续了？		2.3版本随机事件
page1.7	H猫汐尔		嗯，已经提前过完了下周和分析员一起的贴贴时间~		2.3版本随机事件
page1.8	H主角		然后现在需要我看着你摆弄这些小物件？		2.3版本随机事件
page1.9	H猫汐尔		没错的喵！		2.3版本随机事件
page1.10	H主角		……		2.3版本随机事件
page1.11	H主角		说起来，猫汐尔总是玩这些很旧的小物件，不会觉得腻吗？		2.3版本随机事件
page1.12	H猫汐尔		不会的喵，这些都是和分析员一起出任务时带回来的东西，上面都有分析员的味道！		2.3版本随机事件
page1.13	H主角		所以我外出执行任务时，你在基地都是这样……		2.3版本随机事件
page1.14	H猫汐尔		没错的喵！		2.3版本随机事件
page1.15	H主角		（猫猫看上去像是主人出远门时，在监控器前独自玩玩具的小猫……）		2.3版本随机事件
page1.16	H主角		（这次一定要给她多带一些新的玩具回来。）		2.3版本随机事件
page1.17	H主角		我会早点回来，到时候给你带礼物。		2.3版本随机事件
