字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		早啊茉莉安，一块儿出门逛逛？		2.3版本随机事件
page1.2	H茉莉安		我……先不出门了。		2.3版本随机事件
page1.3	H主角		怎么了？身体不舒服？		2.3版本随机事件
page1.4	H茉莉安		没……		2.3版本随机事件
page1.5	H主角		告诉我。		2.3版本随机事件
page1.6	H茉莉安		……如果分析员想知道的话，就跟我到房间来吧。		2.3版本随机事件
page1.7	H茉莉安		有件事情，在大厅说有些不好意思。		2.3版本随机事件
page1.8	H茉莉安		在奥丽拉度假的时候没有察觉，回来才发现，身体上留下了那套“胜者泳装”的晒痕……		2.3版本随机事件
page1.9	H茉莉安		呜……试了很多办法都没法让这些痕迹快速消退。		2.3版本随机事件
page1.10	H茉莉安		今天分析员约我出门，原本我很开心……		2.3版本随机事件
page1.11	H茉莉安		可是分析员会不会觉得这样的晒痕很难看？		2.3版本随机事件
page1.12	H主角		茉莉安，看着我。		2.3版本随机事件
page1.13	H主角		如同你对我的期待，茉莉安在与我独处的时候，是不是也可以更坦率一些、更信任我一些呢？		2.3版本随机事件
page1.14	H主角		我永远不会觉得你是不完美的。		2.3版本随机事件
page1.15	H主角		反而，让这套为我而穿的“胜者泳装”在你的皮肤上暂时留下阳光的痕迹，这幅景象在我眼里，格外令人心动。		2.3版本随机事件
page1.16	H主角		之后再一起去度假吧，留下更多属于我的印记。		2.3版本随机事件
page1.17	H茉莉安		嗯，只要是分析员想要的，我都会为你做到。		2.3版本随机事件
page1.18	H茉莉安		但是现在……呵呵~我要“坦率”而“信任”地拜托分析员一件事。		2.3版本随机事件
page1.19	H主角		你说。		2.3版本随机事件
page1.20	H茉莉安		请分析员来帮我涂晒后修复膏吧！每天哦~		2.3版本随机事件
