字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H薇蒂雅		诶嘿嘿。		2.3版本宿舍随机事件
page1.2	H薇蒂雅		比基尼，连体泳衣，分析员更喜欢哪种呢？		2.3版本宿舍随机事件
page1.3	H主角		只要是薇蒂雅穿的，我都喜欢。		2.3版本宿舍随机事件
page1.4	H薇蒂雅		分，分析员！？呜……为什么每次我都发现不了分析员的接近。		2.3版本宿舍随机事件
page1.5	H主角		因为每次薇蒂雅都太沉浸在自己的思考里了。		2.3版本宿舍随机事件
page1.6	H主角		薇蒂雅你这是在……		2.3版本宿舍随机事件
page1.7	H薇蒂雅		我在考虑找分析员拍一部泳装大电影，现在是服装挑选阶段。		2.3版本宿舍随机事件
page1.8	H主角		泳装大电影……		2.3版本宿舍随机事件
page1.9	H薇蒂雅		在水上乐园，我给分析员留下的珍贵回忆还是太少了……必须用一部电影来补全！		2.3版本宿舍随机事件
page1.10	H薇蒂雅		这方便分析员随时随地欣赏，温习幸福的回忆！		2.3版本宿舍随机事件
page1.11	H主角		这样啊……		2.3版本宿舍随机事件
page1.12	H主角		（水上乐园的时光，确实值得回味……不过……）		2.3版本宿舍随机事件
page1.13	H主角		我倒是能抽出时间，可是最近大家都很忙，可能没办法配合薇蒂雅一起拍电影。		2.3版本宿舍随机事件
page1.14	H薇蒂雅		！！！		2.3版本宿舍随机事件
page1.15	H薇蒂雅		还有这种好……咳咳咳，我的意思是……分析员不用担心！		2.3版本宿舍随机事件
page1.16	H薇蒂雅		我知道其他人都很忙……所以，责任就让我一个人来承担吧。		2.3版本宿舍随机事件
page1.17	H薇蒂雅		我可以一人分饰多角！！		2.3版本宿舍随机事件
page1.18	H薇蒂雅		分析员……完全不用怜惜我……诶嘿嘿……		2.3版本宿舍随机事件
page1.19			薇蒂雅说着说着，似乎又陷入了某种思考之中。		2.3版本宿舍随机事件
page1.20	H主角		（该不该打断她呢？）		2.3版本宿舍随机事件
