字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		辰星，在发呆吗？		2.3版本随机事件
page1.2	H姬辰星		啊，分析员……		2.3版本随机事件
page1.3	H姬辰星		实际上，我在思考关于北庭卫的事情。		2.3版本随机事件
page1.4	H主角		我记得北庭卫存在大面积的荒漠……		2.3版本随机事件
page1.5	H主角		和我印象中的朔州不太一样。		2.3版本随机事件
page1.6	H姬辰星		从气象学的角度来说，北庭卫确实比较特殊。		2.3版本随机事件
page1.7	H姬辰星		那里位于副热带高气压带，而来自南大洋的季风又被西侧的石龙山脉所阻隔。		2.3版本随机事件
page1.8	H姬辰星		所以北庭卫降水稀少，只有濯江沿岸和少数绿洲附近才有人居住。		2.3版本随机事件
page1.9	H主角		原来如此，那里的居民还真是不容易……		2.3版本随机事件
page1.10	H姬辰星		如今修建了公路和铁路之后，那里的生活水平已经改善了许多。		2.3版本随机事件
page1.11	H姬辰星		这些基建项目有不少是姬家参与的，真希望能帮助北庭卫变得更好一些……		2.3版本随机事件
page1.12	H主角		等泰坦危机结束，这些地方也会慢慢好起来的。		2.3版本随机事件
page1.13	H姬辰星		嗯，为了那样的世界，我也会一直陪着分析员的。		2.3版本随机事件
