字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	世界树公司的研发车间，一个始终灯火通明，难以区分昼夜的地方。	世界樹公司的研發區，一個始終燈火通明，難以分辨晝夜的地方。	ユグドラシルの研究開発セクション。昼夜がわからないほど、いつも明るい場所だ。	위그드라실의 개발 작업실, 항상 환하게 불이 켜져 있어 낮과 밤을 구분하기 어려운 곳이다.	Yggdrasil's R&D workshop — a place where the lights never dim and time loses all meaning.						0	2.7版本玩法
2	但此刻的车间却暗得反常，唯一的光亮来自于正在旋转的全息投影。	但此刻的研發區卻暗得反常，唯一的光亮來自於正在旋轉的全像投影。	でも、今は妙に暗い。視界にあるただ一つの光源は、くるくる回っているホログラムだけ。	하지만 작업실은 이상할 정도로 어두웠고, 유일한 빛은 회전하는 홀로그램에서만 나왔다.	But right now, the room was unusually dark, lit only by the glow of a spinning hologram.						0	2.7版本玩法
3	投影内容是名为“悸响”的战术套装，也是研发部门最新的科技成果。	投影內容是名為「悸響」的戰術套裝，也是研發部門最新的科技成果。	映し出されているのは「ドゥンドゥビ」という戦術装備、開発部の最新成果だ。	투영되는 내용은 '펄스'라는 전술 슈트로 개발부의 최신 연구 결과물이다.	It displayed Pulse — the cutting-edge exosuit and the latest marvel from the R&D team.						0	2.7版本玩法
4	怎么样~很酷吧？这可是有芙提雅老师参与的又一力作！	怎麼樣~很酷吧？這可是有芙提雅老師參與的另一力作！	どうかな、かっこいいでしょ。フリティア先生が手がけた新作だよ！	어때~ 멋지지? 이건 프티야 선생님이 참여한 또 하나의 걸작이야!	Pretty cool, right~? Yet another masterpiece co-developed by yours truly, Professor Fritia!						0	2.7版本玩法
5	背对着众人的芙提雅转过半边身子，扬起下巴，嘴角带着几分得意。又慢条斯理地举起手，给自己比了一个大拇指。	背對著眾人的芙提雅轉過半邊身子，揚起下巴，嘴角帶著幾分得意。又慢條斯理地舉起手，給自己比了一個大拇指。	こっちに背を向けていたフリティアが体を半分だけひねって振り向く。アゴを少し上げ、得意そうに笑ってからゆっくり親指を自分に向けた。	등을 돌리고 있던 프티야가 반쯤 몸을 돌려 턱을 살짝 들었다. 입가에는 자랑스러운 미소가 맴돌더니, 천천히 손을 들어 자신에게 엄지를 치켜세웠다.	With her back to the room, Fritia turned halfway, chin lifted in a smug little grin — then casually threw herself a big thumbs-up.						0	2.7版本玩法
6	嗯……挺酷的。	嗯……挺酷的。	…うん、悪くないな。	흠… 꽤 멋진데?	Hmm... yeah, it is pretty cool.						0	2.7版本玩法
7	不过关于“悸响”，大家都了解的差不多了。这次开会，应该是研发部门又搞了些新花样吧？	不過關於「悸響」，大家都了解的差不多了。這次開會，應該是研發部門又搞了一些新花樣吧？	でも「ドゥンドゥビ」についてはもう大体わかってるはずだろう。わざわざ会議をするってことは、また何か新しいネタがあるわけだな？	그렇긴 한데 '펄스'에 대해선 다들 어느 정도 이미 이해하고 있을 테니까… 오늘 회의는 개발부에서 또 새로운 걸 들고 나왔다는 뜻이겠지?	We're all familiar with the basics of Pulse by now — so I'm guessing R&D didn't call this meeting just for a recap. Something new?						0	2.7版本玩法
8	没错~	沒錯~	大正解！	딩동~ 정답!	Bingo~						0	2.7版本玩法
9	随着芙提雅指尖一动，眼前投影立刻化为粒子散开，又很快组成复杂的立方体。	隨著芙提雅指尖一動，眼前投影立刻化為粒子散開，很快就組成複雜的立方體。	フリティアの指先が軽く動くと、目の前の投影が粒子状に散り、すぐに複雑な立方体へと再構築される。	프티야가 손끝을 살짝 움직이자, 눈앞의 홀로그램이 입자로 부서졌다가 순식간에 복잡한 입체 구조로 다시 형성되었다.	With a flick of her fingertip, the hologram scattered into particles — only to quickly reform into a complex-looking cube.						0	2.7版本玩法
10	新花样就是它啦！搭载在战术套装上的全新模组~	新花樣就是它啦！搭載在戰術套裝上的全新模組~	これだよ！戦術装備に載せる新型モジュール。	바로 이거야! 전술 슈트에 탑재될 최신 모듈~	Behold! A brand-new module designed just for Pulse~						0	2.7版本玩法
11	新模组会更契合天启者的身体特性、行为模式……	新模組會更契合天啟者的身體特性、行為模式……	覚醒者の身体特性や行動パターンにもっとマッチするように…	이 모듈은 계시자의 신체 특성과 행동 패턴에 더욱 최적화되어 있고…	It's optimized to better align with Manifestation physiology and behavioral patterns...						0	2.7版本玩法
12	芙提雅一边介绍，一边还不忘“路过”妮塔的身后，期待地拍了拍妮塔的肩膀。	芙提雅一邊介紹，一邊還不忘「路過」妮塔的身後，期待地拍了拍妮塔的肩膀。	説明しながら、わざとニタの背後を通り、さりげなく肩をポンと叩いた。	프티야는 설명하면서 니타의 뒤를 지나며 어깨를 두드렸다.	Fritia kept talking as she made a casual loop behind Nita — and on the way, gave her shoulder a light, expectant pat.						0	2.7版本玩法
13	在场人的目光刚开始也跟着芙提雅移动，最后竟不约而同地聚焦在了妮塔身上。	在場人的目光剛開始也跟著芙提雅移動，最後竟不約而同地聚焦在了「妮塔」身上。	最初はフリティアの動きを目で追っていたみんなもいつの間にかニタへ視線を集めている。	처음엔 프티야를 따라 움직이던 사람들의 시선이 어느새 자연스럽게 니타에게 집중되었다.	At first, everyone's gaze followed Fritia's movement. But by the time she stopped, every pair of eyes had quietly settled on Nita.						0	2.7版本玩法
14	察觉到气氛有些古怪，妮塔眉头一皱，身子一歪，附在我的耳边问道。	察覺到氣氛有些古怪，妮塔眉頭一皺，身子一歪，附在我的耳邊問道。	その空気を感じ取ったニタが顔をしかめて私の耳元にそっとささやく。	어딘가 이상한 분위기를 감지한 니타가 미간을 찌푸리며 몸을 살짝 기울여 내 귀에 조용히 속삭였다.	Sensing something odd, Nita frowned, leaned in close, and whispered beside my ear.						0	2.7版本玩法
15	分析员，你们怎么都看着我？	分析員，你們怎麼都看著我？	…なんでみんな私を見てるんだ？	분석가, 너희들 왜 나를 이런 식으로 쳐다보는 거야?	Adjutant... why's everyone staring at me?						0	2.7版本玩法
16	你们？你是问我，还是问其他人。	你們？你是問我，還是問其他人。	私に聞いているのか？それとも他の人に…	너희들? 나한테 하는 말이야? 아니면 다른 사람?	Everyone? You mean me, or the girls?						0	2.7版本玩法
17	有什么区别吗？	有什麼區別嗎？	え、何が違うの？	그게 뭐가 다른데?	...Is there a difference?						0	2.7版本玩法
18	当然有，我看妮塔是因为……	當然有，我看妮塔是因為……	たしかに私はニタを見ているけど…	당연히 다르지. 내가 니타를 보는 이유는…	Sure there is. I'm staring at you because...						0	2.7版本玩法
b-1											0	2.7版本玩法
19	妮塔今天很漂亮	妮塔今天很漂亮	今日かわいいから。	니타가 오늘 이뻐서	You look really pretty today						0	2.7版本玩法
20	啥……啥……我今天洗了个脸就出门了，明明很普通啊。	啥……啥……我今天洗了個臉就出門了，明明很普通啊。	なっ…何言ってるのさ！ちょっと顔洗っただけだよ！普段と同じだろ！	뭐… 뭐라고?! 그냥 세수만 하고 나온 건데, 완전 평범하거든!	Wh—What!? I literally just washed my face and came straight here... nothing fancy!						0	2.7版本玩法
21	就是素颜才好看嘛。	就是素顏才好看嘛。	いや、素顔がいちばんいいんだけど。	그런 수수한 모습이 오히려 더 예쁜 거야.	Exactly. You look amazing when you're not even trying.						0	2.7版本玩法
22	突然说这话……搞得人怪不好意思的。	突然說這話……搞得人怪不好意思的。	いきなりそんなこと…言われたらなんだか気恥ずかしい。	갑자기 그런 말을 하면… 괜히 부끄럽잖아.	D—Don't say stuff like that all of a sudden... That's embarrassing...						0	2.7版本玩法
23	嘴角有零食屑哦	嘴角有零食屑哦	口元に何か付いてるよ。	입가에 간식 부스러기가 묻어서 그래.	You've got a little crumb on your lip						0	2.7版本玩法
24	不……不是吧？左边还是右边？	不……不是吧？左邊還是右邊？	えっ、マジ！？どっち？右？左？	에? 설마? 왼쪽에? 아니면 오른쪽?!	Huh!? Wh—Where!? Left side or right!?						0	2.7版本玩法
25	骗你的。	騙你的。	冗談だ。	농담이야	Just kidding.						0	2.7版本玩法
26	分析员！干嘛捉弄我！	分析員！幹嘛捉弄我！	……っ！ふざけんなよ分析員！	분석가!!! 왜 놀리는 거야!	Adjutant! Quit messing with me!						0	2.7版本玩法
27	就在妮塔把手贴在脸颊上，试图抵消热意、褪去绯色的时候，芙提雅的点名吓得她身子轻颤了一下。	就在妮塔把手貼在臉頰上，試圖抵消熱意、褪去緋色的時候，芙提雅的點名嚇得她身子輕顫了一下。	頬を押さえたまま、恥ずかしそうに身をすくめるニタ。そこでフリティアの声が響いた。	니타가 손으로 볼을 감싸며 얼굴의 열기를 식히는 사이, 프티야의 목소리가 그녀를 깜짝 놀라게 했다.	Nita cupped her cheeks in both hands, trying to cool the heat and chase away the blush — only to jolt in surprise as Fritia's sudden voice cut through.						0	2.7版本玩法
28	针对以上，妮塔有什么想说的吗？	針對以上，妮塔有什麼想說的嗎？	ところで、ニタは何か意見あるかな？	자, 니타! 이번 모듈에 대해 무슨 하고 싶은 말이라도 있어?	So, Nita — any thoughts on what I just explained?						0	2.7版本玩法
29	我？我对模组什么的一窍不通……没什么想说的啊？	我？我對模組什麼的一竅不通……沒什麼想說的？	私？ モジュールだの何だのさっぱりわからないし、別にないよ。	모듈 같은 건 나도 잘 몰라서… 딱히 할 말 없는데?	Me? I dunno the first thing about modules... so, no?						0	2.7版本玩法
30	别呀！有什么想法都大胆提，研发部门一定会尊重你的意见。	別呀！有什麼想法都大膽提，研發部門一定會尊重你的意見。	もったいないよ！開発部としては聞かせてほしいんだ、どんなことでも。ニタの意見を大事にしたいんだよ。	그런 말 말고! 어떤 의견이든 좋으니까 말해봐! 니타의 생각이 중요하다고!	Oh, come on~ Don't hold back. Any feedback is welcome.						0	2.7版本玩法
31	毕竟这可是为“悸响”专门设计的模组呢~	畢竟這可是為「悸響」專門設計的模組呢~	だって「ドゥンドゥビ」専用のモジュールなんだからね。	결국 이건 '펄스'를 위한 전용 모듈이잖아~	Especially since this module was designed specifically for Pulse.						0	2.7版本玩法
32	悸响……	悸響……	ドゥンドゥビ…？	펄스…	Pulse...						0	2.7版本玩法
33	等等，是用在我的装甲上？？？！！！	等等，是用在我的裝甲上？？？！！！	ちょ、もしかして私の戦術装備に搭載されるわけ？？？	잠깐만, 이게 내 전술 슈트에 장착된다고!?!?	Wait, you mean this thing's going on my exosuit!?!?						0	2.7版本玩法
