字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	团建活动结束后，我和妮塔带着收集好的「乐透卡」来到了小吉处。	團建活動結束後，我和妮塔帶著收集好的「樂透卡」來到了小吉處。	やがてチームビルディングが終了し、集めた「ロトカード」をギーちゃんのところへ持っていった。	워크숍이 끝난 후, 나와 니타는 수집한 [로또 카드]를 가지고 샤오지에 있는 곳에 도착했다.	After the event wrapped up, Nita and I made our way back to base — straight to Gigi, our ever-diligent assistant.						0	2.7版本玩法
2	这位勤勤恳恳在基地服务的小管家，这次也负责起统计「乐透卡」，并发放大奖的任务。	這位勤勤懇懇在基地服務的小管家，這次也負責起統計「樂透卡」，並發放大獎的任務。	ギーちゃんは社員寮の管理ロボットで、カードの集計と賞品交付を担当している。	숙소에서 부지런히 서비스하는 작은 집사는 이번에도 [로또 카드]를 집계하고 대상을 지급하는 임무를 맡았다.	This time, it was also in charge of counting the Lottery Cards and handing out the grand prize.						0	2.7版本玩法
3	大概是因为活动期间，妮塔总是来频繁打扰它，导致小吉看到我们靠近时，迅速往后退了两步。	大概是因為活動期間，妮塔總是來頻繁打擾它，導緻小吉看到我們靠近時，迅速往後退了兩步。	しかし、イベント中ニタに絡まれたせいか、こっちを見ると少し後ずさる。	니타가 행사 기간 동안 자주 와서 방해해서인지, 샤오지는 우리가 다가오는 것을 보고 바로 두 걸음 뒤로 물러섰다.	Maybe it was because Nita had been pestering it non-stop throughout the entire event, but the moment we approached, the little bot instantly took two steps back.						0	2.7版本玩法
4	嗯？那小机器人不会是想躲我吧！	嗯？那小機器人不會是想躲我吧！	ねえ、あのロボ、私から逃げようとしてない？	응? 저 작은 로봇이 날 피하는 건 아니겠지!	Huh? Is that robot... avoiding me?						0	2.7版本玩法
5	团建活动都结束了，你们也该握手言和了。	團建活動都結束了，你們也該握手言和了。	チームビルディングも終わったんだし、仲直りしてくれよ。	워크숍도 끝났는데 이제 악수하고 화해해야지.	Come on — the event's over. Shouldn't you two be making peace by now?						0	2.7版本玩法
6	说到这儿，一人一机在基地大厅吵得火热的场景浮现于眼前。	說到這裡，一人一機在基地大廳吵得火熱的場景浮現眼前。	そう言うと、あのときのニタは賞品交換がショボいと怒ってギーちゃんに突っかかってた。	그러고 보니 1인 1로봇인 숙소 로비에서 떠들썩한 장면이 눈앞에 떠올랐다.	Even as I said it, flashes of their earlier squabble in the main hall played back in my mind...						0	2.7版本玩法
7	喂！「乐透卡」怎么可能只能换到这些东西！是不是你这个小机器人私藏了！	喂！「樂透卡」怎麼可能只能換到這些東西！是不是你這個小機器人私藏了！	こんなショボいアイテムになるわけない！絶対裏に隠してるでしょ！	야! [로또 카드]로 이 정도의 물건밖에 못 바꾸다니! 이 로봇이 설마 몰래 좋은 거 숨긴 건 아니지!	Hey! There's no way this is all my Lottery Cards are worth! Don't tell me you're hoarding the real prizes, you sneaky little bot!						0	2.7版本玩法
8	你正在污蔑一个有着高贵品格的AI机器人，警告！警告！	你正在污衊一個有著高貴品格的AI機器人，警告！警告！	警告します！これは誇り高きAIロボットへの侮辱行為に当たります！	당신은 고귀한 품격을 가진 AI 로봇을 모욕하고 있습니다, 경고! 경고!	You are slandering a highly principled AI unit. Warning. Warning.						0	2.7版本玩法
9	快点交出大奖，不然我就把你拆了！	快點交出大獎，不然我就把你拆了！	賞品を出さないなら解体してやるから！	빨리 대상을 뱉어 내, 안 그럼 널 해체시킬 거야!	Fork it over! Or I'll take you apart and see where you're hiding them!						0	2.7版本玩法
