字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				在那个无人从旁见证的下午之后，茉莉安·安德烈奥蒂就暂时从世界树的众人视野中“消失”了。	0	
2		0				负责“幽潮”研发工作的团队成员们在第二天一早惊讶地发现，茉莉安似乎自行刷新了检测报告——用最无可辩驳的数据证明了她已经完全驾驭了“幽潮”。	0	
3		0				当然会有人来问我茉莉安的下落，但就像我和她之前约定好了的那样……	0	
4		0	分析员			我知道，但我不能说。	0	
5		4	辰星			你……！	0	
6		5	芙提雅			分！析！员！你竟然卖关子！！	0	
7		0				哈……正值妙龄的女孩子，突然一瞬间解开了盘踞在心头十几年的心结，然后……会渴望什么，不是很显而易见的事情么。	0	
8		0				你说对吧？刚刚学会了咬人的“凶鱼”？	0	
9		0				千里之外，在她的家乡，在阿尔斯特南部温暖的海岸边，茉莉安正把自己泡在随月相而翻腾的午夜浪头里，纵情地舒展着身体。	0	
10		9	茉莉安幽潮			……我是强大的……	0	
11		9	茉莉安幽潮			一直以来……我都是强大的！	0	
12		0				用双臂撑住水流，向上挺直身躯，让口唇得以钻出海面，大口呼吸，然后再一头扎回去……身体动作如此循环往复，一如心里不断咆哮复述的那道声音。	0	
13		0	分析员			由身体的症结所带给你的东西，那从来就不是什么缺憾，不是什么弱点。	0	
14		0	分析员			它唯一能够代表的，只是在你最需要被保护，被引导的时候，却没有等来一个正确的人，和正确的做法。	0	
15		6	茉莉安幽潮			那么，分析员也有过这种时候吗？	0	
16		6	茉莉安幽潮			您是凭自己战胜了它？还是也曾有人像你现在对我一样，对待过您呢？	0	
17		0				在启程归乡探亲的前夜，她枕靠在那具让她无比安心的胸膛上，平静地享受着夜话时光。	0	
18		0	分析员			我没有那么幸运。	0	
19		0	分析员			天底下大多数人，都没有那么幸运。	0	
20		6	茉莉安幽潮			所以，我并不是特殊的？	0	
21		0	分析员			对，我们都背负伤痛，我们都不是特殊的。	0	
22		0				最后的这一句让她彻底心安理得，可以再无顾虑地正视她自己的一切。	0	
23		0				像是终获解脱，又像是第一次寻得了自由——她在夜幕下的海水中奋力地游着，尽情抒发着内心深处那无法言说的喜悦和欢脱。	0	
24		0				蓦地，她滑动水流的手臂上传来了短暂一瞬的沉闷触感。敏锐的茉莉安很清楚那并不是水底的礁石，而是……某种鲜活的东西。	0	
25		9	茉莉安幽潮			哈啊——	0	
26		0				她敏锐地一翻手腕，只用三根手指就捏住了那东西……但对方明显也不是任人宰割的软柿子，竟然挣扎着想要从她的手中逃出去。	0	
27		9	茉莉安幽潮			嗯……这可不行！	0	
28		0				脚下踩水，让两只手都加入到抓捕的队列里来——她让食指穿进对方的鳃中，再一发力，便将那条鱼牢牢地抓在了手心里。	0	
29		9	茉莉安幽潮			呵呵……逮住你了，小家伙儿！	0	
30		0				不知姓甚名谁的海鱼，体态修长，浑身上下生满了锐利的鳞片，鱼鳍和脊背上还横着几根刺——这些“武器”划破了茉莉安的手掌，但她似乎毫不在意。	0	
31		0				她就这么满不在乎地抓着那条鱼，挺直了身子，一步步走出了水面，走向岸边，朝着海滩上方不远的一处小木屋慢慢地迈着脚步。	0	
32		0				推开门，走进去，用蘸了水的毛巾将这条鱼包裹起来，放在桌面上，任由它用力地把尾巴抽打在桌面上，发出清脆的声响。	0	
33		0				她站在木屋的正中央，借着从房顶天窗洒进来的月光，仔细地审视着自己的身体。	0	
34		0	茉莉安幽潮			你知道吗，鱼……是一种很神奇的生物呢。	0	
35		0				她瞥了桌上的那条海鱼一眼，自顾自地开了口。	0	
36		0	茉莉安幽潮			永生永世生活在海洋中……日夜不停地与强大的水压和汹涌的浪潮对抗着。	0	
37		0	茉莉安幽潮			它们会因此而生出细密紧致的鳞片……会扭曲自己的骨骼，改变自己的身体，所有的一切都为了能更好地与所处的环境做抗争。	0	
38		0	茉莉安幽潮			对抗，交融，然后……获得在那种环境下骄傲生存的能力。	0	
39		0	茉莉安幽潮			在无人察觉的状况下……磨炼出一身的坚韧和顽强。	0	
40		0				她顿了顿，让视线在那条鱼和自己的脊背上游移了片刻，随后更进一步地扭转了腰肢，嘴角挂上了更明晰的笑意。	0	
41		0	茉莉安幽潮			没有人点拨的话，鱼是不会发现自己其实有着凶狂好斗的本质……我曾经在一本能提高厨艺的旧书上看过一些知识，你知道是怎么说的吗？	0	
42		0	茉莉安幽潮			牛，羊，猪，啊……还有很多很多能端到人类餐桌上的生物，人类在取它们性命的时候，都有能让它们变得安静的方法。	0	
43		0	茉莉安幽潮			唯有鱼，要先用棒子敲晕，或者干脆狠狠地把它摔昏过去，然后开膛破肚，摘掉神经，它才会变得老实。	0	
44		0	茉莉安幽潮			否则，鱼就是到死都不肯安生的东西。	0	
45		0	茉莉安幽潮			啊还有，与之相对的，鱼一旦盯上了自己的饵食，就几乎不会松口……一样是至死方休。	0	
46		0	茉莉安幽潮			不过，归根结底，在正常人眼里，鱼始终是孱弱的，待宰割的……	0	
47		0	茉莉安幽潮			呵……因为没有哺乳动物一样的四肢，所以连在案板上的挣扎都显得可笑。	0	
48		0	茉莉安幽潮			你就是这样的一种生命体……	0	
49		0				她重新把目光锁定在那条鱼身上，微微弯下腰去。	0	
50		9	茉莉安幽潮			你说……我们两个，是不是很相像？	0	
51		9	茉莉安幽潮			过去，我们都作为被猎杀的一方，所以你也好，我也好……我们都该深谙这种被动的心理，窘迫的处境……	0	
52		9	茉莉安幽潮			没有人比我们更了解弱者的想法，受害者的想法——了解它们的微弱，和隐藏在那之下的……强烈的报复心。	0	
53		0				她一边说着，一边漫不经心地拎起木桌上横放着的一串耳坠，轻巧地在那条鱼眼前晃了晃。	0	
54		0	茉莉安幽潮			呵……哈哈，没错！就是这样！	0	
55		0				不出所料，那条明明离了水，时时刻刻都在流失生命力的鱼在将耳坠误认成饵料的一瞬间就奋起了全部的力量，借着尾巴拍击桌面，抬头张嘴，恶狠狠地咬过来。	0	
56		0				而茉莉安则眼疾手快，将耳坠握在手心，咧着嘴，瞪大了眼睛，将自己的脸凑得更近。	0	
57		0	茉莉安幽潮			……所以，当我们，当我……成为猎杀的那一方，我就一定会比所有人都更轻车熟路！	0	
58		0				海风呼啸，将木门敲开。海浪翻腾，把一阵细小的投身入水声悄然淹没。	0	
59		0				她两手空空，脸上挂着似乎与往日相同，又总让人觉得有什么已经改变了的笑容，遁入了渐浓的黑夜里。	0	
60		0				她即将启程返回世界树，以那个人亲手豢养的“凶鱼”之名，堂堂正正地迎接一段新的人生。	0	
61		0				为此，她会满怀斗志地向一个人，不，向每一个人发出挑战的邀约，然后用干脆利落的胜负来满足自己那被亏待了十数年的内心。	0	
62		0				当然，这其中必然也饱含着她的私欲，她的渴求。	0	
63		0				月光下，身形曼妙窈窕的少女忍不住摩挲着自己的无名指，口中喃喃，向着身后已被抛下的软弱做最后的告别。	0	
64		0	茉莉安幽潮			爸爸……	0	
65		0	茉莉安幽潮			你无需再寻求烦恼。	0	
66		0	茉莉安幽潮			家族的继任者，安德烈奥蒂的女婿，足以光耀门庭的……我的主人……	0	
67		0	茉莉安幽潮			早就站在那里，等着我过去……追上他了。	0	
