字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	啊啊……呼……	啊啊……呼……	ふぁ～～……	아아… 후우…	Ah... phew...						0	
2	借着一个大大的呵欠，她把身体尽可能地舒展开，让每一处发紧的关节都能得到放松。	靠著一個大大的呵欠，她把身體盡可能地舒展開，讓每一處發緊的關節都能得到放鬆。	彼女は大きなあくびをして、体をできるだけ緩め、軋む関節をひとつひとつリラックスさせた。	기지개를 크게 켜며 그녀는 몸을 최대한 활짝 핀 다음 모든 관절을 풀어줬다.	She stretched as far as she could while letting out a long yawn, hoping every stiff joint could relax.						0	
3	然而，舒展过身体之后，她一点都没觉得轻松，双眼下的黑青反倒愈发严重了。	然而，舒展過身體之後，她一點都不覺得輕鬆，雙眼下的黑青反倒愈發嚴重了。	しかしそうしたところで彼女の体が軽くなるはずもなく、それどころか目元のクマがひと際存在感を放つようになった。	스트레칭했지만 그녀는 개운하다는 느낌을 받지 못하고, 눈 밑 다크서클이 오히려 더 짙어진 느낌이 들었다.	However, she didn't feel relieved in the slightest after stretching. The dark circles under her eyes had grown even more obvious.						0	
4	像一条已经彻底硬掉的咸鱼一样，她从座椅滑下，借势半跪在终端面前。终端屏幕上的光标无情地闪烁着，让光标前面仅有的两个字更加刺眼。	像一條已經徹底硬掉的鹹魚一樣，她從座椅滑下，借勢半跪在終端機面前。終端螢幕上的遊標無情地閃爍著，讓遊標前面僅有的兩個字更加刺眼。	カチコチに凍った魚のように、彼女はまっすぐに椅子から滑り落ち、その勢いで端末の前で膝立ちになった。端末のスクリーンには、一行の文字と、その後ろで点滅するカーソル以外なにも映っていなかった。	마치 완전히 굳어버린 절인 물고기처럼, 그녀는 의자에서 미끄러지듯 내려와 반 정도 엎드린 채로 단말기 앞에 앉았다. 단말기 화면 속 커서가 계속해서 깜빡거려 커서 앞의 두 글자가 더욱 눈에 띄었다.	Like a stale loaf of bread that had hardened, she slid out of her chair and kneeled in front of her terminal. The cursor on the screen flickered relentlessly, causing the word in front of her to appear all the more harsh.						0	
5	完了……明天就是死线了，到现在就只写了“方案”两个字。	完了……明天就是死線了，到現在就只寫了「方案」兩個字。	まずい……明日が締め切りなのに、「企画書」以外なにも書けてないなんて……	큰일 났다… 내일이 제출 마지막 날인데, '방안' 두 글자밖에 못 썼잖아.	Oh no... Tomorrow's the deadline, and I've only written the word "Plan."						0	
6	她垂下头思考了片刻，突然带着坚定的眼神打挺起身。	她垂下頭思考了片刻，突然帶著堅定的眼神打挺起身。	項垂れながら少し考えたあと、彼女は突然確固たる意志を持った目で立ち上がった。	그녀는 고개를 숙여 잠시 생각에 잠겼고, 이내 확고한 눈빛을 띠며 갑자기 자리를 박차고 일어났다.	She lowered her head in thought before suddenly standing up resolutely.						0	
7	必须得有所行动。	必須得有所行動。	なんとかしなければ。	뭐라도 해야 해.	There has to be something I can do.						0	
8	事到如今，只能用那个法子了！	事到如今，只能用那個方法了！	こうなってしまった以上、あの方法を使うしかない！	일이 이 지경이 됐으니 그 방법밖에 없어!	At this point, there's only one option!						0	
9	还是怕你的身子没恢复好，所以就……	還是怕你的身體沒恢復好，所以就……	君はまだ本調子じゃないだろうと思って、それで……	아직 다 회복이 안 된 거 같은데…	I'm worried you haven't completely recovered yet, so...						0	
10	嗯，没关系的。看着分析员玩玩乐乐，我也就一起放松了。	嗯，沒關係的。看著分析員玩玩樂樂，我也就一起放鬆了。	ああ、大丈夫だ。分析員が楽しく遊んでいると知れば、自分も気持ちが楽になる。	괜찮아. 난 분석가가 놀고 즐기는 것만 봐도 스트레스가 풀리거든.	It's alright. Watching you have fun is relaxing for me too.						0	
11	虽然有些不合时宜，接下来一起训练的约定，分析员没忘吧？	雖然有些不合時宜，接下來一起訓練的約定，分析員沒忘記吧？	それから、ついでに聞くが……これから一緒に訓練をする約束、忘れてないよな？	타이밍이 좀 부적절하긴 하지만 같이 훈련하기로 했던 약속, 잊지 않았지?	Maybe this isn't the right time, but you haven't forgotten that you promised to train with me, right?						0	
12	不会忘的。只不过，训练前也要好好吃饭。走，一起吃饭去。	不會忘記的。只不過，訓練前也要好好吃飯。走，一起吃飯去。	もちろんさ。でも、訓練の前にちゃんとご飯を食べないと。さぁ、一緒に行くよ。	절대 안 잊죠, 하지만 훈련 전에는 밥을 잘 챙겨 먹어야 해요. 그럼 같이 밥 먹으러 갈까요?	Of course not. But you have to fill up before you train. Let's go grab something to eat together.						0	
13	老师老师，好可惜！	老師老師，好可惜！	先生！ごめんね……	선생님, 선생님, 정말 아쉬워요!	Teacher, teacher! This sucks!						0	
14	因为一直犹犹豫豫没选好泳装，我才错失了水上乐园的比拼名额……	因為一直猶猶豫豫沒選好泳裝，我才錯失了水上樂園的比賽名額……	どの水着を着て行こうかって迷っていたら、サマーランドの申し込みに遅れちゃったよ……	계속 망설이다가 수영복을 못 골라서 수상 낙원의 경쟁 기회를 놓쳐버렸어요…	I wasn't sure which swimsuit to wear, so I missed out on the water park competition...						0	
15	老师不会怪我吧？	老師不會怪我吧？	先生、怒らない？	절 원망하지는 않으실 거죠?	You aren't mad at me, are you?						0	
16	怎么会。只要苔丝不选择离开这里，我就有机会看到你的泳装模样。	怎麼會。只要黛斯不選擇離開這裡，我就有機會看到你的泳裝模樣。	怒るわけがないよ。テスがここから離れない限り、水着なんていくらでも見る機会があるさ。	그럴 리가. 테스가 이곳을 떠나지만 않으면 언제든지 테스가 수영복 입은 모습을 볼 수 있는걸.	Of course not. As long as you're here, I still have a chance to see you in your swimsuit.						0	
17	我很期待。	我很期待。	楽しみにしている。	정말 기대돼.	I can't wait.						0	
18	唔！老师您又这样——	唔！老師您又這樣——	もう！先生、またそうやって——	윽! 선생님 또 그런다…	Eh!? There you go again, Teacher...						0	
19	……	……	……	……	...						0	
