字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	分析员，欢迎来到“尘白恶魔”的驾驶舱。	分析員，歡迎來到「塵白惡魔」的駕駛艙。	ようこそ、「Snowbreak Aku-MA」の操縦室へ、分析員。	분석가, '순백의 악마' 조종실에 온 걸 환영해.	Adjutant, welcome to the "Snowbreak Aku-MA" cockpit.						0	
2	尘白恶魔……	塵白惡魔……	Snowbreak Aku-MA……	순백의 악마…	Snowbreak Aku-MA...						0	
3	被固定在驾驶位上的我环顾四周，这个驾驶室的布局与其说是为了满足某种实用性，倒不如说是满足类似安卡希雅这类动漫爱好者的幻想而布置的。	被固定在駕駛位上的我環顧四周，這個駕駛室的佈局與其說是為了滿足某種實用性，倒不如說是滿足類似安卡希雅這類動漫愛好者的幻想而佈置的。	操縦席に固定された私はあたりを見渡した。この操縦室は、実用性よりも、アカシアのようなアニメ愛好家の夢を実現するためにデザインされているようだった。	조종석에 고정된 상태로 주변을 둘러보았다, 조종실의 배치는 실용성을 만족시키기 위함보다는 아카시아 같은 애니메이션 마니아들을 위해 디자인한 것처럼 느껴졌다.	I looked around the cockpit from my pilot seat. The layout seemed to be hardly concerned with practicality, instead designed to satisfy the fantasies of anime lovers like Acacia.						0	
4	不过即便如此，我还是有些被唬住了，没想到这个世界上居然真的有人能把这玩意给造出来……	不過即便如此，我還是有些被唬住了，沒想到這個世界上居然真的有人能把這玩意給造出來……	だとしても、私の驚きは相当なものだった。この世界に、まさか本当にこんな代物を作り出せる人間がいるだなんて……	이 세상에도 저런 걸 만들어 내는 사람이 있다는 거에 다시 한번 놀랐다…	Even so, I was still somewhat astonished. I didn't think someone would ever actually create something like this...						0	
5	凝聚了前人智慧的结晶，属于那个时代最极致的浪漫……	凝聚了前人智慧的結晶，屬於那個時代最極致的浪漫……	先人たちの知恵の結晶、あの時代を代表する最上級のロマン……	선조들의 지혜를 모은 결정체, 그 시대 최고의 낭만…	The beautiful culmination of our predecessors' wisdom, originating from the ultimate romance of that age...						0	
6	见我露出惊讶的表情，女孩便又开始得意洋洋地说明道。	見我露出驚訝的表情，女孩便又開始得意洋洋地說明道。	驚く私を満足げに眺めながら、少女はこう説明した。	나의 놀란 표정을 보자, 소녀는 의기양양한 표정을 지으며 설명을 이어간다.	Upon seeing my surprised expression, the girl once again launched into her triumphant explanation.						0	
7	为了这次休假，我特意花了点工夫与金钱，委托芙提雅将它复原了出来——	為了這次休假，我特意花了點工夫與金錢，委託芙提雅將它復原了出來——	このバカンスのために、わざわざ時間と金を使って、フリティアに再現してもらったんだ——	이번 휴가를 위해 특별히 시간과 돈을 써서 프티야에게 복원 의뢰를 맡겼어…	I put aside some time and money to commission Fritia to restore it just for this vacation.						0	
8	它，便是被世人称之为“世界树的尘白恶魔”的机动战士。	它，便是被世人稱之為「世界樹的塵白惡魔」的機動戰士。	この、「ユグドラシル・Snowbreak Aku-MA」と呼ばれている機動ソルジャーをね。	세상 사람들은 이걸 '위그드라실의 순백의 악마' 기동 전사라고 불러.	This is the mech known to the world as "Snowbreak Aku-MA."						0	
9	我从来没有听世人提起过什么尘白恶魔，再说，为什么休假会和机器人扯上关系……	我從來沒有聽過世人提起過什麼塵白惡魔，再說，為什麼休假會跟機器人扯上關係……	Snowbreak Aku-MAだなんて名前、聞いたこともないぞ。それに、バカンスとロボットになんの関係が……	세상 사람들이 순백의 악마에 대해서 말하는 걸 한 번도 들어본 적이 없어, 게다가 휴가랑 이 로봇이랑 무슨 상관이야…	I've never heard anyone mention any "Snowbreak Aku-MA" before... And what does our vacation have to do with robots...?						0	
