字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				夜幕笼罩的新恒提罗街道上，行人三三两两，脚步匆匆。	0	
2		0				距离之前的大规模骚乱已经有些时日了——危险远去，市民们也都在努力尝试着淡忘一切，去接受新的生活。	0	
3		6	市民甲			——哎呦！！	0	
4		0				可意外……或者说，小小的麻烦总是随处可见，仿佛在提醒着人们“有些东西确实一去不返了”。	0	
5		0	运输机器人			非常……抱歉！我，没有，撞伤，您！	0	
6		5	市民甲			喂！你这是道歉的态度嘛？！	0	
7		4	市民乙			哎呀好啦好啦，你跟一个机器人计较什么……	0	
8		5	市民甲			它差点把我……	0	
9		4	市民乙			把你怎么着？	0	
10		5	市民甲			……不长眼的破铁皮，差点把我发型撞乱了！	0	
11		4	市民乙			呵，怎么，你老毛病又犯啦？明明自己说的，为了躲桃花才搬到新恒提罗，现在又开始在乎你头顶上那两根儿……	0	
12		0				一如最近所发生的改变，市民们开始更多地结伴出行，像这样在晚饭后并肩散步，有一搭没一搭地聊天的场景也愈发常见了。	0	
13		0				而这在过去那个循规蹈矩的新恒提罗里……原本是很少有的状况。	0	
14		0				更注重人与人之间的联结，更主动地发起交流，哪怕谈及的都是些无关痛痒的事也没关系。	0	
15		0				如果说playername和罗赞·赫瓦雷纳的交锋为这座城市和市民们带来什么显著影响的话……	0	
16		0				恐怕就是让这里的人变得“更有人味儿”了吧。	0	
17		4	市民乙			……话说回来，你赶在那场风暴来临之前搬进来，到底是个好事儿还是坏事儿呢。	0	
18		5	市民甲			……	0	
19		4	市民乙			嘿，你看什么呢？	0	
20		5	市民甲			那个女孩儿——窗户后面，酒吧里坐着的那个女孩儿……	0	
21		4	市民乙			又来了……我说你啊——	0	
22		5	市民甲			我好像在哪见过她？	0	
23		4	市民乙			好看的女孩子你都见过？	0	
24		5	市民甲			不是，哎呀，我真的见过她！好眼熟啊……	0	
25		0				年轻的男子瞪大了眼睛，更仔细地看向街边落地窗内的女孩子。但下一秒，他的耳朵里却听到了嘈杂的数码体声响。	0	
26		4	市民乙			嗯？又是短视频格式的新闻快讯……哪儿又出什么事了吗？	0	
27		0				几乎在同一时间，街上的每个行人都收到了同样的消息——众人纷纷驻足，掏出数码体，盯着画面上闪烁的荧光。	0	
28		0	新闻			“快讯播报——日前在生态离岛引发小型暴力犯罪的两名犯罪分子已经被逮捕归案……”	0	
29		0	市民甲			诶？！我想起来了！	0	
30		0	市民甲			就是她！她……她上过新闻，好像是什么受害者……采访？	0	
31		0	市民乙			这有什么稀奇的。自从开了这么个新闻台，每天有大几百号人会接受采访呢……	0	
32		0	市民甲			她不一样！我记得她当时特别信誓旦旦地说什么……新恒提罗的英雄？	0	
33		6	少女枫			……	0	
34		0	市民乙			喂，好啦，别在这儿傻站着了……你看，你都吓着人家啦！	0	
35		0				年长的女性拽着年轻男人的胳膊，连拖带拽地把他拽出了少女的视线。	0	
36		0				少女顺势收回目光，痴痴地盯着自己手里仍在播报新闻的数码体……	0	
37		6	少女枫			新恒提罗的……英雄……	0	
38		0				伴随着新闻的声音，少女的脑中也渐渐浮现出不久前的邂逅。	0	
