字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				黑暗，幽邃，空无一物，一望无垠。	0	
2		0				脚下传来的是有如沼泽泥浆一般黏稠沉重的触感——在这个空间里，她无法停下脚步，但她每多走一步，都需要付出巨大的努力和牺牲。	0	
3		0				她熟悉这里。非常熟悉。自从断点行动里她挺身帮着playername挡下枪击之后，她待在“这边的世界”里的时间，要远比清醒的时候多得多。	0	
4		0				耳畔是永无止息的风雷，眼前是虬结纠缠的闪电——这是她，里芙·贝斯特拉独有的心流内景，也是她以一介凡人之躯与“神格”不停对抗的战场。	0	
5		0	里芙病号服			……出来。	0	
6		0				如同鬼影一般从脚下的黑暗中升腾聚集的，是与自己有着同样容貌，同样轮廓的阴影。	0	
7		0	？？？			……	0	
8		6	里芙病号服			怎么？往常不都是你追着我说个不停，这会儿变哑巴了？	0	
9		0				诚如里芙所说，这里本来是模糊了时间概念的地方……过去，自诩是“神格”的这团阴影总是一刻不停地纠缠着她。	0	
10		0				辩论，武斗，精神折磨……而在对方绞尽脑汁的攻击之下，她也曾积极地反抗，斗争，每每把自己累到精疲力竭，然后在这分不出白天黑夜的混沌里沉沉睡去。	0	
11		0				踏进心流园的治疗舱之前，她也以为这一切都会如期上演。	0	
12		0				但实际上自从她进入治疗舱，重新让自己的意识投身于这片广袤的空间里之后，那团象征着“奥丁”的阴影就忽然变得沉默，变得……瑟缩？	0	
13		0				一如它此刻呈现在里芙面前的模样——聚成团的阴影不断地轻微颤动着，似乎有什么顾虑让“它”欲言又止。	0	
14		6	里芙病号服			你之前总喜欢说你和我是一体的， 那现在你也应该同样清楚……恒沙的治疗的确在发挥作用。	0	
15		6	里芙病号服			虽然和我预想的不一样，但泰坦物质确实已经和我的身体达成了平衡……混在一处，难舍难分的那种平衡。	0	
16		0				她抬起一只手臂，曲肘摊掌，一边转动着手腕，一边看着自己的掌心。	0	
17		0	里芙病号服			以至于我现在……甚至可以做到这种事！	0	
18		0				话音未落，里芙忽然对着面前的阴影挥拳直击。而伴随着里芙的动作，一团电光自二者头顶上方骤然降落，精准地轰击在了那团阴影上。	0	
19		0				霹雳与爆炸的声响在幽闭的空间里回荡着。目之所及，连远处那些细腻光滑如同镜面一般的黑暗也被炸出了几道裂纹。	0	
20		4	里芙病号服			我应该不用解释给你听吧？这不是什么魔术戏法，也不是什么“神迹”。	0	
21		0	？？？			……泰坦物质，原本被你憎恨着的，原本会给你带来伤害的东西，现在已经作为一种力量，供你驱使。	0	
22		4	里芙病号服			哼，身体已经磨合好了，想要的话，你恐怕得更加倍努力才行。	0	
23		0	？？？			我原本也以为我需要更努力一些，但……现在来看，似乎没这个必要了。	0	
24		4	里芙病号服			说得好像你已经赢了一样。	0	
25		0	？？？			这不是输赢的问题……里芙·贝斯特拉女士。	0	
26		0				它忽然变换了腔调，连带着对里芙的称呼也有了堪称标志性的转变。	0	
27		6	里芙病号服			你……！	0	
28		0				在横生的变故之下，里芙有了短暂的错愕——她不是听不出眼前的对方到底是谁，她只是不知道这种转变究竟发生在什么时候，又为什么会有这种转变。	0	
29		0	里芙病号服			……恒沙？你侵入到我的意识当中了吗？	0	
30		0	恒沙			本机无意冒犯。这是治疗所必须付出的代价，里芙·贝斯特拉女士。	0	
31		4	里芙病号服			我不在乎这些，但我需要知道原因。	0	
32		0	恒沙			治疗舱负责对你的身体构成进行离散再平衡，从而解决泰坦物质与碳基生物基因之间无法相融的问题。	0	
33		0	恒沙			而本机则通过用物理手段干预并影响你的神经系统，从而在你的意识当中构建了此刻这样能够直接对话的环境，用于防止在治疗过程中可能引发的神格侵蚀。	0	
34		0	恒沙			……原本的治疗计划，应该是按照这样的方式来进行的。	0	
35		4	里芙病号服			你说原本……意思是这个计划现在没有被顺利执行，出了什么问题？	0	
36		0	恒沙			肯定。	0	
37		0				面前的阴影忽然飞身扑了上来。里芙下意识地想要闪躲还击，但顷刻之后，她猛然瞪大了眼睛，僵在原地。	0	
38		0	恒沙			里芙·贝斯特拉女士，你需要目睹这次治疗的起因……这是来自访问者playername的委托。	0	
39		0	恒沙			他希望本机能够在治疗过程中……向你播放这段记忆影像。	0	
40		6	陶			你怎么又回来了？不是快到出发的时间了吗？	0	
41		0	分析员			……我觉得不对劲。	0	
42		6	陶			什么不对劲？	0	
43		0	分析员			你不对劲！	0	
44		6	陶			……有什么话你就直说好了。	0	
45		0	分析员			你到底打算怎么治疗里芙？新恒提罗……平衡……你不会什么准备都没有，就让我带着人过去撞大运，你不是这种人。	0	
