字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	这里是……哦！是干娘！	這裡是……哦！是乾娘！	ここは…わっ、お義母さん！？	여기는… 아, 양어머니!	Where is— Oh! Godmother!						0	2.7版本卜卜好感度剧情
2	一棵高大的老树，灰褐色的树皮裂纹纵横交错，结实的枝干伸向云霄。	一棵高大的老樹，灰褐色的樹皮裂紋縱橫交錯，結實的枝幹伸向雲霄。	大きな古木が立っている。灰褐色の樹皮には無数の裂け目が走り、頑丈な枝は空へ伸びる。	회갈색 나무껍질에 금이 간 거대한 노목이 하늘을 향해 우뚝 서 있었다.	A towering old tree loomed ahead, its grey-brown bark etched with deep, winding grooves. Its sturdy branches stretched gracefully upward, as if embracing the heavens.						0	2.7版本卜卜好感度剧情
3	干娘——我们来看你啦！	乾娘——我們來看你啦！	お義母さん！会いに来たよー！	양어머니를 찾아뵈러 왔어요!	Godmother — we're here to see you!						0	2.7版本卜卜好感度剧情
4	女孩辨认出眼前的大树，跑了过去。	女孩辨認出了眼前的大樹，跑了過去。	大きな木を見つけたブブは、あっと思ったように一気に走り寄った。	소녀는 눈앞의 나무를 알아보고 기쁜 듯 달려갔다.	She recognized the tree in an instant and ran to it without hesitation.						0	2.7版本卜卜好感度剧情
5	她环顾四周，发现还少了个人，赶忙解释道。	她環顧四周，發現還少了個人，便趕快向乾娘解釋道。	周囲を見渡してある人を探したけど、まだ姿が見えないらしい。	주변을 둘러보며 누군가가 없는 걸 확인하자 황급히 설명을 이었다.	But then, noticing that someone was still absent, she quickly added:						0	2.7版本卜卜好感度剧情
6	干娘，这次不只有我，分析员也马上就到！	乾娘，這次不只有我，分析員也馬上就到！	えへ、今日はわたしだけじゃないよ。分析員もすぐ到着するはず！	양어머니, 이번엔 저 혼자가 아니에요. 분석가도 곧 올 거예요!	Oh, and I didn't come alone this time — the Adjutant's on his way too!						0	2.7版本卜卜好感度剧情
7	我和他约好，就在挂着愿签的大树下见面，他那么聪明……	我跟他約好，就在掛著祈願籤的大樹下見面，他那麼聰明……	「この願掛けの木」の下で待ち合わせしたんだ。あの人ってすごく賢いから、きっと、ちゃんと見つけてくれるよね…	그와 약속했거든요, 소원을 적은 나무 아래에서 만나기로… 분석가는 굉장히 똑똑한 사람이에요…	We agreed to meet right here, beneath your branches, right by the wish tags. He's really clever — I'm sure he'll find us soon...						0	2.7版本卜卜好感度剧情
8	卜卜的手中紧紧握着什么东西。	卜卜的手中緊緊握著什麼東西。	何か大事そうな物を握りしめている。	보보는 손에 무언가를 꽉 쥔 채 말을 이어갔다.	As she spoke, she clutched something tightly in her palm.						0	2.7版本卜卜好感度剧情
9	对对，就是我常跟你说的那个超级厉害的人~	對對，就是我常常跟你說的那個超厲害的人~	そうそう、お義母さんにいつも話してるでしょ。世界一すごい人なんだ。	맞아요, 제가 늘 말씀드렸던 그 대단한 사람이에요~	Uh-huh! That's right — he's the amazing guy I've been telling you about all this time!						0	2.7版本卜卜好感度剧情
