字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				很久以前，在遥远的银河系……	0	2.5版本异星守护开场剧情
2		0				的某一颗星球上	0	2.5版本异星守护开场剧情
3		0				正在上演着这样一出传奇的冒险故事——	0	2.5版本异星守护开场剧情
4		0				星球系列第二弹	0	2.5版本异星守护开场剧情
5		0				异星守护	0	2.5版本异星守护开场剧情
6		0				年轻的宇宙探险家playername接收到来自银河系的求救讯号，而讯号正是从自己深爱的女领主安卡希雅所统领的星球发来的。	0	2.5版本异星守护开场剧情
7		0				探险家登陆星球，面前却是一幅骇人景象。星球随处潜伏着变异生物，时刻准备袭击外来闯入者。	0	2.5版本异星守护开场剧情
8		0				他寻遍星球的每个角落，终于与正挥舞着光剑与变异生物激斗的女领主安卡希雅再次重逢。	0	2.5版本异星守护开场剧情
9		0				宇宙探险家不再四处流浪，他在这里停下了脚步。	0	2.5版本异星守护开场剧情
10		0				为了深爱的安卡希雅，为了这个星球上最后一片乐土——	0	2.5版本异星守护开场剧情
11		0				探险家最终化身守护星球的战士，指挥着探险团的伙伴们，抗击不断来犯的异星生物……	0	2.5版本异星守护开场剧情
12		6	安卡希雅			以上就是我的新作《异星守护》的背景故事，你觉得怎么样？	0	2.5版本异星守护开场剧情
13		0	分析员			女领主……看起来像是某人行使特权写出来的设定。	0	2.5版本异星守护开场剧情
14		6	安卡希雅			咳，这不是重点，先说说你的意见吧。	0	2.5版本异星守护开场剧情
15		0	分析员			单看背景还是挺宏大的。	0	2.5版本异星守护开场剧情
16		6	安卡希雅			当然了，这可是以前的大热题材。我还加入了一些我喜欢的经典系列作品元素。	0	2.5版本异星守护开场剧情
17		0	分析员			怪不得故事看起来又新又老。	0	2.5版本异星守护开场剧情
18		6	安卡希雅			创新的同时也要保留个人风格。毕竟，我打算把星球系列做成IP，打出自己的品牌。	0	2.5版本异星守护开场剧情
19		0	分析员			梦想倒是很长远。	0	2.5版本异星守护开场剧情
20		6	安卡希雅			我都想好迭代外传的内容了。既然是星球故事，那必然要把遥远的星辰宇宙当成目标。	0	2.5版本异星守护开场剧情
