字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	不断下沉……我被污水吞没，身不由己。	不斷下沉……我被污水吞沒，身不由己。	体が崩れ落ちるとともに……私は汚水に呑み込まれ、身動きがとれなくなっていった。	끊임없이 가라앉으며… 난 구정물에 빨려 들어갔다.	I sunk down further, engulfed in the wastewater... There was nothing I could do.						0	
2	究竟是过了多久呢？等到能再次思考时，自己的眼前只剩下白色的光。	究竟是過了多久呢？等到能再次思考時，自己的眼前只剩下白色的光。	それからどれぐらい経ったのだろう。やっと思考能力を取り戻した頃には、私の視界は白い光で満たされていた。	얼마나 지났을까? 의식이 회복됐을 때, 눈앞에는 하얀 빛만 남아 있었다.	When I found myself able to think clearly again, I wondered how long it had been. My eyes were flooded by a white light above me.						0	
3	虽然意识恢复了，但是依旧无法控制自己的身体，胸口好像压着一块石头般。	雖然意識恢復了，但是依舊無法控制自己的身體，胸口好像壓著一塊石頭般。	意識は戻ったけれど、依然として体は思う通りに動かなかった。まるで、胸の上に巨大な石でも置かれているような感覚だ。	의식은 돌아왔지만 여전히 몸을 가누지 못했고 가슴 한편에는 돌멩이가 깔린 듯한 느낌이다.	Even though I had regained consciousness, I still couldn't control my body. It felt like a massive rock was weighing down on my chest.						0	
4	playername~醒过来了吗？	playername~醒過來了嗎？	playername～！起きた？	playername~ 일어났어?	playername~ Are you awake?						0	
5	低下头，女孩正死死地抱着我，树枝从她的身体生长出，深深地刺入了我的胸膛。	低下頭，女孩正死死地抱著我，樹枝從她的身體生長出，深深地刺入了我的胸膛。	視線を下げると、少女が私をきつく抱き締めていた。彼女の体から伸びる枝が、私の胸に深々と突き刺さっていた。	고개를 숙이자 소녀는 나를 꽉 안고 있었고 나뭇가지가 그녀의 몸에서 자라나 내 가슴을 깊숙이 파고들었다.	I lowered my head to see a girl hugging me tightly. Branches sprouting from her body had pierced deep into my chest.						0	
6	我不会让你得逞的……	我不會讓你得逞的…	思い通りにはさせません……	뜻대로 되진 않을 거야…	I won't let you win...						0	
7	是琴诺的声音……她就在附近……	是琴諾的聲音……她就在附近……	チェルノの声だ。彼女は、この近くにいるのか……	체르노의 목소리다… 그녀가 주변에 있다…	It was Cherno's voice... She was close by...						0	
b-1											0	
8	向着声音传来的方向伸出手。	向著聲音傳來的方向伸出手。	声の方向へ手を伸ばす。	소리가 들리는 쪽으로 손을 내민다.	Reach out toward the sound						0	
9	冷静下来……	冷靜下來……	落ち着くんだ……	진정하자…	Calm down...						0	
10	哎呀，居然还能发出声音吗？那就换个姿势欺负你吧~	哎呀，居然還能發出聲音嗎？那就換個姿勢欺負你吧~	へ～！まだ声を出せるんだ。じゃあ、別のやり方でいじめてあげようかな～	어머, 아직도 말을 할 수 있는 거야? 그럼 자세 바꿔서 괴롭혀볼까나~	Geez, you can still talk? Then I'll switch up the position and turn it up a notch~						0	
11	女孩冰冷纤细的手指死死地扣住了我的脖子。	女孩冰冷纖細的手指死死地扣住了我的脖子。	そう言いながら、少女の冷たい指が私の首を締めた。	여자아이의 차갑고 가느다란 손가락이 내 목을 꽉 졸랐다.	The girl's icy, slender fingers tightly gripped my neck.						0	
12	等着我……	等著我……	待っててくれ……	잠깐만 기다려…	Wait for me...						0	
13	光芒渐渐消逝，黑暗再度将视野与意识吞没……	光芒漸漸消逝，黑暗再度將視野與意識吞噬……	光が次第に消え、再び暗闇が私の視界と意識を飲み込んだ。	빛은 점점 사라지고 어둠은 다시 시야와 의식을 삼켰다…	The light gradually began to fade. Both my vision and consciousness were once again swallowed up by darkness...						0	
14	但是——	但是——	けれど──	하지만…	But...						0	
15	对不起，对不起……playername，求求你快醒过来！	對不起，對不起……playername，求求你快醒過來！	ごめんなさい、ごめんなさい……playername、お願いだから起きてください！	미안, 미안해… playername, 제발 정신 차려!	I'm sorry... I'm sorry... playername, please wake up!						0	
17	随着胸腔不断压缩回弹，我渐渐恢复了气息——	隨著胸腔不斷壓縮回彈，我漸漸恢復了氣息——	胸元を圧迫していた違和感が消え、私は少しずつ呼吸が楽になり始めた——	가슴의 반동이 지속되면서, 나는 점차 숨을 되찾을 수 있었다…	As my chest constantly rose and fell, I gradually caught my breath...						0	
18	在这之前……我被某人从水中拉起。	在這之前……我被某人從水中拉起。	完全に息が戻る前に……私は誰かの手によって、水中から引き揚げられた。	그 전에… 나는 누군가로부터 물속에서 끌어올려졌다.	But before that... someone had pulled me out of the water.						0	
19	咳——	咳——	げほ——	켁…	*coughing—*						0	
20	啊……	啊…	あ……	아…	Ah...						0	
21	嘴唇传来了被什么东西紧紧贴住的触感，一股暖流将我彻底从那片冰冷的黑暗中唤醒。	嘴唇傳來了被什麼東西緊緊貼住的觸感，一股暖流將我徹底從那片冰冷的黑暗中喚醒。	唇に何かが張り付く感触があった。暖かいものが体の中に流れ込んできて、冷たい暗闇の中から私を呼び覚ましてくれた。	무엇인가에 착 달라붙는 듯한 감촉이 입술에 전해졌고, 차가운 어둠 속에서 온기가 나를 깨웠다.	I felt something press up hard against my lips. I was completely awoken from the cold darkness by the sudden warmth.						0	
22	呃……	呃……	うっ……	윽…	Ah...						0	
23	太好了……你醒过来了。	太好了……你醒過來了。	よかった……気がついたんですね。	정말 다행이야… 깨어났네.	Thank goodness... You're awake.						0	
24	啊……你哭了吗，恩雅。	啊……你哭了嗎，恩雅。	あれ……泣いてるの？エンヤ姉。	아… 우신 거예요, 엔야 누님?	Ah... Are you crying, Enya?						0	
25	嗯……嗯……啊，我还以为再也看不到你了。	嗯……嗯……啊，我以為再也看不見你了。	うん……うん。だって……もう二度と会えないかもしれないと思ったから。	아… 그게, 다시는 분석가를 못 보는 줄 알았어.	Yeah... Um... Ah, I thought I'd never see you again.						0	
26	对不起，那个时候没有拉住你……对不起，对不起……我这辈子再也，再也不会松开你的手了！	對不起，那時候沒有拉住你……對不起，對不起……我這輩子再也，再也不會鬆開你的手了！	ごめんなさい、あの時貴方を止められなくて……ごめんなさい、ごめんなさい……もう二度とあなたを離しませんから！	그때 붙잡지 못해서 정말 미안해… 평생 다시는 분석가의 손을 놓지 않을게!	I'm so sorry I let go of you... I'm sorry... I'm sorry... I'll never let go of your hand again as long as I live!						0	
27	嘿嘿嘿，这种话……要留到最重要的那天再说啊。	嘿嘿嘿，這種話……要留到最重要的那天再說啊。	はは……そういうセリフは……もっと大事な日のために、取っておかないと。	하하하, 이런 말은… 나중에 중요한 날에나 하면 되죠.	Hey, hey... You should save this kind of stuff for that important day.						0	
28	嗯……但是在那天到来之前，不要再丢下我了……	嗯……但是在那天到來之前，不要再丟下我了……	ええ……ならその日がやってくるまで、二度と私を置いてどこかに行かないでくださいよ……	응… 그날이 오기 전까진 더 이상 날 두고 어디 가지 마…	Okay... but until that day comes, don't leave me again...						0	
29	都怪playername老喜欢随便插旗，如果不小心打出be的话，我可不介意重启整个世界。	都怪playername老喜歡隨便插旗，如果不小心打出be的話，我可不介意重啟整個世界。	playernameはフラグを立てすぎなんだよ。あのままバッドエンドになってたら、この世界もろともリセットしちゃうかも。	이게 다 playername(이)가 매번 빌드업을 해서 그런 거라고. 근데 뭐 실수로 망쳐놔도 상관없어. 다시 시작하면 그만이니까.	playername, why do you always like to do things on hardcore mode...? But if you lose, I'd restart the entire world for you.						0	
30	那可真是谢谢你了，安卡希雅。	那可真是謝謝你了，安卡希雅。	そりゃどうも、アカシア。	그래… 고마워.	I appreciate that, Acacia.						0	
