字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	最近，海姆达尔部队里的一部分队员很奇怪，在基地大厅休息的时间明显少了，经常在房间里闭门不出，十分诡异。	最近，海姆達爾部隊裡的一部分隊員很奇怪，在基地大廳休息的時間明顯少了，經常在房間裡閉門不出，十分詭異。	最近、ヘイムダル部隊の一部の隊員の様子がおかしい。社員寮のロビーにあまり姿を見せなくなり、ずっと部屋の中に引き籠もっている。	최근 헤임달의 일부 대원들이 알 수 없는 행동들을 하고 있다. 숙소에서 쉬는 시간이 현저하게 줄어들고 방에 머무는 일이 많아졌다.	Some of the Heimdall operatives had been acting strange lately. They were spending far less time relaxing in the Base hall and much more time in their rooms.						0	
2	出于担心，我逐个找了她们谈话。	出於擔心，我逐一找了她們談話。	私は少し心配になり、彼女たちと一人ずつ話をすることにした。	난 노파심에 그녀들과 대화를 나눠본다.	This worried me, so I decided to investigate.						0	
3	我最近在帮一个朋友的忙。	我最近在幫一個朋友的忙。	最近は友達の手助けをしている。	최근에 한 친구를 도와주고 있는 중이야.	I've been helping a friend recently.						0	
4	她拜托我设计一些战斗地图，说我经常用沙盘，比较有经验。	她拜託我設計一些戰鬥地圖，說我經常用沙盤，比較有經驗。	私がよくサンドボックスを使っているからと、バトルマップのデザインを頼まれた。	전투 지도를 만들어 달라고 하더라고. 내가 종종 샌드박스로 시뮬레이션을 하는 것을 보고 경험이 많다나.	She asked me to design some battle maps for her since I use holograms pretty often and have a lot of combat experience.						0	
5	我帮一个朋友做一些战斗方面的设计。	我幫一個朋友做一些戰鬥方面的設計。	友達の戦闘デザインを手伝っているんだ。	최근에 한 친구를 도와서 전투 방안을 세워주고 있어.	I'm helping a friend with some fighting designs.						0	
6	她拜托我给各种角色设计不同的战斗方式，但是具体用途我也不清楚。	她拜託我為各種角色設計不同的戰鬥方式，但具體用途我也不清楚。	様々なキャラに合わせた戦闘方法のデザインを頼まれた。詳しい用途は自分も知らない。	내게 여러 캐릭터들의 전투 방안을 알려달라고 하더라고. 구체적인 용도는 나도 잘 모르겠어.	She asked me to design various combat styles for different characters, but I don't really know what she needs them for.						0	
7	哈啊——好困哦……	哈啊——好睏哦……	はぁ——眠い……	하아암… 피곤하다…	*yawn—* I'm so sleepy...						0	
8	我最近都在忙着帮一个朋友开发能兼容老设备的游戏引擎，还有自动生成模型和地图的AI。都差不多完成了，就是可能还有点BUG……	我最近都在忙著幫一個朋友開發能相容老設備的遊戲引擎，還有自動產生模型和地圖的AI。都差不多完成了，但可能還有一些BUG……	友達の手伝いで、古いデバイスでも使えるゲームエンジンの開発をしているんだ。モデルとマップを自動生成できるAIとかもね。ほとんど完成しているんだけど、ちょっとバグを吐くんだよね……	최근에 한 친구를 도와서 오래된 장치와 호환되는 게임 엔진을 개발하고 있는데, 모형하고 지도를 자동으로 생성하는 AI를 개발 중이야. 거의 다 끝났는데, 아마도 약간의 버그가 있을 것 같기도 하고…	I've been busy lately helping a friend develop a video game engine that's compatible with retro consoles. I'm also making an AI to automatically generate models and maps. It's almost done, but there might still be some bugs...						0	
9	我吗？也没怎么忙吧？	我嗎？也沒怎麼忙吧？	私？言うほど忙しそう？	나? 난 별로 바쁘진 않아.	Me? I haven't been that busy.						0	
10	我就是花了点时间帮别人写几首曲子罢了。	我就是花了點時間幫別人寫幾首曲子罷了。	ちょっと人に頼まれて曲を書いてるだけだよ。	그냥 몇몇 사람들을 위해 몇 곡을 작곡하는 데 시간을 투자한 것을 제외하면 별다른 일은 없어.	I've just been spending my time writing some music for someone.						0	
11	而这一切的罪魁祸首，那个“朋友”，我终于找到了。	而這一切的罪魁禍首，那個「朋友」，我終於找到了。	ようやく分かった。何もかも、その「友達」のせいであると。	그리고 난 마침내 이 모든 것을 주작했던 범인, 대원들이 말하는 그 친구를 찾아냈다.	I finally discovered the culprit behind all of this — that "friend" everyone was referring to.						0	
b-1											0	
12	安卡希雅！！！	安卡希雅！！！	アカシア！！！	아카시아!!!	Acacia!!!						0	
