字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	我第一次见到你，是在你十二岁的时候……	我第一次見到你，是在你十二歲的時候……	あなたと初めて出会ったのは、あなたが12歳の頃でしたね。	“내가 널 처음 만난 건 네가 열두 살이었을 때였지…”	The first time we met, you were barely 12...						0	
2	窄小的审讯室里，高挑的女人和瘦小的女人面对面坐着。	在窄小的審訊室裡，高挑的女人和瘦小的女人面對面坐著。	狭い尋問室で、長身の女性と小柄な女性が向かい合って座っていた。	좁은 심문실에서 키가 큰 여자와 왜소한 여자가 마주 앉아 있었다.	In the cramped interrogation room, two women sat across from each other, one tall and one petite.						0	
3	不过半米不到的距离，两人的境遇却是天差地别。一道防爆玻璃将两人隔开，坐在里面的那个，手脚和脖颈都被牢牢固定在特制的审讯椅上，动弹不得。	不過五十公分不到的距離，兩人的境遇卻是天差地別。一道防爆玻璃將兩人隔開，坐在裡面的那個，手腳和脖頸都被牢牢固定在特製的審訊椅上，動彈不得。	ふたりの距離は0.5メートルもないが、防犯ガラスの中に座っている人は手足も首も特製の尋問用椅子に固定されていて、身動きが取れないようになっている。	반 미터도 되지 않는 거리였지만, 두 사람의 처지는 하늘과 땅 차이였다. 방탄 유리가 두 사람을 가로막고 있었고 안에 앉아 있는 사람은 손발과 목이 특수 제작된 심문 의자에 단단히 묶여 있어 꼼짝할 수 없었다.	Though only half a meter apart, their worlds were divided by a barrier of blast-proof glass. The prisoner was securely strapped to a specially-made interrogation chair, her movements completely restricted.						0	
4	陶走进来的时候，对面的人正百无聊赖地前后晃动着椅子，发出令人不适的吱呀响声，这是她这些天以来唯一能做的消遣。	τ走進來的時候，對面的人正百無聊賴地前後晃動著椅子，發出令人不適的吱呀響聲，這是她這些天以來唯一能做的消遣。	τが部屋に入ってくる頃には、相手はつまらなさそうに椅子を揺らして、ぎこぎこと鳴る音で時間を潰していた。	τ가 들어왔을 때, 맞은편 사람은 지루하다는 듯 앞뒤로 의자를 흔들며 삐걱거리는 소리를 냈다. 이것은 그녀가 최근에 유일하게 할 수 있는 취미였다.	Upon entering, τ noticed the prisoner absent-mindedly rocking her chair back and forth, the constant squeaking the only diversion in her confined existence.						0	
5	陶顿了顿，用手支起下巴，双眼注视着玻璃后的囚犯。见对方仍心不在焉地看着天花板，便像竹筒倒豆子一样开始了她漫长的讲述。	τ頓了頓，用手撐起下巴，雙眼注視著玻璃後的囚犯。見對方仍心不在焉地看著天花板，便像竹筒倒豆子一樣開始了她漫長的敘述。	一拍置くと、τは両手で自分の顎を支える姿勢のまま、ガラスの向こうに座る囚人を見つめた。相手が彼女を気にせず天井を眺めているのに気づくと、τは言葉を続けた。	τ는 잠시 멈춰서 턱을 괴고 유리뒤에 있는 죄인를 바라보았다. 상대방이 여전히 천장을 바라보며 마음이 없는 듯한 태도를 취하자, τ는 긴 이야기를 시작했다.	Leaning forward and resting her chin on her hand, τ fixed her gaze on the woman behind the glass. The prisoner, still distractedly staring at the ceiling, seemed unaware of her surroundings. Without hesitation, τ went into a long monologue.						0	
6	我二十四岁。那是我在导师门下学习人工智能的第三年……不，那时候人们还把这门课叫计算机。导师也一直改不掉这个习惯，她自始至终都觉得恒沙只是一段程序。	我二十四歲。那是我在導師門下學習人工智慧的第三年……不，那時候人們還把這門課叫電腦。導師也一直改不掉這個習慣，她自始至終都覺得恆沙只是一個程式。	その時の私は24歳でした。先生のもとで人工知能について学ぶようになってから3年経った頃で……世間はまだその学問を「パソコン技術」と呼んでいました。先生もそのクセが抜けず、最初から最後まで、ゴウシャをひとつのプログラムと見做していました。	내가 스물넷이었어. 그때는 교수님 밑에서 인공지능을 공부한 지 3년 차였지… 아니, 그때 사람들은 이 과목을 컴퓨터라고 불렀어. 교수님도 그 습관을 고치지 못하셨고 항상 항사를 단순한 프로그램으로만 생각했거든.	I was 24. It was my third year studying artificial intelligence under my mentor... No, back then, it was still called "computer science." My mentor had always clung to this old term, as she believed GANGES was nothing more than a sophisticated program.						0	
7	跨年夜那天，大学早早放了假，学生和老师都准备回家跨年。我买了几个茶杯蛋糕，打算在没人的图书馆里凑合一晚，就在那时，导师给我打电话，让我去她的家里吃饭。	跨年那天，大學提早放了假，學生和老師都準備回家跨年。我買了幾個杯子蛋糕，打算在沒人的圖書館裡將就一晚，就在那時，導師給我打電話，要我去她的家裡吃飯。	大晦日を迎えたその日、先生も生徒も家でゆっくり年末を過ごすために、大学の講義もいつもより早めに終わりました。私はカップケーキを何個か買って、無人の図書館で一晩やり過ごそうと思っていましたが、先生から電話が掛かってきて、「一緒に食事でもどうかしら」と誘われたんです。	새해 전날, 대학교는 방학에 일찍 들어갔고 학생들과 선생님들은 새해를 맞이하기 위해 집으로 돌아갈 준비를 하고 있었어. 난 컵케이크를 몇 개 사서 사람이 없는 도서관에서 밤을 보내려고 했는데 바로 그때 교수님께서 전화를 걸어 저녁 식사 자리고 초대했어.	On New Year's Eve, the campus was empty, the holiday having sent everyone home early for celebrations. I bought a few cupcakes, planning to rough it for a night in the empty library. That was when my mentor called, inviting me over for dinner.						0	
8	我到了以后很快意识到，她一定是算好了吃饭的人数后准备的食材。她怕早早邀请我，我会因为自尊心拒绝，所以特意在最后关头才联系我。	我到了以後很快就意識到，她一定是算好了吃飯的人數後準備的食材。她怕早早邀請我，我會因為自尊心拒絕，所以特意在最後關頭才聯絡我。	先生の家に着いてから気づいたのですが、どうも最初から私の分まで食材を用意してくれていたようでした。でも私のプライドに配慮して、わざとあのタイミングで電話を寄越してくれたようです。	교수님의 집에 도착하자마자 교수님이 미리 식사 인원을 계산해 놓으신 것을 금방 알 수 있었어. 내 자존심 때문에 초대를 거절할까 봐 마지막 순간에 연락을 주신 거지.	When I arrived, I came to realize she must have meticulously planned the meal for the exact number of guests. She had likely delayed inviting me, fearing an early invitation might be declined out of pride.						0	
9	导师就是这样的人。她和许许多多出生在那个黄金年代的人一样，总是乐观、自信又善解人意，像是永远不会被击垮。	導師就是這樣的人。她和許許多多出生在那個黃金時代的人一樣，總是樂觀、自信又善解人意，像是永遠不會被擊垮。	先生はそういう人なんです。あの黄金の時代に生まれた人達のように、ポジティブで、思いやりがあって、自信に満ち溢れていて、どんな挫折にもくじけないような人だったんです。	교수님은 그런 분이셨어. 황금 시대에 태어난 많은 분들처럼 항상 낙관적이고 자신감 넘치며 이해심이 깊어서 마치 절대로 꺾이지 않을 것처럼 보였어.	That was the kind of person she was. She embodied the spirit of her generation born in that golden era — optimistic, confident, and sensitive, as if nothing could crush them.						0	
