字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	<orange>6月16日上午，11点12分</>，我们来到了研究所。	<orange>6月16日上午，11點12分</>，我們來到了研究所。	<orange>6月16日午前11時12分</>、私たちは研究所に到着した。	<orange>6월 16일 오전 11시 12분</>, 우리는 연구소에 도착했다.	<orange>June 16, 11:12 AM.</> We arrived at the High-Energy Research Institute.						0	2.8主线剧情
2	真理大厅的判决已经结束，在我们拿出决定性的证据后，莉琪的嫌疑很快被洗清——	真理大廳的判決已經結束，在我們拿出關鍵性的證據後，莉琪的嫌疑很快就被洗清——	真理庁での審理は既に終了し、私たちが決定的証拠を提出したあと、リジの嫌疑はあっという間に晴れた――	진리의 전당에서의 재판이 끝났다. 우리가 결정적인 증거를 제시하자, 리지의 혐의는 빠르게 벗겨졌다.	The ruling at the Hall of Truth was behind us. Once we presented the decisive evidence, Lizzie's name was cleared without delay.						0	2.8主线剧情
3	学院的人也对生命草进行了检测，确定了它与莉琪导师绑定，而且是因为绑定人的死亡枯萎。	學院的人也對生命草進行了檢測，確定它與莉琪導師綁定，而且是因為綁定人的死亡而枯萎。	学院側も生命草を調査し、リジの先生と連動されていたこと、連動した人間の死によって枯れたことを確認済みだ。	아카데미 측에서도 생명초에 대한 검사를 진행했다. 생명초가 리지의 교수님과 연결되어 있었다는 점, 연결자의 사망으로 인해 시들었다는 점이 확인되었다.	The Acropolis examined the Zoephoros, verifying that it had been bound to Ms. Tia and that its withering was indeed caused by her death.						0	2.8主线剧情
4	而失去最大的嫌疑人后，整个审理流程便陷入僵局。要重启流程，必须搜集新的证据，找到新的调查方向。	而失去最大的嫌疑犯後，整個審理流程便陷入僵局。要重啟流程，必須蒐集新的證據，找到新的調查方向。	最も有力な容疑者を失った審理は行き詰まった。再開するには、新たな証拠を集め、新たな方向性を見つける必要がある。	가장 유력한 용의자를 잃게 되면서 재판 과정 전체가 교착 상태에 빠졌다. 절차를 다시 시작하려면 새로운 증거를 수집하고 새로운 조사 방향을 찾아야 한다.	With the prime suspect cleared, the trial came to a grinding halt. To move forward with the case, we'd need new leads and fresh evidence.						0	2.8主线剧情
5	这正是我们接下来要做的事情。	這正是我們接下來要做的事。	まさに、私たちが次に取り組むことだ。	이것이 바로 우리가 앞으로 해야 할 일이다.	That was exactly why we were here.						0	2.8主线剧情
6	不过想到这里，我不由得想到芙提雅老师在飞行器上说的话。	不過想到這裡，我不禁想到芙提雅老師在飛行器上說的話。	私は思わずフリティア先生が飛行機で言ったことを思い出した。	이런 생각이 들자, 문득 프티야가 비행기에서 했던 말이 떠올랐다.	Still, I couldn't help but recall something Professor Fritia had said back on the aircraft...						0	2.8主线剧情
7	卫城学院不是法外之地，才不会随便发生案件。	衛城學院不是法外之地，才不會隨便發生案件。	アクロポリス学院は無法地帯じゃないんだから、簡単に事件が起こったりしないの。	아크로폴리스 아카데미는 무법지대가 아니야. 함부로 사건이 일어나지 않을 거라고.	After all, the Academica Acropolis isn't some lawless wasteland. It's a respected sanctuary of knowledge.						0	2.8主线剧情
8	这算不算某种形式上的一语成谶呢。	這算不算某種形式上的一語成讖呢。	そんなことを言ったそばからのこれである。	이게 어떤 의미로는 불길한 예언이 된 걸까.	Famous last words, huh.						0	2.8主线剧情
9	我想着转头看了看，不过没有看见芙提雅老师。	我想著轉頭看了看，但沒有看見芙提雅老師。	そう思いながら振り返ってみると、フリティアの姿が見当たらなかった。	고개를 돌려 주위를 둘러봤지만, 프티야는 보이지 않았다.	I glanced around instinctively — but Fritia was nowhere in sight.						0	2.8主线剧情
10	真理大厅的审理结束后，她和莉琪说了几句话，就和她一起去了临时的研究室。走之前，还很自信地说要给我一个惊喜。	真理大廳的審理結束後，她和莉琪說了幾句話，就跟她一起去了臨時的研究室。走之前，還很自信地說要給我一個驚喜。	真理庁の審理が終わったあと、彼女はリジと少し話をして、臨時研究室に行くことになった。しかも行く前に、私にサプライズをくれると自信満々に言い放った。	진리의 전당의 재판이 끝난 후, 그녀는 리지와 잠시 이야기를 나누더니 함께 임시 연구실로 갔다. 가기 전에는 내게 깜짝 놀랄 만한 것을 보여주겠다며 자신만만하게 말했었다.	After the verdict, she'd exchanged a few words with Lizzie and then left with her for a temporary lab setup. Before she went, she flashed me a confident smile and promised a surprise.						0	2.8主线剧情
11	于是我带着薇蒂雅、伊切尔一起先来到研究所。然而在走进走廊前——	於是我帶著薇蒂雅、伊切爾一起先來到研究所。然而在走進走廊前——	そこで私はヴィディアとイチェルを連れて、先に研究所に来た。しかし、廊下に入る前に――	그래서 나는 비디야, 이첼을 데리고 먼저 연구소로 향했다. 하지만 복도로 들어가기 직전…	So for now, I continued on with only Vidya and Eatchel. But just as we stepped into the corridor...						0	2.8主线剧情
12	滴滴滴滴。	滴滴滴滴。	ピピピピピ……	삐삐삐삐.	*beep, beep, beep—*						0	2.8主线剧情
13	好吵好吵！	好吵好吵！	んもー！うるさいっ！	시끄러워! 시끄러워!	Ugh! So loud!						0	2.8主线剧情
14	四周响起不断循环的急促警报声，伊切尔生气地左顾右盼，超凶地露出自己的虎牙。	四周響起不斷循環的急促警報聲，伊切爾生氣地左顧右盼，超兇地露出自己的虎牙。	周りにけたたましい警報音が響き渡った。イチェルは怒りながら、キョロキョロと辺りを見回し、恐ろしい形相で犬歯を剥き出した。	사방에서 울리는 다급한 경보음에 이첼이 짜증스럽게 두리번거리며 사납게 송곳니를 드러냈다.	A shrill alarm blared on repeat, echoing down the hallway. Eatchel scowled, flashing her sharp little fangs as she looked around in annoyance.						0	2.8主线剧情
15	而在这时，一直跟在我们身后的多莉丝跑了过来，连忙关掉了走廊入口的警报。由于莉琪被芙提雅带走，所以我们委托了多莉丝带我们调查现场。	而在這時，一直跟在我們身後的多莉絲跑了過來，連忙關掉走廊入口的警報。由於莉琪被芙提雅帶走，所以我們請了多莉絲帶我們調查現場。	すると、ついてきたドリスが駆け寄ってきて、慌てて入り口にある警報を止めた。リジはフリティアに連れて行かれたので、私たちはドリスに頼んで、現場を案内してもらっていた。	그때 우리 뒤를 계속 따라오던 도리스가 달려오더니 허둥대며 복도 입구의 경보음을 껐다. 리지는 프티야가 데려갔기 때문에, 우리는 도리스에게 현장 조사를 함께하도록 부탁했다.	Just then, Doris — who'd been following close behind — rushed forward and quickly disabled the alarm at the corridor entrance. Since Lizzie had left with Fritia, we'd asked Doris to assist with the site investigation.						0	2.8主线剧情
16	抱，抱歉！	抱，抱歉！	ご、ごめんなさい！	죄, 죄송해요!	S—Sorry about that!						0	2.8主线剧情
17	这个警报是？	這個警報是？	この警報は？	이 경보음은 뭐야?	What triggered the alarm?						0	2.8主线剧情
18	是这层楼的安全装置……会对出入人员进行扫描，如果探测到威胁性的武器或者一些危险道具，就会发出警报。	是這層樓的安全裝置……會對出入人員進行掃描，如果偵測到威脅性的武器或一些危險道具，就會發出警報。	このフロアの安全装置が作動しちゃったんです。出入りする人をスキャンして、危険な武器と道具を感知したら鳴り出すんです。	이 층의 보안 장치예요… 출입 인원을 스캔해 위협적인 무기나 위험한 도구가 감지되면 경보음이 울리죠.	It's the floor's security system... It automatically scans everyone entering or exiting. If it detects weapons or anything dangerous, it sounds the alarm.						0	2.8主线剧情
19	多莉丝说完，不自觉露出了可怜兮兮的表情。	多莉絲說完，不自覺露出了可憐兮兮的表情。	ドリスはそう言うと、思わず弱気な表情を浮かべた。	도리스는 그렇게 말하더니 저도 모르게 불쌍한 표정을 지었다.	Doris wore an uneasy, almost apologetic look.						0	2.8主线剧情
20	……	……	……	…	...						0	2.8主线剧情
21	我和薇蒂雅面面相觑一会，然后干咳一声，看向多莉丝。	我和薇蒂雅面面相覷，然後乾咳一聲，看向多莉絲。	ヴィディアと顔を見合わせると、私は咳払いをしてドリスに振り返った。	나와 비디야는 서로 물끄러미 마주 보다가 헛기침하고 도리스를 바라봤다.	Vidya and I exchanged an awkward glance. I cleared my throat and turned back to Doris.						0	2.8主线剧情
22	我们身为安全专员，随身携带一些防身用的武器，也是很合理的事情吧。	我們身為安全專員，隨身攜帶一些防身用的武器，也是很合理的事吧。	私たちは安全要員だ。護身用に武器くらい持っていても変じゃないと思うが。	우리가 보안 요원으로서 호신용 무기를 휴대하는 건 당연한 일이 아닌가?	As security specialists, it's reasonable for us to carry a few... protective tools, wouldn't you say?						0	2.8主线剧情
23	是的，非常合理。	是的，非常合理。	はい、もちろんです。	네, 매우 당연하죠.	Y—Yes! Absolutely reasonable!						0	2.8主线剧情
24	多莉丝慌不迭地点头。	多莉絲慌忙地點頭。	ドリスは慌てて頷いた。	도리스가 황급히 고개를 끄덕였다.	She nodded rapidly, clearly flustered.						0	2.8主线剧情
