字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		看小情报官的反应，茶叶梗立起来预示好运的说法深入人心啊……	0	2.7版本妮塔入队剧情
page1.2	H主角		不过，要给妮塔泡茶的话……该选什么茶比较合适呢？	0	2.7版本妮塔入队剧情
page1.3	H主角		妮塔？你在这里鬼鬼祟祟的，该不会又在偷偷搬运零食吧？	0	2.7版本妮塔入队剧情
page1.4	H妮塔		啊哈哈……没有没有，我是因为昨天小麦饮喝太多了，才想泡点茶来缓解头痛……	0	2.7版本妮塔入队剧情
page1.5	H主角		这里应该有茉莉安存放的一些红茶，我记得她说要是有人想喝随时可以……	0	2.7版本妮塔入队剧情
page1.6	H妮塔		诶？不不不，那些茶也太贵重了！像我这种不懂茶的门外汉也喝不出什么区别。	0	2.7版本妮塔入队剧情
page1.7	H妮塔		我还是去公司的免费小料盒里找点吧，那里的东西也挺好的！	0	2.7版本妮塔入队剧情
page1.8	H主角		小料盒里倒是选择不少，你打算用哪些？	0	2.7版本妮塔入队剧情
page1.9			妮塔信心满满地拿起养生壶，专注地往其中倒入茶料，等待它们在温热的水中舒展开来。	0	2.7版本妮塔入队剧情
page1.10	H主角		蜜桃乌龙茶底再加上方糖，这样不会太甜吗？	0	2.7版本妮塔入队剧情
page1.11	H妮塔		不会啊，我还想再加点蜂蜜……这种甜甜的热茶喝下肚，感觉就像被分析员抱着一样。	0	2.7版本妮塔入队剧情
page1.12	H主角		就按照妮塔的喜好，来调制这杯茶吧。	0	2.7版本妮塔入队剧情
page1.13			将蜜桃乌龙茶煮上片刻，在茶香渐溢时放上两枚方糖，再倒入琥珀色的蜂蜜。	0	2.7版本妮塔入队剧情
page1.14			最后几经尝试，才在水面成功放上一根挺立的乌龙茶叶梗。	0	2.7版本妮塔入队剧情
page1.15			虽然看似是精心布置的幸运符号，但谁又能说这不是命运的特别眷顾呢。	0	2.7版本妮塔入队剧情
