字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			拿着铜钱，我和妮塔很快在基地里找到肴，没想到卜卜竟然也在这里。	0	2.7版本妮塔入队剧情
page1.2	H卜卜		早呀，分析员，妮塔。	0	2.7版本妮塔入队剧情
page1.3	H主角		肴这是怎么了？	0	2.7版本妮塔入队剧情
page1.4	H卜卜		她来找我占卜退休的时间，但我卜到一半，她就睡着了。	0	2.7版本妮塔入队剧情
page1.5	H妮塔		那占卜的结果是什么？	0	2.7版本妮塔入队剧情
page1.6	H卜卜		别提了，每次快有结果时就天雷大作，肴怕是要打一辈子工了！	0	2.7版本妮塔入队剧情
page1.7	H主角		还好肴睡着了……不用听到这么可怕的事。	0	2.7版本妮塔入队剧情
page1.8	H卜卜		咦！我看你们两位红光满面，精神焕发，似乎是要遇到好事情了呢！	0	2.7版本妮塔入队剧情
page1.9	H妮塔		嗯？会有什么好事情？	0	2.7版本妮塔入队剧情
page1.10	H卜卜		看起来，这是一份机缘。	0	2.7版本妮塔入队剧情
page1.11	H妮塔		鸡……圆？	0	2.7版本妮塔入队剧情
page1.12	H卜卜		机——缘，就是机会和缘分。	0	2.7版本妮塔入队剧情
page1.13	H卜卜		有这种机缘的话，就不能靠简单的掐算，得拿出真本事来了。	0	2.7版本妮塔入队剧情
page1.14			说完，卜卜不知从哪里拿出了一个装满木签的竹筒出来。	0	2.7版本妮塔入队剧情
page1.15	H卜卜		请吧！从这里面抽一支出来。	0	2.7版本妮塔入队剧情
page1.16	H主角		妮塔来选吧。	0	2.7版本妮塔入队剧情
page1.17	H妮塔		我……我吗？但我一直运气都不太好……	0	2.7版本妮塔入队剧情
page1.18	H主角		没关系的，现在这可是承载了我们两个人的期冀。	0	2.7版本妮塔入队剧情
page1.19	H妮塔		如果是这样的话，那我就有信心了！	0	2.7版本妮塔入队剧情
page1.20	H妮塔		嘿呀！	0	2.7版本妮塔入队剧情
page1.21			妮塔闭上眼睛，凭直觉选了一支签。	0	2.7版本妮塔入队剧情
page1.22	H妮塔		让我看看……哎！分析员，这上面写着上上签！	0	2.7版本妮塔入队剧情
page1.23	H主角		的确，很不错呢，妮塔。	0	2.7版本妮塔入队剧情
page1.24	H卜卜		恭喜恭喜，另外，签上应该还有一些签文来着。	0	2.7版本妮塔入队剧情
page1.25	H妮塔		<orange>“巨石天降，不伤分毫”。</>	0	2.7版本妮塔入队剧情
page1.26	H妮塔		<orange>“机关重重，亦无所惧”。</>	0	2.7版本妮塔入队剧情
page1.27	H妮塔		<orange>“他山之石，可以攻玉”。</>	0	2.7版本妮塔入队剧情
page1.28	H妮塔		<orange>“破局之法，且往东行”。</>	0	2.7版本妮塔入队剧情
page1.29	H妮塔		卜卜天师，上面的字我都认识，但连起来什么都看不懂啊！	0	2.7版本妮塔入队剧情
page1.30	H卜卜		不急不急，让我想想。	0	2.7版本妮塔入队剧情
page1.31	H卜卜		签的大致意思是，你们要找的东西在<orange>东边，有巨石和机关的地方 。</>	0	2.7版本妮塔入队剧情
page1.32	H卜卜		至于他山之石，可以攻玉……唔，本天师一时间也不得解法。	0	2.7版本妮塔入队剧情
page1.33	H妮塔		我明白了，这句话的意思一定是……<orange>不管石头还是玉，都一拳打爆!</>	0	2.7版本妮塔入队剧情
page1.34	H主角		（还真是简单又粗暴的理解……）	0	2.7版本妮塔入队剧情
page1.35	H主角		卜卜，还有没有更具体一些的提示？	0	2.7版本妮塔入队剧情
page1.36	H卜卜		这个……天机不可泄露，说得太多，机缘可就抓不住了。	0	2.7版本妮塔入队剧情
page1.37	H卜卜		分析员这么厉害，一定能找到的！	0	2.7版本妮塔入队剧情
page1.38	H主角		……我尽力吧。	0	2.7版本妮塔入队剧情
