字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		请问，这些空易拉罐是你的吗？	0	2.7版本妮塔入队剧情
page1.2	H热情的员工		诶？分……分析员！我这就收拾，我不是想故意乱扔垃圾！	0	2.7版本妮塔入队剧情
page1.3	H主角		不不不，你误会了。我是想说，如果你不需要的话，可以给我吗？	0	2.7版本妮塔入队剧情
page1.4	H热情的员工		分析员想要这些易拉罐？是要做什么特别的研究吗？	0	2.7版本妮塔入队剧情
page1.5	H主角		卖废品。	0	2.7版本妮塔入队剧情
page1.6	H热情的员工		什……什么？！以分析员的地位，怎……怎么会需要卖废品！	0	2.7版本妮塔入队剧情
page1.7	H主角		这跟地位职务没什么关系，只是一种特别的理财方式而已。虽然赚得不多，但日积月累也是一笔不小的收入。	0	2.7版本妮塔入队剧情
page1.8			从同事手中接过空易拉罐后，我将它们一个一个踩扁，并排列齐整。	0	2.7版本妮塔入队剧情
page1.9	H热情的员工		分析员朴实无华的生活态度，简直就是我们学习的榜样！我这就联系宣传部，给您拍个专题片！	0	2.7版本妮塔入队剧情
page1.10			一双泪眼凝视着我，我连忙用拒绝的话语打断对方离谱的设想。	0	2.7版本妮塔入队剧情
page1.11	H主角		这……这就不用了。说实话，一开始我也觉得收废品有点……难以接受。	0	2.7版本妮塔入队剧情
page1.12	H主角		但看到妮塔每次都能理直气壮地赚这份钱，不知道什么时候开始，我羡慕起她坦然、勇气。	0	2.7版本妮塔入队剧情
page1.13	H主角		总之，就算大家有学习榜样，也该是妮塔才对。	0	2.7版本妮塔入队剧情
page1.14	H主角		（难得能帮妮塔找到这么多空罐子，不知道待会她看到会是什么表情……）	0	2.7版本妮塔入队剧情
