字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H悠闲的员工		嗨~分析员，我刚泡了一杯特调咖啡，要不要尝尝看	0	2.7版本妮塔入队剧情
page1.2			架不住同事的热情邀请，我接过了那杯咖啡。	0	2.7版本妮塔入队剧情
page1.3			浓郁的咖啡香气中，隐约飘着一丝说不清道不明的异样气息。但我还是一口气喝了下去。	0	2.7版本妮塔入队剧情
page1.4			随着咖啡入喉，眼前的景象开始变得模糊不清，腹部传来隐隐阵痛。	0	2.7版本妮塔入队剧情
page1.5	H悠闲的员工		诶？分析员，你的脸色好难看啊。	0	2.7版本妮塔入队剧情
page1.6			虽然这杯咖啡的杀伤力还没到那种程度，但我知道此时倒下，是一个利益最大化的选择。	0	2.7版本妮塔入队剧情
page1.7			咚——！我躺在冰冷的地板上，「随心兑」似乎已经在向我招手。	0	2.7版本妮塔入队剧情
page1.8	H悠闲的员工		分析员！医疗部！快叫医疗部来人啊！	0	2.7版本妮塔入队剧情
page1.9	H主角		不用那么麻烦……我就是有点想吐……你在咖啡里加了什么？	0	2.7版本妮塔入队剧情
page1.10	H悠闲的员工		章鱼腿和墨鱼籽啊？这可是琴诺教我的独家配方呢！	0	2.7版本妮塔入队剧情
page1.11	H悠闲的员工		分析员！对不起对不起！我会承担起你的医药费和精神损失费！	0	2.7版本妮塔入队剧情
page1.12	H主角		啊……医药费就不用了……你手上有多余的「随心兑」吗？	0	2.7版本妮塔入队剧情
page1.13	H悠闲的员工		随……公司发的那种代金券吗？	0	2.7版本妮塔入队剧情
page1.14	H悠闲的员工		全部都给分析员！分析员要是之后还有什么不舒服，一定要跟我说！	0	2.7版本妮塔入队剧情
