字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H妮塔		妮塔妮塔妮塔妮塔~穿新衣的妮塔~	0	2.7版本妮塔入队剧情
page1.2	H妮塔		贫穷的妮塔~打工的妮塔~总会有把保险柜~填满的一天！	0	2.7版本妮塔入队剧情
page1.3	H主角		（浴室里传来五音不全的歌声，算不上好听却很有活力，仿佛能看到妮塔在水雾中欢快地舞动。）	0	2.7版本妮塔入队剧情
page1.4	H主角		（已经把“填满保险箱”的梦想编成歌了吗……）	0	2.7版本妮塔入队剧情
page1.5	H妮塔		嗯？是分析员在外面吗？	0	2.7版本妮塔入队剧情
page1.6	H主角		是我。	0	2.7版本妮塔入队剧情
page1.7	H妮塔		啊……那分析员岂不是听到了我的自创歌……呜哇，好羞耻。	0	2.7版本妮塔入队剧情
page1.8	H主角		我倒是第一次发现，妮塔还有创作歌曲的艺术天分呢。	0	2.7版本妮塔入队剧情
page1.9	H主角		就是这曲风……怎么说呢，有点复古的感觉……	0	2.7版本妮塔入队剧情
page1.10	H妮塔		可能是因为前阵子去孤儿院看望孩子们的时候，一起看了些老动画片吧。	0	2.7版本妮塔入队剧情
page1.11	H妮塔		怀旧的旋律不知不觉就印在脑子里了。	0	2.7版本妮塔入队剧情
page1.12	H妮塔		分析员~稍等我一下，我马上出来哦~	0	2.7版本妮塔入队剧情
