字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		辰星？	0	2.7版本妮塔入队剧情
page1.2	H姬辰星		啊，郎君……	0	2.7版本妮塔入队剧情
page1.3	H姬辰星		抱歉，我看书太入迷了，没注意到郎君过来。	0	2.7版本妮塔入队剧情
page1.4	H主角		没事，我来找辰星是想确认一样东西。	0	2.7版本妮塔入队剧情
page1.5	H姬辰星		东西？	0	2.7版本妮塔入队剧情
page1.6			拿出紫金葫芦展示给辰星。	0	2.7版本妮塔入队剧情
page1.7	H主角		这葫芦看起来是朔州做工，辰星知道它的来历吗？	0	2.7版本妮塔入队剧情
page1.8	H姬辰星		的确有些熟悉……	0	2.7版本妮塔入队剧情
page1.9			辰星闭上眼睛，沉吟片刻，随即露出一个胸有成竹的笑容。	0	2.7版本妮塔入队剧情
page1.10	H姬辰星		这个葫芦，应该是传说中某个仙人的宝物。	0	2.7版本妮塔入队剧情
page1.11	H主角		仙……仙人？	0	2.7版本妮塔入队剧情
page1.12	H主角		你先等等，我去把妮塔喊过来。	0	2.7版本妮塔入队剧情
page1.13			很快，我带着兴奋的妮塔回到了辰星面前。	0	2.7版本妮塔入队剧情
page1.14	H姬辰星		简单来说，这个葫芦和朔州的一个传说有关。	0	2.7版本妮塔入队剧情
page1.15	H姬辰星		据说在古代，某年里天下大旱，民不聊生。	0	2.7版本妮塔入队剧情
page1.16	H姬辰星		一位仙人出世消灾，随后发现旱灾是一只怪物所致。	0	2.7版本妮塔入队剧情
page1.17	H姬辰星		但那怪物藏在<orange>迷宫</>之中，凡人皆不能进，仙人也觉得非常棘手。	0	2.7版本妮塔入队剧情
page1.18	H妮塔		我知道！接下来应该是仙人推算出了破解迷宫的办法对吧？	0	2.7版本妮塔入队剧情
page1.19	H姬辰星		并非如此，这位仙人用了最简单直接的方式——以力破敌。	0	2.7版本妮塔入队剧情
page1.20	H姬辰星		迷宫中存在着<orange>两道封印</>，都有怪物看守。	0	2.7版本妮塔入队剧情
page1.21	H姬辰星		而仙人一一<orange>迎战了这两个怪物，将其全部打败，</>然后就到了迷宫深处。	0	2.7版本妮塔入队剧情
page1.22	H妮塔		哦哦！	0	2.7版本妮塔入队剧情
page1.23	H主角		（看起来这故事很对妮塔的胃口。）	0	2.7版本妮塔入队剧情
page1.24	H姬辰星		在迷宫深处，仙人看到了最强大的怪物，它像一座小山一样巨大。	0	2.7版本妮塔入队剧情
page1.25	H妮塔		难不成是泰坦？	0	2.7版本妮塔入队剧情
page1.26	H主角		……不，古代并没有泰坦。	0	2.7版本妮塔入队剧情
page1.27	H姬辰星		咳咳，总之，仙人朝怪物发起了攻击。	0	2.7版本妮塔入队剧情
page1.28	H姬辰星		但是，那怪物竟然刀枪不入，水火不侵，所有攻击都被挡了下来。	0	2.7版本妮塔入队剧情
page1.29	H妮塔		这该怎么办？！	0	2.7版本妮塔入队剧情
page1.30	H主角		听上去，轮到紫金葫芦登场了吧？	0	2.7版本妮塔入队剧情
page1.31	H姬辰星		郎君说得对，仙人最厉害的宝物便是那个<orange>紫金葫芦。</>	0	2.7版本妮塔入队剧情
page1.32	H姬辰星		只需要<orange>念出怪物的名字</>，就能将怪物收进葫芦中。	0	2.7版本妮塔入队剧情
page1.33			随着辰星的故事娓娓道来，妮塔脸上浮现出傻乎乎的笑容，双眼也放空起来。	0	2.7版本妮塔入队剧情
page1.34			她的脑内剧场应该正演到精彩时刻。	0	2.7版本妮塔入队剧情
page1.35	H姬辰星		于是仙人心生一计，假意声称自己不杀无名之辈，以此激怒怪物。	0	2.7版本妮塔入队剧情
page1.36	H姬辰星		那怪物果然中计，大声说出了自己的名字。	0	2.7版本妮塔入队剧情
page1.37	H姬辰星		就这样，仙人顺利收服了怪物，旱灾也被解决了。	0	2.7版本妮塔入队剧情
page1.38			讲完故事，辰星将紫金葫芦还给了我。	0	2.7版本妮塔入队剧情
page1.39	H姬辰星		这便是全部了，不知道有没有帮到郎君……	0	2.7版本妮塔入队剧情
page1.40	H主角		多亏了辰星，我现在有些头绪了。	0	2.7版本妮塔入队剧情
page1.41	H主角		不得不说，辰星很会讲故事呢。以后再给我多讲些有趣的朔州传说好吗？	0	2.7版本妮塔入队剧情
page1.42	H姬辰星		郎君爱听，我自然乐意。	0	2.7版本妮塔入队剧情
page1.43	H姬辰星		不过现在郎君应该和妮塔还有事要忙吧。等事情都妥当了，郎君再来我这里闲坐也不迟~	0	2.7版本妮塔入队剧情
page1.44	H妮塔		辰星真好~那我和分析员就先走一步啦！	0	2.7版本妮塔入队剧情
page1.45			在辰星的注视下，妮塔拉着我奔向下一个目的地。	0	2.7版本妮塔入队剧情
