字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H芙提雅		呀~分析员和妮塔来了~	0	2.7版本妮塔入队剧情
page1.2	H茉莉安		我从家里捎了些特别的茶，所以就想请大家来尝尝。	0	2.7版本妮塔入队剧情
page1.3	H薇蒂雅		诶嘿嘿，四女一男的群像戏，会发生点什么呢~	0	2.7版本妮塔入队剧情
page1.4	H主角		抱歉，虽然收到了邀请函，但我和妮塔还有些要紧事，只能下次再喝……	0	2.7版本妮塔入队剧情
page1.5	H主角		喂，妮塔！你怎么已经喝上了？	0	2.7版本妮塔入队剧情
page1.6	H妮塔		(吸溜)这茶太香了，我忍不住了嘛。	0	2.7版本妮塔入队剧情
page1.7	H茉莉安		这款茶叫<orange>“摆渡”</>，在我家乡话里也有<orange>海浪私语</>的意思。	0	2.7版本妮塔入队剧情
page1.8	H茉莉安		它用岩盐熏制的红茶做基底，刚喝时能闻到<orange>海边</>柠檬树的清香，尾调是海藻烘焙后的烟熏香味。	0	2.7版本妮塔入队剧情
page1.9	H薇蒂雅		啊~仿佛置身于在黄昏的甲板上，和分析员在躺椅上迎接落日，真是太美好了~	0	2.7版本妮塔入队剧情
page1.10	H主角		既然你们都觉得不错，那也给我来一杯吧。	0	2.7版本妮塔入队剧情
page1.11			只一小口，琥珀色的茶汤立刻带来清冽的海风气息。	0	2.7版本妮塔入队剧情
page1.17	H芙提雅		呼~被老板盯着干了好几天的活，总算有时间休息休息了。	0	2.7版本妮塔入队剧情
page1.18	H茉莉安		诶……被陶董？	0	2.7版本妮塔入队剧情
page1.19	H芙提雅		对啊，偷偷告诉你们，下次行动的地点是在……	0	2.7版本妮塔入队剧情
page1.20	H妮塔		我也要听，我也要听。	0	2.7版本妮塔入队剧情
page1.21			四个脑袋凑在了一起，叽叽咕咕的声音里，我隐约辨别出<orange>卡戎平台、霍尔姆</>等词语。	0	2.7版本妮塔入队剧情
page1.22	H主角		芙提雅的消息还真是灵通。	0	2.7版本妮塔入队剧情
page1.23	H芙提雅		反正我都知道这么多了~分析员不如再多说点？比如……你选好随行队员了吗。	0	2.7版本妮塔入队剧情
page1.24	H芙提雅		那里靠近我的母校，我正好回去看看，所以……	0	2.7版本妮塔入队剧情
page1.25	H茉莉安		如果是海边的话，“幽潮”一定能快速适应作战环境，我认为……	0	2.7版本妮塔入队剧情
page1.26	H薇蒂雅		我都好久没和分析员一起……	0	2.7版本妮塔入队剧情
page1.27			她们三个一窝蜂地挤到我面前，争先恐后地表达着期望。	0	2.7版本妮塔入队剧情
page1.28			一句破了音的大叫震住了所有人，大家停下动作，看向妮塔。	0	2.7版本妮塔入队剧情
page1.29	H妮塔		停一停！听我说一句！	0	2.7版本妮塔入队剧情
page1.30			这一声坚实有力，却又很快淹没于沉重的呼吸声中，片刻后略带颤抖的声音才响起。	0	2.7版本妮塔入队剧情
page1.31	H妮塔		这次的机会，就让给我吧。	0	2.7版本妮塔入队剧情
page1.32	H妮塔		因为……我实在等得太久太久了……虽然我也可以继续留在公司备战、训练……	0	2.7版本妮塔入队剧情
page1.33	H妮塔		但至少让我真正去面对一次零区外面的敌人，一次就好！	0	2.7版本妮塔入队剧情
page1.34	H妮塔		只有亲自确定和分析员之间的距离，我才知道怎样才能追赶上他，配得上和他同行。	0	2.7版本妮塔入队剧情
page1.35	H芙提雅		妮塔……	0	2.7版本妮塔入队剧情
page1.36	H薇蒂雅		呜……虽然还是不想放弃，但这番话……好感人……	0	2.7版本妮塔入队剧情
page1.37	H茉莉安		和我的决心不相上下呢……不过这个问题还是得交给分析员来决定吧？	0	2.7版本妮塔入队剧情
page1.38	H妮塔		分析员，你的答案是？	0	2.7版本妮塔入队剧情
page1.39			我没有回答，只是向妮塔伸出了手。	0	2.7版本妮塔入队剧情
page1.40			在感受到她颤抖的指尖，和微微湿润的手心后，我紧紧牵住了她。	0	2.7版本妮塔入队剧情
page1.41	H薇蒂雅		唉，既然分析员已经做了决定，我只能期待下一次的亮相了……	0	2.7版本妮塔入队剧情
page1.42	H茉莉安		分析员和妮塔还有事要忙的话，就赶紧去吧~失落三人组要继续我们的茶话会了。	0	2.7版本妮塔入队剧情
page1.43	H茉莉安		对了~家里人已经偷偷告诉我大奖的内容了哦。	0	2.7版本妮塔入队剧情
page1.44	H妮塔		是什么？是什么？！	0	2.7版本妮塔入队剧情
page1.45	H茉莉安		呵呵，秘~密~。	0	2.7版本妮塔入队剧情
