字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		保险箱的密码……居然真的是这组数字……	0	2.7版本妮塔入队剧情
page1.2			随着保险箱缓缓打开，几块金砖在灯光下闪烁着光芒。虽然夺目，却衬得保险箱内部有些空旷。	0	2.7版本妮塔入队剧情
page1.3	H主角		之前开会的时候，她们说过惊吓也是能让妮塔心率提升的方法之一……	0	2.7版本妮塔入队剧情
page1.4	H主角		如果保险箱在一夜之间突然被填满……她应该会被吓得不轻吧。	0	2.7版本妮塔入队剧情
page1.5	H主角		不过要用黄金把整个保险箱塞满……短时间内恐怕很难凑齐那么多……	0	2.7版本妮塔入队剧情
page1.6	H妮塔		真的不能多给一张吗?小情报官，这是我一生亿次的请求！	0	2.7版本妮塔入队剧情
page1.7	卡罗琳		不行！「随心兑」的总量和每个人拿到手的定量，都经过了严格的规划，连陶董都不能多拿。	0	2.7版本妮塔入队剧情
page1.8	H主角		（「随心兑」是世界树内部发行的代金券，不仅可以自由地在合作商家处任意使用，而且还没有任何使用限制和门槛。）	0	2.7版本妮塔入队剧情
page1.9	H主角		（对妮塔来说，和数据金只有细微差别的「随心兑」，有一种不可抗拒的致命诱惑力。）	0	2.7版本妮塔入队剧情
page1.10	H妮塔		真的不能多给一张吗？分析员，这是我一生亿次的请求！	0	2.7版本妮塔入队剧情
page1.11	H主角		不要一样的台词又对我说一遍……	0	2.7版本妮塔入队剧情
page1.12	H主角		而且身为公司的管理层，我更应该以身作则，杜绝公司内部出现不合规的行为。	0	2.7版本妮塔入队剧情
page1.13	H卡罗琳		所以啊，你就死心吧~妮塔。	0	2.7版本妮塔入队剧情
page1.14	H妮塔		好吧，那我只能打<orange>同事</>的主意了……	0	2.7版本妮塔入队剧情
page1.15	H主角		你该不会是想打劫……	0	2.7版本妮塔入队剧情
page1.16	H妮塔		放心啦~分析员，我做事，就讲究个你情我愿。	0	2.7版本妮塔入队剧情
page1.17	H妮塔		肴~今天排班表上有你的名字哦。	0	2.7版本妮塔入队剧情
page1.18	H肴		Zzz……唔，五张「随心兑」在这里，出勤的事就拜托给妮塔了。	0	2.7版本妮塔入队剧情
page1.19	H妮塔		包在我身上！	0	2.7版本妮塔入队剧情
page1.20	H主角		这么说来……「随心兑」确实是个完美的替代品呢。	0	2.7版本妮塔入队剧情
