字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		这些没人要的纸箱……不如拆开叠好，方便妮塔找到。	0	2.7版本妮塔入队剧情
page1.2	H主角		她之前为了收集废品，可是像个永动机似的在基地里转来转去……	0	2.7版本妮塔入队剧情
page1.3	H员工琪琪		分析员……为了更好地了解队员们的身体状况，研究部给每个人都配备了步数记录装置。	0	2.7版本妮塔入队剧情
page1.4	H主角		然后呢？是出了什么问题吗？	0	2.7版本妮塔入队剧情
page1.5	H员工琪琪		嗯……有几个小问题。比如，肴一整天的步数居然只有三位数……	0	2.7版本妮塔入队剧情
page1.6	H员工琪琪		不过更让人担心的是，妮塔的步数几乎是队员平均值的4倍！	0	2.7版本妮塔入队剧情
page1.7	H主角		4……4倍？	0	2.7版本妮塔入队剧情
page1.8	H员工琪琪		为了不影响正常训练安排，希望分析员能和妮塔谈谈，让她收敛一下这种暴走行为。	0	2.7版本妮塔入队剧情
page1.9			研究员离开后，我立刻找到了正在基地里转悠的妮塔。	0	2.7版本妮塔入队剧情
page1.10	H主角		所以，妮塔的步数暴增到底是怎么回事？	0	2.7版本妮塔入队剧情
page1.11	H妮塔		哈哈……这个啊。	0	2.7版本妮塔入队剧情
page1.12	H妮塔		我发现基地里经常会有废弃的纸箱，想收集起来卖掉。	0	2.7版本妮塔入队剧情
page1.13	H妮塔		但是，好货可遇不可求，而且那些扫地机器人特别积极！我要是不多跑几趟，好东西就都被它们抢走啦！	0	2.7版本妮塔入队剧情
page1.14	H主角		不用和扫地机器人争抢纸箱的一天，对妮塔来说，也算是一种特别的幸运吧……	0	2.7版本妮塔入队剧情
