字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		零食柜又上新了，嗯……估计今晚妮塔就会来搜刮了……	0	2.7版本妮塔入队剧情
page1.2	H主角		嗯？奇怪，后勤部这次选的零食……怎么都是妮塔不感兴趣的。	0	2.7版本妮塔入队剧情
page1.3	H里芙		我时常会想，海姆达尔……也就是我们，未来会去向何方呢？	0	2.7版本妮塔入队剧情
page1.4	H芬妮		那还用说嘛~当然是亲爱的去哪里，我们就跟……	0	2.7版本妮塔入队剧情
page1.5	H妮塔		我打算去零食柜薅点油炸土豆片。	0	2.7版本妮塔入队剧情
page1.6	H芬妮		啊？那不就是薯片吗？	0	2.7版本妮塔入队剧情
page1.7	H里芙		妮塔，你误会了我的意思，我在探讨的是我们的人生意义。	0	2.7版本妮塔入队剧情
page1.8	H里芙		当然，我也认同芬妮的答案……嗯？妮塔人呢？	0	2.7版本妮塔入队剧情
page1.9	H芬妮		她说她去整点油炸土豆片，你没听到吗？	0	2.7版本妮塔入队剧情
page1.10	H里芙		……	0	2.7版本妮塔入队剧情
page1.11			一阵忙碌之后，零食柜被我重新塞得满满当当，各种口味的薯片一应俱全。	0	2.7版本妮塔入队剧情
page1.12			这一柜子的心头好，对妮塔来说，一定是个不小的惊喜。	0	2.7版本妮塔入队剧情
