字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H奈莉德		……		2.8版本随机事件
page1.2	H主角		怎么了，一直盯着邮件界面发呆？		2.8版本随机事件
page1.3	H奈莉德		卫城学院给毕业生们寄了邀请函，希望毕业生们偶尔也能回校开开讲座，或是简单传授些经验。		2.8版本随机事件
page1.4	H主角		那你的想法是？		2.8版本随机事件
page1.5	H奈莉德		我没兴趣。		2.8版本随机事件
page1.6	H主角		说起来，我很少听你讲起学生时代的事。		2.8版本随机事件
page1.7	H主角		奈莉德当时有参加过什么社团，或者学生活动吗？		2.8版本随机事件
page1.9	H奈莉德		没有，卫城学院的社团大多都很无聊。		2.8版本随机事件
page1.10	H奈莉德		苹果种植营、怪奇生物研究会，还有什么……吹奏部。		2.8版本随机事件
page1.11	H奈莉德		对我来说，都是浪费时间。		2.8版本随机事件
page1.12	H主角		那如果由你来创立一个社团，你会倾向于哪种类型？		2.8版本随机事件
page1.13	H奈莉德		这个问题我倒是没想过……		2.8版本随机事件
page1.14	H奈莉德		不过我想，应该会是和缝纫相关的社团吧。		2.8版本随机事件
page1.15	H主角		嗯？还真是有些意外的答案，为什么会是缝纫？		2.8版本随机事件
page1.16	H奈莉德		亲手缝制冥河水母玩偶，想想都很有趣吧。		2.8版本随机事件
page1.17	H奈莉德		社团名字就叫做纯棉水母社吧。		2.8版本随机事件
