字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H薇蒂雅		今晚是《分析之海》第8章。		2.8版本随机事件
page1.2	H主角		你昨天读到了月光海。		2.8版本随机事件
page1.3	H薇蒂雅		原来上次读到月光海分析员就睡着了哇。那今天接着月光海开始吧。		2.8版本随机事件
page1.4			薇蒂雅说着调暗了灯光。		2.8版本随机事件
page1.5	H薇蒂雅		先重复昨天的段落——你说下午6点回来，于是从3点起……		2.8版本随机事件
page1.6	H主角		我就开始感到幸福。		2.8版本随机事件
page1.7			薇蒂雅闻言，脸红着用书捂住嘴巴。		2.8版本随机事件
page1.9	H薇蒂雅		原来分析员还记得？		2.8版本随机事件
page1.10	H主角		嗯哼，继续吧。		2.8版本随机事件
page1.11			薇蒂雅将声线放得更软了些：		2.8版本随机事件
page1.12	H薇蒂雅		假如你驯服了我……		2.8版本随机事件
page1.13	H主角		这句话，怎么跟昨晚听到的不太一样呢？		2.8版本随机事件
page1.14	H薇蒂雅		因为……今天的剧情，需要……		2.8版本随机事件
page1.15			还不待吞吐的辞藻被完整说出，唇齿相碰的声音已碾碎了句末的标点。		2.8版本随机事件
