字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H安卡希雅		哟~playername，能拜托你个事吗？		
page1.2	H主角		新星开拓有新版本要测试了吗？		
page1.3	H安卡希雅		不，这次是其他事。你能不能最近都别给芙提雅安排任务？		
page1.4	H主角		要开发新的玩法了？		
page1.5	H安卡希雅		是新东西，但不是玩法。		
page1.6	H主角		是什么东西？		
page1.7	H安卡希雅		我只能告诉你，是我那个时代最极致的浪漫。		
page1.8	H主角		最极致的……浪漫？		
page1.9	H安卡希雅		没错。		
page1.10	H主角		你是一点都不打算透露？这么没诚意的话，那我不答应你的请求也合情合理吧？		
page1.11	H安卡希雅		可恶，竟然威胁我吗？		
page1.12	H主角		这是正常的商讨。		
page1.13	H安卡希雅		啧，行吧，就稍微给你点提示。		
page1.14	H安卡希雅		也许你小时候也有过类似的梦想。		
page1.15	H主角		这也算提示？		
page1.16	H安卡希雅		有两个提示了，一个是需要芙提雅帮忙，一个是小时候的梦想。		
page1.17	H主角		嗯……大致猜到了。		
page1.18	H安卡希雅		所以你帮这个忙吗？		
page1.19	H主角		我就算不帮，你也会让芙提雅翘班吧。		
page1.20	H安卡希雅		没错。		
