字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		瑟瑞斯，我来送衣服了。		
page1.2	H主角		都这么久了，你还是记不住要拿回洗过衣服啊。		
page1.3	H瑟瑞斯		嘿嘿，我忘啦。		
page1.4	H瑟瑞斯		为了补偿，我给你揉揉肩吧！快进来~		
page1.5	H主角		瑟瑞斯，我给你送衣服啦！		
page1.6	H瑟瑞斯		啊，对不起！我又忘了。		
page1.7	H瑟瑞斯		嘿嘿，多亏了分析员，不然下次出门都不知道穿什么。		
page1.8	H主角		是不是最近状态不好？		
page1.9	H瑟瑞斯		嗯……因为分析员一直很忙，都没机会和你一起练习加深记忆。		
page1.10	H瑟瑞斯		分析员，今天可以陪陪我吗？		
page1.11	H主角		嗯，好。		
page1.12	H瑟瑞斯		分析员你看，我的小鱼又产卵了。		
page1.13	H瑟瑞斯		要不我也送分析员一个大鱼缸，把这些孩子送给你养吧~		
page1.14	旁白		（不经意瞟到旁边照片墙上密密麻麻的便签）		
page1.15	旁白		凑近看便签		
page1.16	旁白		“在分析员的休息日洗衣服”		
page1.17	旁白		“千万不要去拿”		
page1.18	旁白		“记得邀请分析员进来的时候销毁这张便签”		
