字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H琴诺		料……理……比赛。要不要参加呢。		
page1.2	H主角		小琴诺。		
page1.3	H琴诺		啊，是分析员。		
page1.4	H主角		你在这里做什么。		
page1.5	H琴诺		我在纠结……有件事情不知道该不该去做。		
page1.6	H琴诺		因为觉得自己可能还没做好准备。		
page1.7	H主角		完全不用担心。很少有困难是等到你准备完全才让你面对的，面对没有防备到来的难题才是人生的常态。		
page1.8	H主角		所以，相信自己，去做就好了。		
page1.9	H主角		失败了也无所谓，把它当作经验。反倒是畏畏缩缩停步不前的话，才会永远停在原地。		
page1.10	H琴诺		我明白了。分析员，谢谢你，我知道该怎么做了。		
page1.11	H主角		哈哈，我也就是随口说几句罢了。		
page1.12	H主角		要感谢的话就感谢自己。没人能帮你选择，真正帮你做出决定的还是你自己的勇气。		
page1.13	H琴诺		不过……		
page1.14	H主角		小琴诺还有什么问题吗？		
page1.15	H琴诺		我，我想请分析员和我一起。如果分析员愿意和我一起参加，我觉得自己应该能做的更好。		
page1.16	H主角		这当然没有问题。		
page1.17	H琴诺		真的吗？？谢谢分析员愿意陪我去参加料理比赛。		
page1.18	H主角		……		
page1.19	H主角		……果然在确定情报之前就贸然做出行动是大忌。		
