字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H芙提雅		是分析员啊，早上……疼疼疼。		
page1.2	H主角		难道是受伤了？		
page1.3	H芙提雅		放心啦，只是运动过度之后普通的肌肉酸痛而已，没有受伤。		
page1.4	H主角		你居然会运动过度？		
page1.5	H芙提雅		分析员你这是什么意思，芙提雅老师我当然也会关注自己的身体状态，适度活动的。		
page1.6	H主角		但是看你刚刚走路都困难，确定没有拉伤吗？		
page1.7	H芙提雅		咳咳，那个只是我在测试用什么姿势走路可以把不适感降到最低而已。		
page1.8	H主角		肌肉酸痛确实不好受，可你刚刚的姿势看起来也并不怎么省力。		
page1.9	H主角		运动过后的身体酸痛本质上是大量的乳酸使肌肉发生收缩，不如还是去泡个热水澡吧。		
page1.10	H芙提雅		这点原理我还是知道的啦……只不过早上醒了之后太饿了，就想先出来吃早饭。		
page1.11	H芙提雅		没想到出来容易回去难……		
page1.12	H主角		长痛不如短痛，不如我扶你回房间吧。		
page1.13	H芙提雅		哎？不过，我一个人确实不知道要多久才能挪回去……		
page1.14	H芙提雅		那就拜托你了分析员！		
page1.15	H芙提雅		以后如果有什么要黑进数据库修改考勤、删除监控录像之类的事，尽管来找芙提雅老师帮忙！		
page1.16	H主角		你怎么对这种事这么熟练……		
page1.17	H主角		说起来，你肌肉痛得这么厉害，难道做了很大量的运动？		
page1.18	H芙提雅		做了三十个仰卧起坐，然后慢跑了三公里，对芙提雅老师来说，已经是巨量运动了哦。		
page1.19	H主角		……你这体力也太差了吧！		
