字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H薇蒂雅		（小声）分析员观察日记：有时，分析员阁下会在清晨来一杯咖啡，果然英雄的品味也是如此醇厚成熟！		
page1.2	H主角		是不是有人在叫我……		
page1.3	H薇蒂雅		（小声）博览群书的分析员，心思缜密的分析员。啊啊~就没有什么是他不知道的！		
page1.4	H主角		该不会是因为吸收泰坦物质产生了幻听吧……		
page1.5	H薇蒂雅		作为海姆达尔的长官，分析员阁下总是亲自密切关注着各种风吹草动……		
page1.6	H薇蒂雅		英雄以一己之力……		
page1.7	H主角		以一己之力？		
page1.8	H薇蒂雅		扛起整个海姆达尔部队的生死存亡！		
page1.9	H薇蒂雅		……啊！——分析员阁下你好！那那那个我还有事再再再……		
page1.10	H主角		薇蒂雅在写什么呢？		
page1.11	H薇蒂雅		啊，哈哈，那什么，这个是我的……灵感手册！		
page1.12	H主角		灵感手册？		
page1.13	H薇蒂雅		来到海姆达尔之后，各种新鲜事物总能带给我源源不断的灵感。		
page1.14	H薇蒂雅		作为一个创作者随时记录什么的也很正常！		
page1.15	H薇蒂雅		是这样的，嗯，就是这样而已，嗯嗯。		
page1.16	H主角		那让我看看。		
page1.17	H薇蒂雅		欸！那个……素材可是顶顶私密重要的东西……		
page1.18	H薇蒂雅		我的意思是说！当然分析员想看我的任何东西都没有丝毫问题！但是请容许我回去稍稍润色一下再……		
page1.19	H薇蒂雅		总之下次下次，下次一定！		
