字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H肴		分析员，我觉得我可能病了。		
page1.2	H主角		没事吧？		
page1.3	H肴		除了浑身乏力，不想动弹，没有精神之外，或许没有大碍。		
page1.4	H主角		这不是病得很严重吗？？不去医疗室看看吗？		
page1.5	H肴		这是医疗室治不好的病。		
page1.6	H主角		……已经严重到这种程度了吗？		
page1.7	H肴		不过也不是完全没有治疗的希望。		
page1.8	H主角		要怎么做？		
page1.9	H肴		比如分析员给我开张假条或者再多申请几天带薪休假之类的。		
page1.10	H主角		结果是懒病啊！		
page1.11	H肴		说懒病就过分了，专有名词应该叫做假日综合症吧。		
page1.12	H肴		呜……快上班的前两天其实就有恶心焦虑的感觉，真可怕啊。		
page1.13	H主角		如果不放假的话应该就不会有这种病了吧？		
page1.14	H肴		……这种魔鬼一样的想法是不该出现在这个世界上的。		
page1.15	H肴		算了。我已经好了，为了假期，就算要承担这种痛苦也值得了。		
page1.16	H主角		不愧是你。		
