字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H薇蒂雅		上衣……裤子轮廓……嘿嘿……		
page1.2	H主角		薇蒂雅。		
page1.3	H薇蒂雅		啊！分、分析员阁下。		
page1.4	H主角		在这里还住得惯吧？还缺什么吗？		
page1.5	H薇蒂雅		我很喜欢这里，这几天已经适应了，暂时没有任何问题~		
page1.6	H主角		那就好，看你一个人待在这里，还以为你需要什么东西又不好意思开口。		
page1.7	H薇蒂雅		啊？哈哈，原来是这样啊。		
page1.8	H主角		顺便一提，衣服和生活用品可以通过一楼大厅的智能机购买。		
page1.9	H主角		其他有需要的也可以随时跟我说。		
page1.10	H薇蒂雅		嗯？……噢！啊哈哈，基地真是方便又先进啊~我再好好研究研究。		
page1.11	H主角		不急，你慢慢看。		
page1.12	H薇蒂雅		呼，还好刚才圆过去了。		
page1.13	H薇蒂雅		以后写小说设定期间还是不要出房间门了，差点露馅。		
page1.14	H薇蒂雅		对了！刚才想到的分析员绝佳穿搭得赶紧记下来！		
page1.15	H薇蒂雅		分析员身着正装……裤子……隐约透出结实的大腿肌肉线条……嘿嘿~		
