字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		薇蒂雅，要回房间了吗？		
page1.2	H薇蒂雅		……是，是的！		
page1.3	H薇蒂雅		分，分析员？……您怎么在……		
page1.4	H主角		暂时没任务，回来放松下。		
page1.5	H主角		不用在意我，你回去休息吧。		
page1.6	H薇蒂雅		……那个，分析员也是回来休息的吧。		
page1.7	H薇蒂雅		如果没什么要紧事的话，要不要去我的房间坐坐？		
page1.8	H主角		薇蒂雅的房间？……这样说来，我好像一直没有拜访过，真的可以吗？		
page1.9	H薇蒂雅		当然！		
page1.10	H主角		你对电影很有研究，应该有很多有趣的收藏品吧，我很期待。		
page1.11	H薇蒂雅		是的，我有很多……呜呃！！？		
page1.12	H主角		……薇蒂雅，怎么了吗？		
page1.13	H薇蒂雅		那，那个，我突然想到好像还有重要的事情得马上去做。		
page1.14	H薇蒂雅		所以……今天很抱歉，没办法邀请分析员去我的房间做客了！		
page1.15	H主角		这样啊……没关系，正事更重要。		
page1.16	H薇蒂雅		等我准备好的时候，我会邀请您的。		
page1.17	H主角		嗯，我会好好期待的。		
page1.18			看着分析员离去，薇蒂雅重重松了口气。		
page1.19			差点……分析员就要见到过分有冲击力的画面。		
page1.20			毕竟她房间里的收藏品都是……		
page1.21	H薇蒂雅		不藏好那些收藏品就无法坦率地邀请分析员，可要全部收拾好，量似乎太多了……		
page1.22	H薇蒂雅		到底该怎么办……呜……		
