字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		晴，你这是在……		
page1.2	H晴		休息。		
page1.3	H主角		正常人休息会一边跳步一边打拳吗……？		
page1.4	H晴		我觉得很放松。		
page1.5	H晴		真正训练的话，我会给自己增加负重，也不会只是使用沙袋。		
page1.6	H晴		现在这样完全不到锻炼目的的。		
page1.7	H主角		可你这样也达不到休息的目的吧？？		
page1.8	H晴		不能因为是休息，就对自己放松要求。		
page1.9	H晴		只有这样，才能时刻保持最好的状态。		
page1.10	H晴		分析员，你要做什么？		
page1.11	H主角		带你去真正休息一下，劳逸结合也是挺重要的。		
page1.12	H晴		等等……放开我，我刚预定了之后的训……休息计划。		
page1.13	H主角		只是预约还没有到时间，提前取消掉就好。		
page1.14	H主角		晴不想违背答应我好好休息的承诺吧？		
page1.15	H晴		……我知道了。		
