字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H薇蒂雅		买一送一，双人半价啊。看似是适合情侣的活动，但真正的情侣只要一份就好了。		
page1.2	H薇蒂雅		就像是我和分析员……		
page1.3	H主角		啊。薇蒂雅，张嘴。		
page1.4	H薇蒂雅		分析员可以尝试用勺子外的方式喂我吗？		
page1.5	H主角		勺子外的方式……我明白了。		
page1.6	H薇蒂雅		嘶哈嘶哈……和分析员互相投喂。		
page1.7	H薇蒂雅		欸嘿嘿。		
page1.8	H主角		薇蒂雅？		
page1.9	H薇蒂雅		嗯，我会乖乖张嘴的……啊？		
page1.10	H薇蒂雅		分，分析员！？		
page1.11	H主角		你这是在……？为什么口水都……		
page1.12	H薇蒂雅		（糟，糟了！）		
page1.13	H薇蒂雅		我……我……		
page1.14	H主角		噢？你也看到这家餐厅的促销了啊。看来你真是饿了。		
page1.15	H薇蒂雅		……哈，哈，是呢……		
page1.16	H主角		正好我想找个人一起去拼单，要不一起？		
page1.17	H薇蒂雅		可，可以吗？		
page1.18	H主角		当然可以，只要你愿意。		
page1.19	H薇蒂雅		只要我……我愿意？		
page1.20	H薇蒂雅		啊……如果是男孩该叫什么名字好呢？女孩又该叫什么？		
page1.21	H主角		什么？？		
page1.22	H薇蒂雅		没什么！		
page1.23	H薇蒂雅		我的意思是，我当然愿意！分析员，就让我们一起生，不，一起吃午餐吧！		
