字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		你这是在……冥想吗？		
page1.2	H姬辰星		看书。		
page1.3	H主角		真稀奇，我以为你一直都是纸质书爱好者，开始用视网投影了吗？		
page1.4	H姬辰星		不是，是过去看过的书，在记忆中浏览。		
page1.5	H主角		超忆症啊……		
page1.6	H姬辰星		嗯。曾经看过的书，阅读过的知识，虽然会储存在记忆里，但并不代表都属于我。		
page1.7	H姬辰星		还需要时常温习，才能真正消化。		
page1.8	H主角		我懂了，大概就像是牛将吃进胃里的草重新吐出来反刍那样？		
page1.9	H姬辰星		……请不要使用这样微妙的比喻。		
page1.10	H主角		不过说到温习，其他的记忆也可以经常翻出来重复浏览的吧。		
page1.11	H姬辰星		……是。		
page1.12	H主角		那和我有关的记忆，不知道你……		
page1.13	H姬辰星		你……你在说什么分析员？？？		
page1.14	H主角		我的意思是……		
page1.15	H姬辰星		我，我听不懂你说的。		
page1.16	旁白		辰星迈着僵硬的步伐，以难以想象的急速离开了。		
page1.17	H主角		额，我只是想让你帮我回忆下……前几天一起吃饭的时候，我给你看的那份文件上的数据。		
page1.18	H主角		要重新算一遍的话，真是让人头疼。		
