字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		干什么呢？愁眉苦脸的。		
page1.2	H芬妮		哎呀我都快烦死了，快来帮我选一个拍摄场景。		
page1.3	H主角		选这个干什么？		
page1.4	H芬妮		拍写真呀！		
page1.5	H主角		去耶洛沙之前不是刚拍了一组吗？		
page1.6	H芬妮		笨蛋，那是单人写真啦。		
page1.7	H芬妮		我们不是都已经缔结恒约了嘛……哎呀，所以现在要补拍一套双人写真~		
page1.8	H主角		那好啊，我陪你一起选。		
page1.9	H主角		要不，我们就在耶洛沙的雪原再拍一套吧？		
page1.10	H芬妮		哼，不行。		
page1.11	H芬妮		因为……因为……那里……		
page1.12	H芬妮		那里太冷了！		
page1.13	H主角		那去雅卢岛呢？那里不冷。		
page1.14	H芬妮		你，不会是，故意的吧？		
page1.15	H芬妮		就不能找一个只属于我们两个的地方吗！		
page1.16	H芬妮		哎呀哎呀，算了。先来帮我选选服装和配饰吧。		
page1.17	H芬妮		在室内拍摄的话，穿哪件更好点？		
page1.18	H芬妮		鞋子呢，这双怎么样？		
page1.19			和芬妮一起选了很久，结果……		
page1.20	H芬妮		我们的……写真……我和playername的……		
