字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		凯茜娅？今天怎么有兴趣在这种地方闲逛。		
page1.2	H凯茜娅		钓鱼之前要打窝，捕猎也要埋伏在猎物经常出没的地方。		
page1.3	H主角		总觉得你似有所指。		
page1.4	H凯茜娅		呵呵，或许吧。		
page1.5	H凯茜娅		猎人和猎物，playername习惯扮演什么样的角色呢？		
page1.6	H主角		我只适合扮演海姆达尔部队的分析员。		
page1.7	H凯茜娅		这样啊，那现在应该是分析员的休息时间了？要一起去我房间喝一杯吗？		
page1.8	H凯茜娅		要是被灌醉的话，随便分析员做什么我都不知道了吧。		
page1.9	H主角		……我可不是为了这种事情才答应和你喝一杯。		
page1.10	H凯茜娅		一个玩笑都受不起，分析员还真是有够纯情的。		
page1.11	H主角		纯情……我可不适用这种形容词。随随便便喝醉可是会很麻烦的。		
page1.12	H凯茜娅		哈，所以分析员是担心我啊，不过你放心，我可不会轻易喝醉。		
page1.13			结果是喝了很多杯……		
page1.14			醉醺醺喝到最后，总觉得品尝到的液体，有着不同以往，危险又迷人的香甜气息。		
page1.15			迷迷糊糊之间，似乎听到这样湿答答、黏糊糊的声音吹进耳朵里。		
page1.16	H凯茜娅		不管是猎人还是猎物，到了我的手上，都逃不掉哟。		
page1.17	H凯茜娅		分析员，可不要随便答应和女孩子喝一杯，很危险的~		
