字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H妮塔		分析员，最近吃饭有没有遇到什么困难？		
page1.2	H主角		困难是指？		
page1.3	H妮塔		点太多一个人吃不完浪费，或者一个人吃饭没人陪没胃口之类的？		
page1.4	H主角		……你这是想蹭饭吧？		
page1.5	H妮塔		啊哈哈被发现了啊。		
page1.6	H妮塔		我手上余钱不多，需要熬到月底，想想只有分析员最可靠了。		
page1.7	H主角		我没记错这个月才开始吧。		
page1.8	H妮塔		……拜托了，分析员，把这当作我一生的请求吧！		
page1.9	H主角		倒也没必要说得这么严重。想吃什么我请就好了。		
page1.10	H妮塔		噢，这气势，不愧是分析员。		
page1.11	H主角		这么坦率也不愧是你。所以你是为什么没钱了。		
page1.12	H妮塔		以小搏大失手了。		
page1.13	H主角		钱都输光了也能叫以小搏大？		
page1.14	H妮塔		啊不不不，只是我自己的生活费输没了。		
page1.15	H妮塔		这不是有一批孩子要过生日了吗，总得准备些礼物。		
page1.16	H主角		你啊……偶尔也把这种可靠劲放在安排自己身上吧。		
page1.17	H妮塔		因为我知道分析员会很可靠嘛。哈哈哈哈。		
