字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H伊切尔		盯……		
page1.2	H主角		伊切尔，为什么一直看着我？		
page1.3	H伊切尔		魔术。		
page1.4	H主角		魔术……？？		
page1.5	H伊切尔		刚才，苔丝表演了。		
page1.6	H伊切尔		伊切尔的想法，被猜到了。		
page1.7	H主角		是读心魔术啊。		
page1.8	H伊切尔		嗯，魔术，很厉害！		
page1.9	H主角		伊切尔也会吗？		
page1.10	H伊切尔		嗯！伊切尔……在学习。		
page1.11	H伊切尔		……学习让分析员能明白我的魔术。		
page1.12	H伊切尔		这样，很方便！		
page1.13	H主角		结果是想让我变读心魔术给你看吗？？		
page1.14	H主角		（……虽然很想说……请放弃这样强人所难的想法，但既然是伊切尔的请求……）		
page1.15	H主角		我明白了，我会努力的。		
page1.16	H主角		就让我来猜猜伊切尔想做什么。		
page1.17	H伊切尔		猜！		
page1.18	H主角		让我想想，伊切尔现在想的是……出去玩？		
page1.19	H伊切尔		今天玩累了，明天可以。伊切尔有想去的地方。		
page1.20	H伊切尔		分析员可以陪我去吗？		
page1.21	H主角		……嗯。		
page1.22	H主角		不过玩累了的话，我知道了，伊切尔现在肯定饿了，想吃东西？		
page1.23	H伊切尔		这个苔丝已经猜到了，给我喂了吃的。		
page1.24	H伊切尔		不过苔丝说有个地方新开了一家店很好吃。		
page1.25	H伊切尔		盯……		
page1.26	H主角		我知道了……我会带你去吃的。		
page1.27	旁白		又猜了几个伊切尔的想法，都被否决后，分析员颓然选择了放弃。		
page1.28	H主角		看来我果然没有读心的天分。		
page1.29	H主角		所以伊切尔心里是在想什么呢？		
page1.30	H伊切尔		什么都没想，我就是想看着分析员。		
page1.31	H主角		（……这孩子似乎可爱到犯规了。）		
page1.32	H主角		（等等，我的明天是不是被伊切尔安排得明明白白了？？）		
