字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			薇蒂雅又停在路上走神，好像是想到了什么有趣的事情。		
page1.2	H薇蒂雅		诶嘿嘿~分，分析员。		
page1.3	H主角		被发现了啊。		
page1.4	H薇蒂雅		……！！！！分，分析员？		
page1.5	H主角		……你不是早发现我了吗。		
page1.6	H薇蒂雅		……是……是的呢。我早发现了……		
page1.7	H主角		薇蒂雅刚才那模样，是在想到什么很有趣的事情吧。可以将你的喜悦分享给我吗。		
page1.8	H薇蒂雅		啊……我……分享……？		
page1.9	H主角		如果是不太方便的事，那就算了。		
page1.10			少女的表情一下子极为迟疑和纠结，可最后还是下定了决心，用极小的声音做出回答。		
page1.11	H薇蒂雅		……我想到了……分，分析员在挥洒汗水，龙精虎猛的模样。		
page1.12	H主角		然后呢……		
page1.13	H薇蒂雅		然后，就没有然后了……其它的……就不太方便了。		
page1.14	H主角		……		
page1.15	H主角		只是这样的话，果然还是无法理解薇蒂雅为什么会那么高兴。		
page1.16	H薇蒂雅		……分析员健健康康，我就很开心。		
page1.17	H主角		原来如此……！谢谢。		
page1.18			虽然是很暖心的祝愿，但总觉得我好像丢失了很多重要的信息。我还想再问的时候，薇蒂雅又开始走神了。		
page1.19	H薇蒂雅		诶嘿嘿……		
page1.20			……还是不要打扰她了吧。		
