字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0	提示音			生物信息验证通过。	0	
2		0	提示音			当前乘员，生命体征良好，外部条件适宜，准许出舱。	0	
3		0				光，要有光。	0	
4		0				强烈的日光几乎令我睁不开眼睛，我僵在原地过了好长一阵，才看清面前站着一个静静等待我的人。	0	
5		2	星期三未知	星期三未知	Play_Mo_girl002_doubt01_057	你就是私自吃苹果的家伙吗？	0	
b-1	b-1	0					0	
6	b-1-1	0				……星期三？	0	
7		2	星期三未知	星期三未知	Play_Mo_girl002_amazed01_058	你认识我？	0	
8		0				我下意识地叫出了少女的称谓。那是她众多名字中的一个。	0	
9		0				一丝并不明显的惊讶绽放在她平淡得像冰面的脸庞上，并且很快消弭不见。	0	
10		2	星期三未知	星期三未知	Play_Mo_girl002_answer01_060	总之，先出来。	0	
11		0				她向我伸出右手。一只纤细而又稳定的手。	0	
12		2	星期三未知	星期三未知	Play_Mo_girl002_happy01_052	欢迎归来。	0	
