字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				本次任务代号为“隆迪尼耶尔”，目标是回收坠落在零区内的<orange>轻型运载火箭</>。	0	
2		5	芬妮			有完没完？！这帮郊狼是抢了军方武器库还是发了横财？哪来的这么多装备！	0	
3		5	芬妮			还有不知道用什么东西拼凑组装的炮台……	0	
4		4	里芙			芬妮……	0	
5		5	芬妮			什么事？	0	
6		4	里芙			……躲开。	0	
7		6	芬妮			痛！痛！痛……	0	
8		0				这些由重机枪改造而成的炮台，使用十二毫米口径的重机枪弹药。被这种威力堪称恐怖的武器击中，竟然只是擦破了点皮……	0	
9		0				天启者还能算得上是人类吗？	0	
10		0				全部由天启者组建而成的海姆达尔部队，究竟能在战场上发挥出多大的战斗力……我无法想象，这完全颠覆了我的军事常识。	0	
11	b-1-1	0				星期三，芬妮。	0	
b-2	b-2	0					0	
12	b-2-1	0				正面推进。	0	
13		4	里芙			明白。	0	
14		5	芬妮			好好睁大眼睛，本小姐的表演要开始了！	0	
15		6	郊狼士兵			他*的，对面不是只有两个人吗？！	0	
16		6	郊狼士兵			去，多搬几个炮台来！给老子们往死里揍他们。	0	
17		6	郊狼士兵			？	0	
18		6	郊狼士兵			人呢？是我眼睛花了吗？	0	
19		0				结果自不必多说，两名步兵完全压制了有轻重武器搭配，交叉火力的敌方武装部队。	0	
20		5	芬妮			分析员，我的表现怎么样？	0	
21		0				芬妮笑眯眯地等待夸奖，我记得她在瓦尔基里游戏的绰号明明是“奥林匹斯的黄金狮子”。	0	
22		0				完全不懂粉丝为什么会给她起这么威风的绰号，在我面前明明更像一只讨要奖励的猫咪……	0	
b-3	b-3	0					0	
23	b-3-1	0				打得不错……	0	
24	b-3-2	0				再接再厉！	0	
25		5	芬妮			那你觉得，我和星期三谁更厉害？	0	
26		4	里芙			……	0	
b-4	b-4	0					0	
