字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
5		0	？？？			分析……	0	1.3重置
6		0	？？？			分析员……	0	1.3重置
7		0				焦急的呼唤声将我从梦中拉出，稍加整理后我按下了滑门的开关。	0	1.3重置
8		6	芬妮			真是的，叫了你好多遍都没反应……私信也不回……万一错过发船时间那就……	0	1.3重置
b-5	b-5	0					0	1.3重置
8_1	b-5-1	0				抱歉，让你担心了。	0	1.3重置
9		6	芬妮			……	0	1.3重置
10		6	芬妮			算了，最近发生的事太多了，分析员已经累坏了吧。	0	1.3重置
11		6	芬妮			总之，别总把自己逼得太紧。	0	1.3重置
12		6	芬妮			就算天塌了还有本小姐和大家一起顶着呢！	0	1.3重置
13		6	芬妮			对吧？	0	1.3重置
14		1	恩雅			嗯，如果分析员有什么烦恼，一定要和我们说哦。	0	1.3重置
15		1	恩雅			当然，单独来咨询姐姐也没问题~	0	1.3重置
16		3	辰星			如果分析员需要，我随时可以助你一臂之力。	0	1.3重置
17		2	猫汐尔			遇到有趣的事情的话，分析员不要忘记叫上我喵。	0	1.3重置
b-1	b-1	0					0	1.3重置
18	b-1-1	0				谢谢关心，但是……	0	1.3重置
b-2	b-2	0					0	1.3重置
19	b-2-1	0				为什么你们都在我房间门口？	0	1.3重置
21		1	恩雅			我是跟着小芬妮来的哦。	0	1.3重置
22		1	恩雅			在走廊上看到她神色匆匆地跑向这里，大致就猜到是分析员出什么状况了。	0	1.3重置
23		1	恩雅			不过还好只是睡过了。	0	1.3重置
24		3	辰星			我一直都在附近等着分析员，想等你醒来后一起前往集合点。	0	1.3重置
25		1	恩雅			哎？小辰星在这里等了很久了吗？	0	1.3重置
26		3	辰星			也没有很久，只是……	0	1.3重置
27		2	猫汐尔			辰星，你脸红了，有什么话说不出口吗？	0	1.3重置
28		3	辰星			没有，还请忘记我刚刚的失态。	0	1.3重置
b-3	b-3	0					0	1.3重置
29	b-3-1	0				好了，猫汐尔就别捉弄辰星了。	0	1.3重置
b-4	b-4	0					0	1.3重置
30	b-4-1	0				时间也差不多了，大家出发吧。	0	1.3重置
31		6	芬妮			哼，你还好意思说，明明睡过的只有你自己嘛。	0	1.3重置
32		6	芬妮			要是因为这个原因错过了难得的休假，本小姐可饶不了你哦。	0	1.3重置
33		1	恩雅			说起来，这次的休假目的地雅卢岛究竟是个什么样的地方呢？	0	1.3重置
34		3	辰星			资料显示，那是个地处帕特拉地区西部海域，且没有被泰坦物质污染的热带小岛。	0	1.3重置
35		2	猫汐尔			和我们现在生活的地方完全不同喵。	0	1.3重置
36		1	恩雅			嗯，还真是期待呢~阳光，沙滩，海浪，还有……分析员的泳装！	0	1.3重置
37		2	猫汐尔			说不定还能采集到新的实验样本。	0	1.3重置
38		6	芬妮			总之事不宜迟，分析员赶快换身衣服准备出发吧，大家已经在公司楼下集合了。	0	1.3重置
