字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		0				刚才进门的时候，好像一晃而过看到猫汐尔抱着一个箱子，脸上露出了诡异的笑容？	0	
2		0				虽然刚连续出了任务有些疲惫，但是猫汐尔实在是很难不令人在意……过去看看吧……	0	
3		0	猫汐尔			四、五、六……	0	
4		0				刚来到猫汐尔房间附近，就听到里面传来了数数声，总觉得这个场景在什么时候见过……	0	
5		0	猫汐尔			似乎要处理的问题不少呀，你是怎么把自己弄成这样子的喵，会不会疼呀？	0	
6		0				她的宿舍里还有其他人吗？	0	
7		0	猫汐尔			你也不需要感谢我，都是一些我们公司不用的东西喵。	0	
8		0				听起来不像是在跟海姆达尔的人员说话？可是这个宿舍区域除了海姆达尔的人员，其他人也无法进入……	0	
9		0				难道刚才猫汐尔抱进来的那个箱子里，藏了什么？	0	
10		0				好奇心驱使我来到了猫汐尔的门前，意外的是她的房间门是开着的，里面的景象一览无余。	0	
11		0				更让人意外的是，房间里只有猫汐尔一个人，她背对着大门，在桌子旁边在摆弄着什么……	0	
12		0				看起来她说话的对象不是人，难道是什么小动物，猫汐尔捡回了流浪猫？	0	
13		6	猫汐尔			我知道你很努力工作，但有时事情并不总是那么容易……	0	
14		0				在猫汐尔嘟嘟囔囔时，我终于看到她的桌子下摆着刚才搬进屋的那个箱子，而桌子上是一朵布满泰坦污染痕迹的……花？	0	
15		0				再仔细看的话，才发现也不是花，而是类思念体。我在零区曾见过的，碳基生命遭受泰坦污染和环境侵蚀而湮灭后的物质残留。	0	
16		0				猫汐尔在对着类思念体自言自语？眼前的景象让我第一时间怀疑自己是不是因为睡眠不足产生了幻觉。	0	
17		0				猫汐尔，不会压力过大了吧……虽然海姆达尔对每个成员的出勤安排都很合理，但是最近持续发生的事件，确实也会造成一定精神压力……	0	
18		0				这个时候更应该尽到分析员带领队员的责任了吧……	0	
b-1	b-1	0					0	
19	b-1-1	0				咳咳……	0	
20		2	猫汐尔			喵？分析员你怎么来了？	0	
b-2	b-2	0					0	
21	b-2-1	0				……猫汐尔你最近有什么困扰吗？	0	
22		2	猫汐尔			困扰？如果是指在任务过程中遇到的困难的话，也已经都顺利解决了，对应的报告分析员你应该可以查到喵。	0	
b-3	b-3	0					0	
23	b-3-1	0				不，并不只是任务上的。	0	
24		2	猫汐尔			其他方面？在上次海姆达尔部队常规体检中，我的身体机能一切正常，身为天启者的力量也有所提升。	0	
25		2	猫汐尔			分析员从你的面部微表情来看，你应该处在某种痛苦之中？	0	
26		0				我意识到对猫汐尔扮演心灵导师这样的角色算是一种失误……还是简明了当地直接说的比较好。	0	
b-4	b-4	0					0	
27	b-4-1	0				桌子上的这个是？	0	
28		2	猫汐尔			这个吗，你有没有注意到它和一般的类思念体有什么不同，这个是不完全状态的！是我花了大力气和瑟瑞斯交换来的！	0	
29		2	猫汐尔			而且你看，它还保有湮灭前碳基生物的部分形体。	0	
30		0				顺着猫汐尔的手指，我看到所谓的“花朵”底部像是基座的部分，而延伸出来的部分是鸽子完整的右翅。	0	
31		2	猫汐尔			你看接缝处这些泰坦污染的痕迹，湮灭在它身上只进行到一半就停止了，我从未听说还有这样的类思念体，是不是很不可思议？	0	
32		2	猫汐尔			不知道瑟瑞斯是靠什么手段得到的，分析员，你有什么线索吗喵？或许我们可以联手再找到一些？	0	
b-5	b-5	0					0	
33	b-5-1	0				……	0	
34		0				猫汐尔聊到这些“未知事物”之后，注意力就完全集中在这个上面了，只见她滔滔不绝地介绍起自己那些特别的收藏。	0	
35		0				猫汐尔愿意向我分享她的收藏，让我有些欣喜。	0	
36		0				不过恐怕今天是问不出什么了，还是找时间重新问起吧……	0	
