字符串索引	标记	立绘位置	说话人	实际说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable	Remark
1		1	拾荒者			……你们！你们想干什么？！	0	
2		3	郊狼士兵2			放……放开我们！这是什么地方！喂！！	0	
3		2	勤务军官			请你们配合，不要喧哗，排队进去。	0	
4		0				耶洛沙军占区	0	
5		1	拾荒者			你们……你们想杀了我们灭口吗？！你们跟米尔伍德那个混蛋是一伙的吗？！	0	
6		3	郊狼士兵2			我们放下了武器……我们已经都是平民了！你们不能这么对我们！	0	
7		2	勤务军官			请你们不要紧张，这里没有人会受到伤害。	0	
8		2	勤务军官			米尔伍德已经失踪了，他对你们做出的种种暴行并非出自军方的意愿。	0	
9		2	勤务军官			你们可以……	0	
10		3	郊狼士兵2			滚**的！之前把我们当牲口一样！现在……现在居然有脸说这种话？！	0	
11		3	郊狼士兵2			你以为光凭你一句话，你们就能跟那个畜生撇清干系吗？！	0	
12		2	勤务军官			嘿！把枪放下。	0	
13		2	勤务军官			……我重复一遍。米尔伍德对你们做出的暴行并非出自军方的意愿。	0	
14		2	勤务军官			纪律部队正在搜索米尔伍德的下落，一旦找到他，我们会送他上军事法庭。	0	
15		2	勤务军官			他对你们犯下的是战争罪，反人类罪，还有其他各项严重违反军纪和道德的恐怖罪行。	0	
16		2	勤务军官			没有人会包庇他，你们可以放心。	0	
17		2	勤务军官			他死定了。所以，不要再这么害怕，放下紧张和戒备，配合我们的工作，好吗？	0	
18		1	拾荒者			我们……我们会怎么样？这，这是哪儿啊？！	0	
19		2	勤务军官			这里是耶洛沙军占区的后方城市。我是李秋雪少校的勤务官。	0	
20		2	勤务军官			带你们来这里是为了对你们进行安置。后续会由军方向你们提供必要的生活条件，食品、药品、心理治疗等一系列待遇。	0	
21		3	郊狼士兵2			我们凭什么……要相信你……	0	
22		2	勤务军官			可以不相信。我们也可以现在就把武器还给你们。	0	
23		2	勤务军官			但因为你们在耶洛沙没有合法的居住权，所以等你们从这里向外走出三百米之后，我会下令让他们开枪，对你们进行抓捕。	0	
24		2	勤务军官			要试试看吗，郊狼？	0	
25		2	勤务军官			看来我们达成一致了。	0	
26		0	勤务军官			送他们进去。安置好之后，再清点一次人数。所有人三天之内，双倍的物资供给。	0	
27		0	勤务军官			凑不出来的先从军需库房里拿，不需要经过我签字。	0	
28		0	勤务军官			听好了，我们来耶洛沙，就是为了帮他们这样的无辜受害者建立秩序的！	0	
29		0	戍卫士兵			是！长官！	0	
30		4	勤务军官			少校，这边都安顿好了。	0	
31		5	李秋雪			做得好。让士兵们12小时轮替换防，看好他们所有人，任何理由都不可以外出。	0	
32		4	勤务军官			明白。	0	
33		5	李秋雪			真是够惨的……搞成这样了竟然还能活下来……	0	
34		5	李秋雪			命运这两个字对你而言，就只有残酷么……	0	
35		4	军方士兵			少校。都找过了，没有发现米尔伍德。	0	
36		4	军方士兵			我们在他的驻地，营房以及三座秘密监狱里发现了大量的文献和电子资料，您看……	0	
37		5	李秋雪			全带回去，让参谋部自己派人派车来接手。<orange>流民安置委员会</>那边，不要透露一点风声。	0	
38		5	李秋雪			米尔伍德敢这么猖狂，那些鹰派分子一个都脱不了干系。	0	
39		4	军方士兵			是！那……约瑟夫……	0	
40		5	李秋雪			拍照记录，先把消息放出去，然后把首府驻地的医疗专家团请过来。	0	
41		5	李秋雪			从现在开始，约瑟夫·亚历山大是个死人了，明白吗。	0	
42		4	军方士兵			明白！	0	
43		5	李秋雪			还有……	0	
44		5	李秋雪			联络我们，把我们引到这里的那条通讯，一定要追踪到它背后的人。	0	
45		5	李秋雪			找到那个神秘的联络人，跟找到米尔伍德一样重要！	0	
46		5	李秋雪			对军方而言，耶洛沙的土地上，不可以有什么神秘人。	0	
