字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
type1	明灯新仪	0	
type2	灯火照途明	0	
type3	天楼纷争	0	
type4	中宵夜巡	0	
		0	
Story01		0	
Story02		0	
Story03		0	
Story04		0	
Story05		0	
Story06		0	
Story07		0	
Story08		0	
Story09		0	
Story10		0	
Story11		0	
Story12		0	
Story13		0	
		0	
Name1	无休假期	0	
Describe1	活动期间，累计消耗感知%d点	0	
		0	
Name2	金玉满堂	0	
Describe2	活动期间，累计消耗吉语币%d个	0	
		0	
Name3	日新月异	0	
Describe3	活动期间，登录游戏%d次	0	
		0	
Name4	新兵检阅	0	
Describe4_1	通关一次队员试用——狂猎	0	
Describe4_2	通关一次队员试用——冬至	0	
Describe4_3	通关一次队员试用——云篆	0	
Describe4_4	通关一次队员试用——瑟瑞斯	0	
		0	
Name5	戴月披星	0	
Describe5_1	完成活动故事 进程1	0	
Describe5_2	完成活动故事 档案1	0	
Describe5_3	完成活动故事 进程2	0	
Describe5_4	完成活动关卡 丑	0	
Describe5_5	完成活动关卡 寅	0	
Describe5_6	完成活动故事 进程3	0	
Describe5_7	完成活动故事 档案2	0	
Describe5_8	完成活动故事 进程4	0	
Describe5_9	完成活动关卡 卯	0	
Describe5_10	完成活动关卡 辰	0	
Describe5_11	完成活动关卡 巳	0	
Describe5_12	完成活动故事 进程5	0	
Describe5_13	完成活动故事 档案3	0	
Describe5_14	完成活动关卡 午	0	
Describe5_15	完成活动关卡 未	0	
Describe5_16	完成活动关卡 申	0	
Describe5_17	完成活动关卡 酉	0	
Describe5_18	完成活动故事 进程6	0	
Describe5_19	完成活动故事 档案4	0	
Describe5_20	完成活动关卡 戌	0	
Describe5_21	完成活动故事 进程7	0	
Describe5_22	完成活动关卡 亥	0	
Describe5_23	完成活动故事 进程8	0	
Describe5_24	完成活动故事 进程9	0	
Describe5_25	完成活动故事 档案5	0	
Describe5_26	完成活动关卡 子	0	
		0	
Name6	除尘涤垢	0	
Describe6_1	通关起于子半·简单1次	0	
Describe6_2	通关起于子半·普通1次	0	
Describe6_3	通关起于子半·困难1次	0	
Describe6_4	通关起于子半·恐惧1次	0	
Describe6_5	通关起于子半·噩梦1次	0	
Describe6_6	通关起于子半·深渊1次	0	
Describe6_80	累积完成起于子半80次	0	
Describe6_160	累积完成起于子半160次	0	
		0	
Name7	灯熄人静	0	
Describe7	本周内完成一次“决胜危战”	0	
		0	
Name8	新的回合	0	
Describe8	消耗%d次行动力	0	
		0	
Name9	细致入微	0	
Describe9	获得%d青蓝之羽	0	
		0	
Name10	路有不平	0	
Describe10	完成%d次“遭遇作战”事件	0	
		0	
Name11	吉时已到	0	
Describe11	完成%d次“天降奇遇”事件	0	
		0	
Name12	打点打点	0	
Describe12	完成%d次“青鸟的祝福”事件	0	
		0	
Name13	睡意阑珊	0	
Describe13	完成%d次“休憩整备”事件	0	
		0	
Name14	最佳外派员工	0	
Describe14_1	完成任意难度天楼纷争1次	0	
Describe14_2	完成任意难度天楼纷争2次	0	
Describe14_3	完成任意难度天楼纷争3次	0	
Describe14_4	完成任意难度天楼纷争4次	0	
		0	
Name15	天楼义警	0	
Describe15_1	累计完成天楼纷争任务1次	0	
Describe15_2	累计完成天楼纷争任务3次	0	
Describe15_3	累计完成天楼纷争任务6次	0	
Describe15_4	累计完成天楼纷争任务10次	0	
