字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
name	地下探索%d段	0	
8020011	队员攻击力提升30%	0	
8020021	队员射击伤害提升50%	0	
8020031	队员技能伤害提升50%	0	
8020041	队员瞄准射击造成伤害提升70%	0	
8020051	我方队员与敌方目标互相造成的伤害均提升50%	0	
8020061	队员特异类型伤害降低90%	0	
8020071	队员最大生命降低40%	0	
8020081	队员电击类型伤害降低90%	0	
8020091	技能使用间隔提升50%	0	
8020101	队员高热类型伤害降低90%	0	
8020111	队员低温类型伤害降低90%	0	
8020121	队员耐力值恢复速度降低50%	0	
8020131	队员动能类型伤害降低90%	0	
8020141	敌方目标生命低于70%时，其造成的伤害提升70%	0	
8021151	冲刺时受到的伤害提升100%	0	
8021161	队员动能类型伤害降低50%	0	
8021171	队员每次受到攻击时，攻击力降低5%，持续4秒，该效果可叠加	0	
8022151	队员射击伤害降低50%	0	
8022161	队员爆发能量获取率降低50%	0	
8022171	队员每次闪避时，攻击力降低5%，持续3秒，该效果可叠加	0	
8023151	队员最大生命降低50%	0	
8023161	敌方目标生命高于50%时，其造成的伤害提升50%	0	
8023171	队员每次受到攻击时，攻击力降低5%，持续4秒，该效果可叠加4层	0	
8024151	队员生命低于70%时，受到的伤害提升100%	0	
8024161	队员耐力值恢复速度降低50%	0	
8024171	队员每击败1个目标，攻击力降低10%，持续5秒，该效果可叠加4层	0	
8020181	环境稳定，无特殊影响	0	
8020901	支援技使用间隔降低30%，低温类型伤害提高30%	0	
8020902	爆发能量获取率提升50%，换弹后的下一发射击伤害增加30%	0	
8020903	技能使用间隔降低30%，射击速度提升40%	0	
8020904	技能造成伤害时，射击伤害提升50%，持续2秒	0	
8020905	技能造成伤害时，队员伤害提升5%，持续3秒，最高提升50%	0	
8020906	爆发能量获取率提升50%，释放爆发技时，队员伤害提升10%，持续8秒，最高提升50%	0	
8020907	爆发能量获取率提升50%，高热类型伤害提升30%	0	
8020908	支援技使用间隔降低30%，特异类型伤害提升30%	0	
8020909	支援技使用间隔降低50%	0	
8020910	支援技使用间隔降低30%，低温类型伤害提高30%	0	
8020911	支援技使用间隔降低30%，射击伤害提高30%	0	
8020912	每次射击时，有50%的概率不消耗子弹	0	
8020913	爆发能量获取率提升50%，技能急速增加100，释放爆发技时，全队造成伤害提升20%，持续20秒	0	
8020915	队员最大生命提高30%，爆发技能伤害提高30%	0	
8020916	爆发能量获取率提升50%，电击类型伤害提升30%	0	地下清理dlc9版本
8020917	攻击力提升25%，附属单位强度提升50点	0	地下清理dlc22版本
8020918	常规技造成的伤害提升25%，特异类型伤害提升25%	0	地下清理dlc22版本
8020919	射击伤害提升50%，战术闪避和冲刺不消耗耐力	0	地下清理dlc23版本
8020920	队员暴击伤害增幅提高60%	0	地下清理dlc25版本
8020921	队员技能急速增加50，防御力提升50%	0	地下清理dlc25版本
8020922	特异类型伤害提升50%	0	地下清理dlc27版本
8020923	击败目标时，恢复自身5%最大生命	0	地下清理dlc27版本
8020924	低温类型伤害提升25%，射击伤害提升25%	0	地下清理dlc30版本
8020925	拥有赋能效果的队员，攻击力提升50%	0	地下清理dlc30版本
8020926	装备高热类型武器时，技能伤害提升50%	0	地下清理dlc32版本
8020927	队员每次射击造成伤害时，高热类型伤害提升10%，持续5秒，该效果最多叠加至5层	0	地下清理dlc32版本
8020929	动能类型伤害提升50%	0	地下清理dlc35版本
8020930	角色每次击败目标时，攻击力提升5%，最多提升至50%	0	地下清理dlc37版本
			
tips	需要通关前置关卡	0	
tips2	需要通关废弃区域第%d段	0	
naxtArea	立即进入下一区域	0	
recordProgre	%d层区域%d有未完成的挑战，是否继续	0	
NotDiff	未选择难度	0	
tips3	需要通关上一难度全部关卡	0	
mail_Sender	世界树后勤部	0	
mail_Title01	【地下清理】活动奖励补发	0	
mail_Title02	【精神拟境】活动奖励补发	0	
mail_Content01	亲爱的分析员，以下是您参与【地下清理】活动获得的奖励，由于您忘记领取，现已通过邮件补发。请务必及时领取！再忘记就不补了，哼~	0	
mail_Content02	亲爱的分析员，以下是您参与【精神拟境】活动获得的奖励，由于您忘记领取，现已通过邮件补发。请务必及时领取！再忘记就不补了，哼~	0	
