字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
			
gift001	钓鱼之王雕像		
gift001_des	作为钓鱼高手的象征，奖励给分析员的雕像。附带的投影仪记录了在雅卢岛上欢乐的时光。\n获得后可在基地小吉处【纪念展区】进行展示。		
gift002	“灵蹄”全息模型		
gift002_des	作为护送任务的纪念，奖励给分析员的模型。从影像记录中可以看到耶洛沙边境的景色。\n获得后可在基地小吉处【纪念展区】进行展示。		
gift003	幻之假面		
gift003_des	作为参与舞会的纪念，赠送给分析员的面具。做工精致，材料昂贵。\n获得后可在基地小吉处【纪念展区】进行展示。		
gift004	星盘徽章		
gift004_des	作为北风航天中心的纪念，赠与分析员的徽章。可以从中一窥过去耶洛沙的辉煌。\n获得后可在基地小吉处【纪念展区】进行展示。		
gift005	悖论之影		
gift005_des	作为参与悖论迷宫的纪念，奖励给分析员的雕像。祝贺您没有在迷宫中失去方向。\n获得后可在基地小吉处【纪念展区】进行展示。		
gift007	溯时沙漏		
gift007_des	作为解决赐福团危机的纪念，奖励给分析员的沙漏。每次倒转时似乎都能看到时光流转的痕迹。\n获得后可在基地小吉处【纪念展区】进行展示。		
gift008	汉诺幻方		
gift008_des	作为汉诺塔的纪念，赠与分析员的方形摆件。使用了与构成小世界相同的技术。\n获得后可在基地小吉处【纪念展区】进行展示。		
gift009	辅助机		dlc9宿舍
gift009_des	作为小望的心意，赠送给分析员的同款辅助机。使用它可以投影出望的表演录像。\n获得后可在基地小吉处【纪念展区】进行展示。		dlc9宿舍
gift010	麻辣火锅营地		dlc9宿舍
gift010_des	作为大家的心意，赠送给分析员的礼物。可以随时吃上热腾腾的火锅。\n获得后可在基地小吉处【纪念展区】进行展示。		dlc9宿舍
gift011	雪落之梦		dlc9宿舍
gift011_des	作为大家的心意，赠送给分析员的礼物。可以投影出队员们和分析员的合影。\n获得后可在基地小吉处【纪念展区】进行展示。		dlc9宿舍
gift012	唱片机		dlc9宿舍
gift013	神经调理	0	DLC3.4统一神经调理文本
gift014	特制胶片盘		dlc10宿舍
gift014_des	作为极夜行动圆满完成的纪念，赠送给分析员的胶片盘。足有两大盘，记下了不少惊险情节。\n获得后可在基地小吉处【纪念展区】进行展示。		dlc10宿舍
gift015	尘白恶魔号模型		dlc11宿舍
gift015_des	作为碧水假日的纪念，赠送给分析员的模型。这是一个拼装而成的小型“尘白恶魔号”，非常安全，绝无失控暴走的可能。\n获得后可在基地小吉处【纪念展区】进行展示。		dlc11宿舍
gift016	仿石装饰摆件	0	DLC2.3宿舍
gift016_des	作为参与朔州边境任务的纪念，赠送给分析员的摆件。以古老石像为原型，经由芙提雅改造并制作，成为了现在的样子。\n获得后可在基地小吉处【纪念展区】进行展示。	0	DLC2.3宿舍
