字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
spinenotactived	该神经节点未通导	0	
spineactived	该神经节点已通导	0	
nodelv	等级需求为	0	
prespinenotactived	前置神经节点未通导	0	
des1	描述1	0	
confirmstart	开始通导此神经组后，在完成全部通导前，无法对其他神经组进行通导。	0	
spineinactivation	已有神经组在通导中	0	
confirmreset	重置后将清除当前神经通导状态，并返还全部材料，该材料仅可用于当前角色的神经通导。	0	
nospineinactivation	当前无神经通导	0	
allspineactivated	当前神经已全部通导	0	
		0	
		0	
		0	
Attack	攻击力增加{1}	0	
Health	最大生命增加{1}	0	
Defence	防御力增加{1}	0	
Critical	暴击率提升{1}%	0	
CriticalDamageAddtion	暴击伤害增幅提升{1}%	0	
Command	附属单位强度提升{1}%	0	
SkillIntensity	技能强度增幅提升{1}%	0	
CharacterEnergyEfficiency	爆发能量获取效率提升{1}%	0	
ShootMastery	同调指数增加{1}	0	
SkillMastery	同调指数增加{1}	0	
		0	
		0	
9999991001_name	神经组1·神经节点1	0	
9999991002_name	神经组1·神经节点2	0	
9999991004_name	神经组1·神经节点4	0	
9999991005_name	神经组1·神经节点5	0	
9999991007_name	神经组1·神经节点7	0	
9999991008_name	神经组1·神经节点8	0	
9999992001_name	神经组2·神经节点1	0	
9999992002_name	神经组2·神经节点2	0	
9999992004_name	神经组2·神经节点4	0	
9999992005_name	神经组2·神经节点5	0	
9999992007_name	神经组2·神经节点7	0	
9999992008_name	神经组2·神经节点8	0	
9999993001_name	神经组3·神经节点1	0	
9999993002_name	神经组3·神经节点2	0	
9999993004_name	神经组3·神经节点4	0	
9999993005_name	神经组3·神经节点5	0	
9999993007_name	神经组3·神经节点7	0	
9999993008_name	神经组3·神经节点8	0	
9999994001_name	神经组4·神经节点1	0	
9999994002_name	神经组4·神经节点2	0	
9999994004_name	神经组4·神经节点4	0	
9999994005_name	神经组4·神经节点5	0	
9999994007_name	神经组4·神经节点7	0	
9999994008_name	神经组4·神经节点8	0	
9999995001_name	神经组5·神经节点1	0	
9999995002_name	神经组5·神经节点2	0	
9999995004_name	神经组5·神经节点4	0	
9999995005_name	神经组5·神经节点5	0	
9999995007_name	神经组5·神经节点7	0	
9999995008_name	神经组5·神经节点8	0	
9999996001_name	神经组6·神经节点1	0	
9999996002_name	神经组6·神经节点2	0	
9999996004_name	神经组6·神经节点4	0	
9999996005_name	神经组6·神经节点5	0	
9999996007_name	神经组6·神经节点7	0	
9999996008_name	神经组6·神经节点8	0	
		0	
100011_name	轮回剃刀·神经组	0	安卡希雅常规技神经组1
100011_des	技能间隔	0	安卡希雅常规技神经组1标签
100012_name	轮回剃刀·神经组	0	安卡希雅常规技神经组2
100012_des	能量	0	安卡希雅常规技神经组2标签
100013_name	0.5倍速·神经组	0	安卡希雅支援技神经组1
100013_des	范围	0	安卡希雅支援技神经组1标签
100014_name	0.5倍速·神经组	0	安卡希雅支援技神经组2
100014_des	伤害	0	安卡希雅支援技神经组2标签
100015_name	月夜观众生·神经组	0	安卡希雅爆发技神经组1
100015_des	特殊	0	安卡希雅爆发技神经组1标签
100016_name	月夜观众生·神经组	0	安卡希雅爆发技神经组2
100016_des	强化	0	安卡希雅爆发技神经组2标签
100021_name	渡鸦指令·神经组	0	星期三常规技神经组1
100021_des	特殊	0	星期三常规技神经组1标签
100022_name	渡鸦指令·神经组	0	星期三常规技神经组2
100022_des	特殊	0	星期三常规技神经组2标签
100023_name	永恒之枪·神经组	0	星期三支援技神经组1
100023_des	能量	0	星期三支援技神经组1标签
100024_name	永恒之枪·神经组	0	星期三支援技神经组2
100024_des	范围	0	星期三支援技神经组2标签
100025_name	于九夜狂风倒悬·神经组	0	星期三爆发技神经组1
100025_des	持续时间	0	星期三爆发技神经组1标签
100026_name	于九夜狂风倒悬·神经组	0	星期三爆发技神经组2
100026_des	强化	0	星期三爆发技神经组2标签
100031_name	灭世舞步·神经组	0	妮塔常规技神经组1
100031_des	护盾	0	妮塔常规技神经组1标签
100032_name	灭世舞步·神经组	0	妮塔常规技神经组2
100032_des	技能间隔	0	妮塔常规技神经组2标签
100033_name	再度毁灭·神经组	0	妮塔支援技神经组1
100033_des	加速	0	妮塔支援技神经组1标签
100034_name	再度毁灭·神经组	0	妮塔支援技神经组2
100034_des	护盾	0	妮塔支援技神经组2标签
100035_name	轮回于此循环·神经组	0	妮塔爆发技神经组1
100035_des	控制	0	妮塔爆发技神经组1标签
100036_name	轮回于此循环·神经组	0	妮塔爆发技神经组2
100036_des	伤害	0	妮塔爆发技神经组2标签
100041_name	神界火焰·神经组	0	芙提雅常规技神经组1
100041_des	范围 伤害	0	芙提雅常规技神经组1标签
100042_name	神界火焰·神经组	0	芙提雅常规技神经组2
100042_des	伤害	0	芙提雅常规技神经组2标签
100043_name	人间之友·神经组	0	芙提雅支援技神经组1
100043_des	伤害	0	芙提雅支援技神经组1标签
100044_name	人间之友·神经组	0	芙提雅支援技神经组2
100044_des	伤害	0	芙提雅支援技神经组2标签
100045_name	传火，永不后悔·神经组	0	芙提雅爆发技神经组1
100045_des	特殊	0	芙提雅爆发技神经组1标签
100046_name	传火，永不后悔·神经组	0	芙提雅爆发技神经组2
100046_des	伤害	0	芙提雅爆发技神经组2标签
100051_name	雾影扩散·神经组	0	茉莉安常规技神经组1
100051_des	持续时间	0	茉莉安常规技神经组1标签
100052_name	雾影扩散·神经组	0	茉莉安常规技神经组2
100052_des	特殊	0	茉莉安常规技神经组2标签
100053_name	迅鸦低掠·神经组	0	茉莉安支援技神经组1
100053_des	伤害	0	茉莉安支援技神经组1标签
100054_name	迅鸦低掠·神经组	0	茉莉安支援技神经组2
100054_des	易伤	0	茉莉安支援技神经组2标签
100055_name	战争与爱·神经组	0	茉莉安爆发技神经组1
100055_des	伤害	0	茉莉安爆发技神经组1标签
100056_name	战争与爱·神经组	0	茉莉安爆发技神经组2
100056_des	特殊	0	茉莉安爆发技神经组2标签
100061_name	云中穿梭·神经组	0	雨燕常规技神经组1
100061_des	特殊	0	雨燕常规技神经组1标签
100062_name	云中穿梭·神经组	0	雨燕常规技神经组2
100062_des	特殊	0	雨燕常规技神经组2标签
100063_name	落地强袭·神经组	0	雨燕支援技神经组1
100063_des	特殊	0	雨燕支援技神经组1标签
100064_name	落地强袭·神经组	0	雨燕支援技神经组2
100064_des	控制	0	雨燕支援技神经组2标签
100065_name	没有脚的飞鸟·神经组	0	雨燕爆发技神经组1
100065_des	强化	0	雨燕爆发技神经组1标签
100066_name	没有脚的飞鸟·神经组	0	雨燕爆发技神经组2
100066_des	弹药	0	雨燕爆发技神经组2标签
100071_name	第三工具·神经组	0	晴常规技神经组1
100071_des	技能间隔	0	晴常规技神经组1标签
100072_name	第三工具·神经组	0	晴常规技神经组2
100072_des	特殊	0	晴常规技神经组2标签
100073_name	幻翼消逝·神经组	0	晴支援技神经组1
100073_des	强化	0	晴支援技神经组1标签
100074_name	幻翼消逝·神经组	0	晴支援技神经组2
100074_des	伤害	0	晴支援技神经组2标签
100075_name	此即为终焉之地·神经组	0	晴爆发技神经组1
100075_des	持续时间	0	晴爆发技神经组1标签
100076_name	此即为终焉之地·神经组	0	晴爆发技神经组2
100076_des	技能间隔	0	晴爆发技神经组2标签
100081_name	防御心理·神经组	0	琴诺常规技神经组1
100081_des	控制	0	琴诺常规技神经组1标签
100082_name	防御心理·神经组	0	琴诺常规技神经组2
100082_des	范围	0	琴诺常规技神经组2标签
100083_name	黑暗蔓延·神经组	0	琴诺支援技神经组1
100083_des	减伤	0	琴诺支援技神经组1标签
100084_name	黑暗蔓延·神经组	0	琴诺支援技神经组2
100084_des	治疗	0	琴诺支援技神经组2标签
100085_name	整齐又空虚的白昼·神经组	0	琴诺爆发技神经组1
100085_des	强化	0	琴诺爆发技神经组1标签
100086_name	整齐又空虚的白昼·神经组	0	琴诺爆发技神经组2
100086_des	伤害	0	琴诺爆发技神经组2标签
100091_name	拒绝宽恕·神经组	0	芬妮常规技神经组1
100091_des	护盾	0	芬妮常规技神经组1标签
100092_name	拒绝宽恕·神经组	0	芬妮常规技神经组2
100092_des	特殊	0	芬妮常规技神经组2标签
100093_name	友情出演·神经组	0	芬妮支援技神经组1
100093_des	弹药	0	芬妮支援技神经组1标签
100094_name	友情出演·神经组	0	芬妮支援技神经组2
100094_des	技能间隔	0	芬妮支援技神经组2标签
100095_name	妒火烧遍山巅·神经组	0	芬妮爆发技神经组1
100095_des	治疗	0	芬妮爆发技神经组1标签
100096_name	妒火烧遍山巅·神经组	0	芬妮爆发技神经组2
100096_des	特殊	0	芬妮爆发技神经组2标签
100111_name	群狼踏雪·神经组	0	狂猎常规技神经组1
100111_des	控制	0	狂猎常规技神经组1标签
100112_name	群狼踏雪·神经组	0	狂猎常规技神经组2
100112_des	伤害	0	狂猎常规技神经组2标签
100113_name	冰狼利牙·神经组	0	狂猎支援技神经组1
100113_des	范围 伤害	0	狂猎支援技神经组1标签
100114_name	冰狼利牙·神经组	0	狂猎支援技神经组2
100114_des	特殊	0	狂猎支援技神经组2标签
100115_name	雪原，无尽狩猎·神经组	0	狂猎爆发技神经组1
100115_des	控制	0	狂猎爆发技神经组1标签
100116_name	雪原，无尽狩猎·神经组	0	狂猎爆发技神经组2
100116_des	特殊	0	狂猎爆发技神经组2标签
100121_name	适当休息·神经组	0	肴常规技神经组1
100121_des	伤害	0	肴常规技神经组1标签
100122_name	适当休息·神经组	0	肴常规技神经组2
100122_des	弹药	0	肴常规技神经组2标签
100123_name	临时加班·神经组	0	肴支援技神经组1
100123_des	特殊	0	肴支援技神经组1标签
100124_name	临时加班·神经组	0	肴支援技神经组2
100124_des	持续时间	0	肴支援技神经组2标签
100125_name	不屈打工人·神经组	0	肴爆发技神经组1
100125_des	技能间隔	0	肴爆发技神经组1标签
100126_name	不屈打工人·神经组	0	肴爆发技神经组2
100126_des	特殊	0	肴爆发技神经组2标签
100131_name	饱腹之花·神经组	0	恩雅常规技神经组1
100131_des	范围 伤害	0	恩雅常规技神经组1标签
100132_name	饱腹之花·神经组	0	恩雅常规技神经组2
100132_des	技能间隔	0	恩雅常规技神经组2标签
100133_name	生机泥沼·神经组	0	恩雅支援技神经组1
100133_des	持续时间	0	恩雅支援技神经组1标签
100134_name	生机泥沼·神经组	0	恩雅支援技神经组2
100134_des	范围	0	恩雅支援技神经组2标签
100135_name	授予丰饶之喜悦·神经组	0	恩雅爆发技神经组1
100135_des	特殊	0	恩雅爆发技神经组1标签
100136_name	授予丰饶之喜悦·神经组	0	恩雅爆发技神经组2
100136_des	特殊	0	恩雅爆发技神经组2标签
100141_name	难逃至坚锁链·神经组	0	缄默常规技神经组1
100141_des	伤害	0	缄默常规技神经组1标签
100142_name	难逃至坚锁链·神经组	0	缄默常规技神经组2
100142_des	控制	0	缄默常规技神经组2标签
100143_name	赫菲斯托斯的敬意·神经组	0	缄默支援技神经组1
100143_des	特殊	0	缄默支援技神经组1标签
100144_name	赫菲斯托斯的敬意·神经组	0	缄默支援技神经组2
100144_des	特殊	0	缄默支援技神经组2标签
100145_name	不屈，至痛苦尽头·神经组	0	缄默爆发技神经组1
100145_des	伤害	0	缄默爆发技神经组1标签
100146_name	不屈，至痛苦尽头·神经组	0	缄默爆发技神经组2
100146_des	伤害	0	缄默爆发技神经组2标签
100151_name	绕地飞行·神经组	0	辉夜常规技神经组1
100151_des	特殊	0	辉夜常规技神经组1标签
100152_name	绕地飞行·神经组	0	辉夜常规技神经组2
100152_des	控制	0	辉夜常规技神经组2标签
100153_name	月晕·神经组	0	辉夜支援技神经组1
100153_des	控制	0	辉夜支援技神经组1标签
100154_name	月晕·神经组	0	辉夜支援技神经组2
100154_des	特殊	0	辉夜支援技神经组2标签
100155_name	月食·神经组	0	辉夜爆发技神经组1
100155_des	控制	0	辉夜爆发技神经组1标签
100156_name	月食·神经组	0	辉夜爆发技神经组2
100156_des	持续时间	0	辉夜爆发技神经组2标签
100161_name	最佳状态·神经组	0	咎冠常规技神经组1
100161_des	强化	0	咎冠常规技神经组1标签
100162_name	最佳状态·神经组	0	咎冠常规技神经组2
100162_des	特殊	0	咎冠常规技神经组2标签
100163_name	被选中之人·神经组	0	咎冠支援技神经组1
100163_des	持续时间	0	咎冠支援技神经组1标签
100164_name	被选中之人·神经组	0	咎冠支援技神经组2
100164_des	特殊	0	咎冠支援技神经组2标签
