字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
gold_not_enough	资金不足	0	
cash_not_enough	资金不足	0	
girlcard_not_found	当前队员不存在	0	
girlcard_cmd_err	所需材料不足	0	
girlcard_update_failed	升级失败	0	
NotEnoughItem	道具不足	0	
material_not_enough	请选择材料	0	
refresh_run_out	本日刷新次数已耗尽	0	
role_material_not_enough	提取物不足	0	
role_unlock_ok	角色解锁成功	0	
cost_money_failed	主货币支付失败	0	
BadParam	请求参数错误	0	
ItemNotExists	物品不存在	0	
Recycle.ItemNotExists	回收失败，物品不存在	0	
Recycle.ItemNotEnough	回收失败，物品不足	0	
Recycle.ItemNotExpiration	回收失败，物品尚未过期，不可回收	0	
LoginNeed	数据异常，请重新登录。是否返回？	0	
NetError	网络不可用	0	
LoginError	登录失败	0	
		0	
101	网络写占用	0	
102	网络读占用	0	
103	网络超时	0	
104	网络链接正在关闭	0	
105	网络链接已经关闭	0	
106	网络链接无效	0	
107	网络包序列化失败	0	
108	网络包反序列化失败	0	
109	网络锁定失败	0	
201	找不到服务	0	
202	服务重复	0	
203	服务没有相应的方法	0	
204	参数无效	0	
205	数据库操作失败	0	
206	服务内部错误	0	
207	重复操作	0	
301	未登录	0	
302	重复登录	0	
303	客户端版本无效	0	
304	登录认证失败	0	
305	登录人数超出限制	0	
306	不允许登录	0	
317	当前排队登录的人数过多，请稍后再试	0	
318	注册已关闭，尽情期待。	0	
319	当前服务器登入人数已满，请稍后再试	0	
320	登录认证失败，您的账号已被另一台设备绑定	0	
321	版本过低，请更新客户端	0	
322	为维护未成年人健康上网环境，本游戏暂不支持实名认证18岁以下的用户登录体验	1000	
401	当前昵称已存在，请重新输入	0	
402	含有敏感词汇，请重新输入	0	
403	含有敏感词汇，请重新输入	0	
404	所需数据金不足，修改失败	0	
405	修改签名失败	0	
424	修改权限被限制，请于解限后重试	0	
501	重复订单	0	
502	订单无效	0	
503	问卷重复	0	
601	找不到社团	0	
602	已经加入了社团	0	
603	社团成员已满	0	
604	无社团操作权限	0	
605	找不到要加入的社团	0	
606	找不到社团成员	0	
607	非活跃社团	0	
608	不能从社团中踢掉自己	0	
801	幸运盲盒出现！击破可获取良性效果！	0	
802	幸运盲盒即将逃离，请尽快破坏！	0	
803	『伤害提升』本区域敌方已受到泰坦容器影响	0	
804	『恢复提升』本区域敌方已受到泰坦容器影响	0	
805	『霸体提升』本区域敌方已受到泰坦容器影响	0	
806	『防御提升』本区域敌方已受到泰坦容器影响	0	
girlcard_max_level	到达限制的最高等级	0	
girlcard_break_max	等级已达最大	0	
reUnlock_player	玩家重新解锁	0	
unlock_player_shorts_mats	玩家解锁	0	
lv_lower	等级未达到要求	0	
Prenode_progress_lower…	节点未解锁	0	
girlcard_not	卡牌无效	0	
invaild_spine	无效的骨骼	0	
logistics_equiped	后勤已配备	0	
logistics_not_equiped	未配备后勤	0	
logiskill_evolut_skill_not	后勤技能不能升级	0	
logiskill_evolut_limit_max	后勤技能升级已满	0	
logiSkill_evolut_material_not_enough	后勤技能升级材料不足	0	
already_finished_sign	已签到	0	
sign_day_ok	签到成功	0	
param_err	参数错误	0	
congif_err	配置错误	0	
congif_rewardid_err	配置奖励错误	0	
resign	注册	0	
day_sign_reward_err	日签到错误	0	
request	重新请求	0	
tag_fail	标记失败	0	
mode2_reward_err	奖励错误	0	
exchange_vigor_max	每日感知置换次数已达上限	0	
not_activity	活动不存在	0	
pre_node_condition_fail	前置节点未解锁	0	
support_equip_ok	后勤配备成功	0	
support_replace_ok	后勤更换成功	0	
support_unload_ok	后勤调离完成	0	
SelectSellItem	请选择要需要出售的道具	0	
weapon_max_level	到达限制的最高等级	0	
support_max_level	到达限制的最高等级	0	
once_materal_not_enough	可供一键选择的材料不足	0	
role_change_suc	更换成功	0	
not_captain	首发天启者（中间位）不可为空	0	
not_captain_activity	每队请至少编入1名天启者	0	
evolution_max_level	改造最大等阶了！	0	
weapon_level_up	升级成功	0	
not_weapon	你还没有武器	0	
replace_weapon_succ	武器装备成功	0	
weapon_break	武器突破成功	0	
weapon_evolution	武器改造成功	0	
select_weapon	请选择武器	0	
select_mat	请选择材料	0	
train_not_replace	训练模式不能更换角色	0	
trail_not_replace	试玩角色不能更换	0	
trail_role	不可更改	0	
switch_role	换人还在冷却时间中	0	
character_die	角色死亡	0	
forbidden_switch	禁止切换中	0	
connect_break	网络连接断开，请重新连接	0	
reconnect_fail	重连失败，请重新连接	0	
reconnect_fail_over	重连失败，将返回登录界面！	0	
relogin_fail	重连登录失败，将返回登录界面！	0	
login_not_invited	尚未取得测试资格！	0	
not_open	活动暂未开放！	0	
Expect_Next_Version	暂未开放	0	
shop_min	已选择最少数量	0	
shop_max	已选择最大数量	0	
today_alreaded_signed	今日已签到	0	
count_lv_lower	等级不足	0	
congig_activity_err	活动索引字段配置错误	0	
congig_modeid_err	活动模板配置错误	0	
congig_reward_err	活动奖励配置错误	0	
re_sign	重复签到	0	
logistic_max	当前后勤等级已达上限	0	
equip Role card err	被装备的角色无效	0	
not_the_logistics_card	当前后勤错误	0	
logistics_card_category_not_match	当前后勤不能装备在该位置	0	
logistic materal not enough	材料不足	0	
logistic_lv_limit_max	当前后勤等级已达上限	0	
logistic break up limit	当前突破次数达到上限	0	
Limit_Times	当前突破次数达到上限	0	
not_material_for_break	材料不足	0	
not_material	材料不足	0	
pre_unlocking_condition_is_not...	前置节点未解锁	0	
Lv_lower...	等级不足	0	
Lv_not	等级不足	0	
RoleSpine_not	当前角色神格神经(子)节点错误	0	
logistic break and up limit	当前后勤人员突破次数达到上限	0	
logistic break ok	突破成功	0	
logistic break limit	当前突破已经达到上限	0	
logistic_up_lv_max	当前后勤人员等级已达上限	0	
logistic up ok	后勤人员升级成功	0	
logistic max limit	当前后勤人员等级已达上限	0	
card_max_level	当前角色等级已达上限	0	
Account lv Limit	分析员等级不足	0	
logistic_%s_ok	装备成功	0	
up lv ok	突破成功	0	
break num by limit...	当前突破次数达到上限	0	
expect next version	下个版本开放	0	
refineFinish	特长重修成功	0	
goGetSupportCard	前往获取后勤人员	0	
support replace ok	替换成功	0	
support unload ok	卸载成功	0	
need_exchange_cash_1	主货币不足，是否前往购买？	0	
need_exchange_cash_2	金币不足，是否兑换金币？	0	
need_exchange_cash_3	感知不足，是否兑换感知？	0	
need_exchange_cash_4	情报箱不足，是否兑换？	0	
exchange_invaild	已经达到上限,无法兑换	0	
exchange_success	兑换成功	0	
exchange_cash_notenough	货币不足，无法兑换	0	
exchange_cash_notenough_jump	%s不足，无法兑换,是否先兑换%s?	0	
exchange_jump_shop	%s不足，是否前往购买?	0	
exchange_cash_max	拥有量已达最大值，不可置换	0	
exchange_Stamina_max	超过最大值，不可置换	0	
dmmpt_jump_shop	DMM Points余额不足，是否前往购买？	0	
ItemEquiped	道具已被装备，不可出售	0	
GachaLeftTime	本日剩余抽奖次数为0	0	
GachaLeftTimeLess10	本日剩余抽奖次数少于10	0	
sellable_not_exist	当前没有可出售的道具	0	
need_exchange	%s不足，是否使用%d%s补充！	0	
buy_succeed	购买成功	0	
gold_need_exchange	%s不足是否使用%s比特金补充！	0	
exit_game	是否退出游戏?	0	
time_refresh	检测到时间节点变化，需要更新数据	0	
unlockcondition	通关%s后解锁	0	
unlockLevel	分析员等级达到%s解锁	0	
affix_not_exist	并未拥有此特长	0	
nextStageUnlockTime	登录第%d天解锁本阶段	0	
reward_not_exist	没有奖励可以领取	0	
rolefiles_changename	昵称修改成功！	0	
rolefiles_changenotes	好友备注修改成功	0	
rolefiles_LackMoney	所需数据金不足，修改失败	0	
rolefiles_changesig	个性签名修改成功	0	
rolefiles_pickrole	展示角色设置成功	0	
rolefiles_nocode	请输入礼包码	0	
rolefiles_inputcode	礼包码仅支持字母与数字输入	0	
FriendVigorMax	今日收取的感知已达20点上限	0	
GainFriendVigorDuplicated	不可重复领取好友感知	0	
GiveFriendVigorDuplicated	今日已对该好友赠送过感知	0	
friend_EnergyGive	成功赠送%s点感知！	0	
friend_EnergyGet	成功收取%s点感知！	0	
friend_EnergyBoth	成功收取%s点感知，并赠送成功！	0	
friend_FullMe	好友已达上限	0	
friend_FullOther	对方好友已达上限	0	
friend_AddOther	好友申请发送成功	0	
friend_AgreeOther	已同意好友申请	0	
friend_RefuseOther	已忽略好友申请	0	
friend_FindNone	未能寻找到该识别码玩家	0	
friend_Removed	已删除对方好友	0	
friend_ban	已加入黑名单	0	
friend_del_blacklist	已移出黑名单	0	
friend_banfull	黑名单人数已达上限	0	
friend_exist	已经是您的好友	0	
friend_not_exist	好友不存在	0	
kickout	已被请离房间	0	
empty_name	用户名不能为空	0	
online_PointNotEnough	积分不足	0	
online_RoomStateError	游戏已经开始，无法操作	0	
online_RoomReadyError	游戏已经准备，无法操作	0	
online_NoAward	奖励已经领取完，无法打开感知消耗	0	
online_MaxPoint	已达到最高精神协作值，无法打开感知消耗	0	
online_NoVigour	感知不足，请提前补充	0	
online_ReStart	服务器创建房间失败，请稍后重试	0	
online_Starting	意识环境链接中，请稍等片刻…	0	
online_OpenMatch	超元链接匹配启动——	0	
online_ExitRoom	退出超元链接状态，将会中断和其他分析员的匹配！	0	
blacklist_exist	已存在黑名单中	0	
blacklist_not_exist	不存在黑名单中	0	
friend_recommand_cd	刷新冷却中，请稍后再进行尝试	0	
gacha_lackmoney	数据金不足	0	
rolespine_ok	神经节点通导成功	0	
not_exitcaptain	队长位不可为空，否则无法出战	0	
spemonster_born	幸运盲盒出现！击破可获取良性效果！	0	
spemonster_quit	幸运盲盒即将逃离，请尽快破坏！	0	
star_award_geted	奖励已领取	0	
star_not_enough	未达到领奖条件	0	
Level_Lock	前往章节暂未解锁	0	
survey_geted	该问卷已获得奖励	0	
survey_close	问卷未开启	0	
girlcard_alread_break	该神经节点已经解锁	0	
arrangement_exit	当前修改暂未保存，是否确认退出？	0	
arrangement_reset	是否确认重置回默认布局？	0	
arrangement_reset_success	重置默认布局成功	0	
arrangement_save	当前布局保存成功	0	
PieceExchange_none	当前无可兑换提取物	0	
PieceExchange_Full	思念片段即将超过上限，无法进行兑换	0	
BattlePass_Config_error	当前活动未更新，请稍后尝试	0	
BattlePass_Exp_Max	本周获取经验已经达到限制	0	
BattlePass_Award_Error	获取奖励错误	0	
BattlePass_BP_Max	已达最高级通行证	0	
BattlePass_Level_Max	已达通行证最高等级	0	
BattlePass_Level_Error	凭证即将更新，无法购买等级	0	
BattlePass_EXP_Limited	每日/每周任务经验已达到上限	0	
ItemExpirated	物品已过期	0	
exchange_conditions_not_met	不满足交换条件	0	
trials_reached_limit	试玩角色数量达到上限	0	
NeedUpdateGame	检测到新的游戏版本，是否立即重启更新？	0	
BattlePass_NotGet_BP	尚未获得通行证	0	
Cost_Limit_Money	因用户数据异常，相关功能已被限制	0	
Mall_Limit_Buy	达到限制,无法购买	0	
Mall_Limit_MonthCard	剩余有效期超过30日, 无法购买	0	
Max_Limit_Have	最多拥有%s个物品	0	
exchange_jump_mall	%s不足，是否前往供应站兑换?	0	
Baned	账号被冻结	0	
