字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
item_name_1	侦察接收机	0	
item_name_2	急救包	0	
item_name_3	重构芯片	0	
item_name_4	便携屏蔽器	0	
item_name_5	领队权限卡	0	
item_name_6	电磁脉冲发生器	0	
item_des_1	用于抵抗战术干扰，当遭遇战术干扰事件时，通过探测并分析信号，该道具自动抵抗1次战术干扰。成功抵抗后，该道具将被销毁	0	
item_des_2	用于回复生命，内置多个急救瓶，使用后，所有队员生命回复30%（可通过逻辑研习强化）	0	
item_des_3	用于重构意识，相比意识皿更加易于便携，使用后随机为1名队员重构意识，并回复生命30%（可通过逻辑研习强化）	0	
item_des_4	用于移除战术干扰，能阻止屏蔽干扰信号，使用后可随机移除1个战术干扰	0	
item_des_5	用于刷新【军备兑换】中的补给，领队权限的证明，使用后可刷新1次【军备兑换】中的补给	0	
item_des_6	用于降低威胁值，产生的高能量电磁脉冲能干扰或破坏敌方的设备及系统，使用后降低10点威胁值（只能降低至当前威胁级别下限）	0	
SeasonMasterkey	万用思维译码	0	
Seasonkey1	思维译码·荣耀	0	
Seasonkey2	思维译码·温柔	0	
Seasonkey3	思维译码·正义	0	
Seasonkey4	思维译码·纯净	0	
Seasonkey5	思维译码·无畏	0	
Seasonkey6	思维译码·智慧	0	
Seasonkey7	思维译码·勇气	0	
Seasonkey8	思维译码	0	
SeasonMasterkey_des	可以用于置换任何类型的思维译码\n海姆达尔部队的队员们，在长期作战中所展现出的非凡适应性、与随机应变能力的象征。	0	
Seasonkey1_des	是海姆达尔部队长期的共同作战中，队员们所呈现出的重要的品德之一。	0	
Seasonkey2_des	是海姆达尔部队长期的共同作战中，队员们所呈现出的重要的品德之一。	0	
Seasonkey3_des	是海姆达尔部队长期的共同作战中，队员们所呈现出的重要的品德之一。	0	
Seasonkey4_des	是海姆达尔部队长期的共同作战中，队员们所呈现出的重要的品德之一。	0	
Seasonkey5_des	是海姆达尔部队长期的共同作战中，队员们所呈现出的重要的品德之一。	0	
